head,relation,tail,timestamp,confidence,source_id
P00465,MOVED_WITH,P00493,2026-05-31 13:02:00,0.99,DIG001588
P00465,PRESENT_AT,LOC0097,2026-05-31 13:02:00,0.99,DIG001588
P00465,PRESENT_AT,LOC0149,2026-07-16 18:07:00,0.99,DIG001775
P00465,MET_WITH,P00024,2026-05-31 14:25:00,0.99,DIG001959
P00465,PRESENT_AT,LOC0062,2026-05-31 14:25:00,0.99,DIG001959
P00465,COMMUNICATED_WITH,P00270,2026-03-01 20:54:00,0.99,DIG002588
P00465,PRESENT_AT,LOC0070,2026-03-01 20:54:00,0.99,DIG002588
P00465,COMMUNICATED_WITH,P00171,2026-07-18 15:08:00,0.99,DIG002917
P00465,PRESENT_AT,LOC0096,2026-07-18 15:08:00,0.99,DIG002917
P00465,PRESENT_AT,LOC0077,2026-01-12 22:34:00,0.99,DIG003529
P00465,PRESENT_AT,LOC0055,2026-01-02 05:50:00,0.99,DIG003701
P00465,MET_WITH,P00639,2026-01-22 04:04:00,0.99,DIG003941
P00465,PRESENT_AT,LOC0018,2026-01-22 04:04:00,0.99,DIG003941
P00465,MET_WITH,P00956,2026-05-07 23:04:00,0.99,DIG005098
P00465,PRESENT_AT,LOC0152,2026-05-07 23:04:00,0.99,DIG005098
P00465,MET_WITH,P00161,2026-04-06 17:31:00,0.99,DIG005106
P00465,PRESENT_AT,LOC0076,2026-04-06 17:31:00,0.99,DIG005106
P00465,PRESENT_AT,LOC0087,2026-08-20 17:32:00,0.99,RPT00174
P00465,MENTIONED_WITH,P00561,2026-02-07 10:20:00,0.99,RPT00327
P00465,PRESENT_AT,LOC0098,2026-02-07 10:20:00,0.99,RPT00327
P00465,OWNS_VEHICLE,VEH00023,2026-02-07 10:20:00,0.99,RPT00327
P00466,USES_PHONE,PH00214,,1.0,phones.csv
P00466,USES_PHONE,PH00214,2026-04-12 23:43:00,0.99,RPT00214
P00466,USES_PHONE,PH00214,2026-03-12 00:43:00,0.99,RPT00285
P00466,OWNS_ACCOUNT,ACC00982,,1.0,accounts.csv
P00466,OWNS_ACCOUNT,ACC00982,2026-04-12 23:43:00,0.99,RPT00214
P00466,OWNS_ACCOUNT,ACC00982,2026-03-12 00:43:00,0.99,RPT00285
P00466,PRESENT_AT,LOC0166,2026-04-01 19:40:00,0.79,GEO001117
P00466,PRESENT_AT,LOC0018,2026-02-22 02:38:00,0.74,GEO001148
P00466,PRESENT_AT,LOC0147,2026-04-27 13:21:00,0.84,GEO001508
P00466,PRESENT_AT,LOC0069,2026-02-05 13:24:00,0.87,GEO003339
P00466,PRESENT_AT,LOC0110,2026-04-13 10:53:00,0.88,GEO004453
P00466,PRESENT_AT,LOC0025,2026-04-25 21:17:00,0.71,GEO004499
P00466,PRESENT_AT,LOC0030,2026-01-26 09:34:00,0.76,GEO005060
P00466,PRESENT_AT,LOC0040,2026-06-12 23:17:00,0.93,GEO005077
P00466,PRESENT_AT,LOC0174,2026-02-18 09:24:00,0.88,GEO005305
P00466,PRESENT_AT,LOC0176,2026-01-20 16:10:00,0.85,GEO005695
P00466,PRESENT_AT,LOC0075,2026-02-22 17:52:00,0.99,DIG000822
P00466,PRESENT_AT,LOC0144,2026-07-24 06:31:00,0.99,DIG001358
P00466,COMMUNICATED_WITH,P00036,2026-02-15 07:46:00,0.99,DIG001478
P00466,PRESENT_AT,LOC0001,2026-02-15 07:46:00,0.99,DIG001478
P00466,MET_WITH,P00563,2026-07-30 12:12:00,0.99,DIG001634
P00466,PRESENT_AT,LOC0114,2026-07-30 12:12:00,0.99,DIG001634
P00466,MOVED_WITH,P00919,2026-08-05 21:29:00,0.99,DIG002660
P00466,PRESENT_AT,LOC0092,2026-08-05 21:29:00,0.99,DIG002660
P00466,MOVED_WITH,P00272,2026-02-26 04:48:00,0.99,DIG002893
P00466,PRESENT_AT,LOC0123,2026-02-26 04:48:00,0.99,DIG002893
P00466,PRESENT_AT,LOC0105,2026-01-01 18:36:00,0.99,DIG003409
P00466,COMMUNICATED_WITH,P00281,2026-06-17 18:11:00,0.99,DIG003738
P00466,PRESENT_AT,LOC0008,2026-06-17 18:11:00,0.99,DIG003738
P00466,MOVED_WITH,P00842,2026-08-23 17:44:00,0.99,DIG004016
P00466,PRESENT_AT,LOC0050,2026-08-23 17:44:00,0.99,DIG004016
P00466,MET_WITH,P00540,2026-04-03 22:36:00,0.99,DIG004218
P00466,PRESENT_AT,LOC0084,2026-04-03 22:36:00,0.99,DIG004218
P00466,PRESENT_AT,LOC0072,2026-06-12 01:43:00,0.99,RPT00028
P00466,MENTIONED_WITH,P00483,2026-04-12 23:43:00,0.99,RPT00214
P00466,PRESENT_AT,LOC0033,2026-04-12 23:43:00,0.99,RPT00214
P00466,OWNS_VEHICLE,VEH00024,2026-04-12 23:43:00,0.99,RPT00214
P00466,MENTIONED_WITH,P00316,2026-03-12 00:43:00,0.99,RPT00285
P00466,PRESENT_AT,LOC0126,2026-03-12 00:43:00,0.99,RPT00285
P00466,OWNS_VEHICLE,VEH00105,2026-03-12 00:43:00,0.99,RPT00285
P00466,PRESENT_AT,LOC0061,2026-05-15 05:10:00,0.99,RPT01078
P00466,PRESENT_AT,LOC0083,2026-08-29 11:34:00,0.99,RPT01167
P00467,USES_PHONE,PH00830,,1.0,phones.csv
P00467,USES_PHONE,PH00830,2026-07-03 19:03:00,0.99,RPT00766
P00467,OWNS_ACCOUNT,ACC00279,,1.0,accounts.csv
P00467,OWNS_ACCOUNT,ACC00279,2026-07-03 19:03:00,0.99,RPT00766
P00467,PRESENT_AT,LOC0059,2026-03-10 16:36:00,0.84,GEO000180
P00467,PRESENT_AT,LOC0130,2026-08-01 20:37:00,0.77,GEO000347
P00467,PRESENT_AT,LOC0130,2026-08-19 20:49:00,0.99,DIG001180
P00467,PRESENT_AT,LOC0174,2026-08-18 19:42:00,0.67,GEO001647
P00467,PRESENT_AT,LOC0135,2026-01-27 05:07:00,0.77,GEO002255
P00467,PRESENT_AT,LOC0053,2026-02-20 18:31:00,0.77,GEO002482
P00467,PRESENT_AT,LOC0042,2026-06-04 08:04:00,0.89,GEO004348
P00467,PRESENT_AT,LOC0050,2026-03-31 12:11:00,0.94,GEO004433
P00467,PRESENT_AT,LOC0164,2026-04-03 15:53:00,0.97,GEO005992
P00467,PRESENT_AT,LOC0046,2026-01-16 10:51:00,0.99,DIG000564
P00467,COMMUNICATED_WITH,P00943,2026-06-03 05:21:00,0.99,DIG001032
P00467,PRESENT_AT,LOC0002,2026-06-03 05:21:00,0.99,DIG001032
P00467,PRESENT_AT,LOC0088,2026-01-20 00:04:00,0.99,DIG003799
P00467,PRESENT_AT,LOC0093,2026-04-05 17:42:00,0.99,DIG004128
P00467,PRESENT_AT,LOC0045,2026-07-01 14:41:00,0.99,DIG004883
P00467,MET_WITH,P00783,2026-02-16 16:14:00,0.99,DIG004936
P00467,PRESENT_AT,LOC0026,2026-02-16 16:14:00,0.99,DIG004936
P00467,COMMUNICATED_WITH,P00955,2026-04-06 13:42:00,0.99,DIG005626
P00467,PRESENT_AT,LOC0124,2026-04-06 13:42:00,0.99,DIG005626
P00467,MENTIONED_WITH,P00693,2026-07-03 19:03:00,0.99,RPT00766
P00467,PRESENT_AT,LOC0138,2026-07-03 19:03:00,0.99,RPT00766
P00467,PRESENT_AT,LOC0138,2026-07-06 10:26:00,0.99,RPT01100
P00467,OWNS_VEHICLE,VEH00261,2026-07-03 19:03:00,0.99,RPT00766
P00467,PRESENT_AT,LOC0062,2026-02-21 00:16:00,0.99,RPT00884
P00468,USES_PHONE,PH00497,,1.0,phones.csv
P00468,USES_PHONE,PH00497,2026-08-01 03:48:00,0.99,RPT00523
P00468,OWNS_ACCOUNT,ACC00740,,1.0,accounts.csv
P00468,OWNS_ACCOUNT,ACC00740,2026-08-01 03:48:00,0.99,RPT00523
P00468,OWNS_VEHICLE,VEH00020,,1.0,vehicles.csv
P00468,PRESENT_AT,LOC0170,2026-05-27 11:30:00,0.88,GEO003979
P00468,PRESENT_AT,LOC0177,2026-05-27 03:46:00,0.73,GEO004352
P00468,MET_WITH,P00742,2026-03-14 21:48:00,0.99,DIG000616
P00468,PRESENT_AT,LOC0139,2026-03-14 21:48:00,0.99,DIG000616
P00468,PRESENT_AT,LOC0026,2026-02-02 07:56:00,0.99,DIG000682
P00468,MOVED_WITH,P00126,2026-04-22 11:17:00,0.99,DIG000794
P00468,PRESENT_AT,LOC0142,2026-04-22 11:17:00,0.99,DIG000794
P00468,PRESENT_AT,LOC0005,2026-07-03 13:25:00,0.99,DIG000891
P00468,MET_WITH,P00796,2026-07-18 14:18:00,0.99,DIG001012
P00468,PRESENT_AT,LOC0178,2026-07-18 14:18:00,0.99,DIG001012
P00468,PRESENT_AT,LOC0178,2026-05-01 17:19:00,0.99,DIG001049
P00468,PRESENT_AT,LOC0123,2026-01-01 13:55:00,0.99,DIG001386
P00468,MET_WITH,P00222,2026-03-10 17:39:00,0.99,DIG001464
P00468,PRESENT_AT,LOC0019,2026-03-10 17:39:00,0.99,DIG001464
P00468,MET_WITH,P00452,2026-04-02 17:48:00,0.99,DIG001498
P00468,PRESENT_AT,LOC0037,2026-04-02 17:48:00,0.99,DIG001498
P00468,PRESENT_AT,LOC0140,2026-08-27 04:30:00,0.99,DIG001796
P00468,PRESENT_AT,LOC0032,2026-03-27 19:44:00,0.99,DIG002674
P00468,PRESENT_AT,LOC0003,2026-06-04 22:14:00,0.99,DIG004113
P00468,MOVED_WITH,P00250,2026-05-11 16:22:00,0.99,DIG005428
P00468,PRESENT_AT,LOC0070,2026-05-11 16:22:00,0.99,DIG005428
P00468,PRESENT_AT,LOC0058,2026-06-26 16:45:00,0.99,RPT00150
P00468,MENTIONED_WITH,P00809,2026-08-01 03:48:00,0.99,RPT00523
P00468,PRESENT_AT,LOC0141,2026-08-01 03:48:00,0.99,RPT00523
P00468,OWNS_VEHICLE,VEH00005,2026-08-01 03:48:00,0.99,RPT00523
P00468,PRESENT_AT,LOC0060,2026-08-16 04:12:00,0.99,RPT00699
P00469,USES_PHONE,PH00007,,1.0,phones.csv
P00469,OWNS_ACCOUNT,ACC00866,,1.0,accounts.csv
P00469,OWNS_VEHICLE,VEH00084,,1.0,vehicles.csv
P00469,PRESENT_AT,LOC0068,2026-01-11 17:35:00,0.77,GEO001236
P00469,PRESENT_AT,LOC0068,2026-01-04 11:30:00,0.99,DIG000106
P00469,PRESENT_AT,LOC0109,2026-06-11 03:32:00,0.79,GEO004787
P00469,COMMUNICATED_WITH,P00198,2026-01-04 11:30:00,0.99,DIG000106
P00469,COMMUNICATED_WITH,P00460,2026-03-03 12:07:00,0.99,DIG000613
P00469,PRESENT_AT,LOC0070,2026-03-03 12:07:00,0.99,DIG000613
P00469,MOVED_WITH,P00486,2026-07-28 05:22:00,0.99,DIG001337
P00469,PRESENT_AT,LOC0037,2026-07-28 05:22:00,0.99,DIG001337
P00469,COMMUNICATED_WITH,P00713,2026-08-11 09:01:00,0.99,DIG003483
P00469,PRESENT_AT,LOC0172,2026-08-11 09:01:00,0.99,DIG003483
P00469,COMMUNICATED_WITH,P00024,2026-02-21 17:44:00,0.99,DIG003846
P00469,PRESENT_AT,LOC0063,2026-02-21 17:44:00,0.99,DIG003846
P00469,PRESENT_AT,LOC0020,2026-03-25 21:22:00,0.99,DIG004057
P00469,COMMUNICATED_WITH,P00427,2026-07-12 05:09:00,0.99,DIG004241
P00469,PRESENT_AT,LOC0091,2026-07-12 05:09:00,0.99,DIG004241
P00469,PRESENT_AT,LOC0146,2026-03-09 22:15:00,0.99,DIG004314
P00469,PRESENT_AT,LOC0047,2026-05-09 16:50:00,0.99,DIG004996
P00470,USES_PHONE,PH00019,,1.0,phones.csv
P00470,USES_PHONE,PH00019,2026-03-16 08:58:00,0.99,RPT00051
P00470,USES_PHONE,PH00019,2026-06-16 03:15:00,0.99,RPT00521
P00470,USES_PHONE,PH00019,2026-01-28 04:48:00,0.99,RPT00615
P00470,OWNS_ACCOUNT,ACC00495,,1.0,accounts.csv
P00470,OWNS_ACCOUNT,ACC00495,2026-03-16 08:58:00,0.99,RPT00051
P00470,OWNS_ACCOUNT,ACC00495,2026-06-16 03:15:00,0.99,RPT00521
P00470,OWNS_ACCOUNT,ACC00495,2026-01-28 04:48:00,0.99,RPT00615
P00470,PRESENT_AT,LOC0099,2026-02-01 00:58:00,0.76,GEO000857
P00470,PRESENT_AT,LOC0176,2026-06-28 16:45:00,0.77,GEO000901
P00470,PRESENT_AT,LOC0140,2026-03-02 18:15:00,0.68,GEO001725
P00470,PRESENT_AT,LOC0123,2026-01-09 10:36:00,0.71,GEO005065
P00470,COMMUNICATED_WITH,P00642,2026-04-27 06:43:00,0.99,DIG000154
P00470,PRESENT_AT,LOC0088,2026-04-27 06:43:00,0.99,DIG000154
P00470,USED_VEHICLE_WITH,P00063,2026-07-06 18:31:00,0.99,DIG000852
P00470,PRESENT_AT,LOC0012,2026-07-06 18:31:00,0.99,DIG000852
P00470,PRESENT_AT,LOC0008,2026-05-06 15:23:00,0.99,DIG002108
P00470,PRESENT_AT,LOC0008,2026-04-15 15:05:00,0.99,DIG005434
P00470,PRESENT_AT,LOC0152,2026-07-01 20:25:00,0.99,DIG002749
P00470,COMMUNICATED_WITH,P00603,2026-03-04 15:39:00,0.99,DIG004221
P00470,PRESENT_AT,LOC0103,2026-03-04 15:39:00,0.99,DIG004221
P00470,PRESENT_AT,LOC0074,2026-08-03 00:50:00,0.99,DIG004345
P00470,PRESENT_AT,LOC0030,2026-06-03 08:58:00,0.99,DIG004967
P00470,MOVED_WITH,P00396,2026-04-15 15:05:00,0.99,DIG005434
P00470,COMMUNICATED_WITH,P00534,2026-04-27 04:52:00,0.99,DIG005722
P00470,PRESENT_AT,LOC0044,2026-04-27 04:52:00,0.99,DIG005722
P00470,MENTIONED_WITH,P00074,2026-03-16 08:58:00,0.99,RPT00051
P00470,PRESENT_AT,LOC0027,2026-03-16 08:58:00,0.99,RPT00051
P00470,OWNS_VEHICLE,VEH00092,2026-03-16 08:58:00,0.99,RPT00051
P00470,MENTIONED_WITH,P00474,2026-06-16 03:15:00,0.99,RPT00521
P00470,PRESENT_AT,LOC0065,2026-06-16 03:15:00,0.99,RPT00521
P00470,OWNS_VEHICLE,VEH00075,2026-06-16 03:15:00,0.99,RPT00521
P00470,MENTIONED_WITH,P00359,2026-01-28 04:48:00,0.99,RPT00615
P00470,PRESENT_AT,LOC0147,2026-01-28 04:48:00,0.99,RPT00615
P00470,OWNS_VEHICLE,VEH00032,2026-01-28 04:48:00,0.99,RPT00615
P00470,PRESENT_AT,LOC0108,2026-08-25 12:40:00,0.99,RPT00793
P00471,USES_PHONE,PH01152,,1.0,phones.csv
P00471,USES_PHONE,PH01152,2026-04-29 09:24:00,0.99,RPT00954
P00471,OWNS_ACCOUNT,ACC01141,,1.0,accounts.csv
P00471,OWNS_ACCOUNT,ACC01141,2026-04-29 09:24:00,0.99,RPT00954
P00471,OWNS_VEHICLE,VEH00035,,1.0,vehicles.csv
P00471,PRESENT_AT,LOC0036,2026-02-03 05:26:00,0.99,GEO000965
P00471,PRESENT_AT,LOC0006,2026-02-06 12:58:00,0.81,GEO002492
P00471,PRESENT_AT,LOC0096,2026-02-27 00:19:00,0.78,GEO003369
P00471,PRESENT_AT,LOC0174,2026-03-21 00:49:00,0.91,GEO005809
P00471,PRESENT_AT,LOC0103,2026-05-09 14:48:00,0.99,DIG000460
P00471,PRESENT_AT,LOC0144,2026-05-02 16:18:00,0.99,DIG000823
P00471,PRESENT_AT,LOC0114,2026-06-13 10:44:00,0.99,DIG001000
P00471,COMMUNICATED_WITH,P00461,2026-04-15 00:25:00,0.99,DIG001404
P00471,PRESENT_AT,LOC0046,2026-04-15 00:25:00,0.99,DIG001404
P00471,PRESENT_AT,LOC0111,2026-03-25 14:54:00,0.99,DIG001978
P00471,TRANSFERRED_TO,P00920,2026-03-28 04:37:00,0.99,DIG003038
P00471,PRESENT_AT,LOC0099,2026-03-28 04:37:00,0.99,DIG003038
P00471,PRESENT_AT,LOC0119,2026-08-08 21:00:00,0.99,DIG003193
P00471,PRESENT_AT,LOC0119,2026-02-18 00:39:00,0.99,DIG003388
P00471,PRESENT_AT,LOC0155,2026-05-25 01:56:00,0.99,DIG004056
P00471,PRESENT_AT,LOC0028,2026-04-10 04:43:00,0.99,DIG005965
P00471,MENTIONED_WITH,P00174,2026-04-29 09:24:00,0.99,RPT00954
P00471,PRESENT_AT,LOC0163,2026-04-29 09:24:00,0.99,RPT00954
P00471,OWNS_VEHICLE,VEH00108,2026-04-29 09:24:00,0.99,RPT00954
P00472,USES_PHONE,PH00172,,1.0,phones.csv
P00472,OWNS_ACCOUNT,ACC00206,,1.0,accounts.csv
P00472,OWNS_ACCOUNT,ACC00329,,1.0,accounts.csv
P00472,PRESENT_AT,LOC0172,2026-03-25 18:29:00,0.79,GEO000164
P00472,PRESENT_AT,LOC0120,2026-04-24 15:58:00,0.87,GEO000360
P00472,PRESENT_AT,LOC0034,2026-05-27 08:30:00,0.77,GEO000574
P00472,PRESENT_AT,LOC0035,2026-03-13 12:00:00,0.83,GEO000872
P00472,PRESENT_AT,LOC0114,2026-04-01 07:05:00,0.67,GEO000906
P00472,PRESENT_AT,LOC0153,2026-01-08 03:05:00,0.85,GEO001945
P00472,PRESENT_AT,LOC0106,2026-01-18 14:33:00,0.71,GEO002319
P00472,PRESENT_AT,LOC0175,2026-03-04 15:29:00,0.85,GEO003862
P00472,PRESENT_AT,LOC0179,2026-07-09 13:07:00,0.79,GEO004137
P00472,PRESENT_AT,LOC0137,2026-05-20 07:17:00,0.82,GEO004356
P00472,PRESENT_AT,LOC0143,2026-01-18 15:45:00,0.7,GEO004383
P00472,PRESENT_AT,LOC0044,2026-02-14 14:36:00,0.99,DIG000049
P00472,PRESENT_AT,LOC0071,2026-06-27 02:21:00,0.99,DIG001625
P00472,MOVED_WITH,P00870,2026-03-16 17:13:00,0.99,DIG001893
P00472,PRESENT_AT,LOC0006,2026-03-16 17:13:00,0.99,DIG001893
P00472,PRESENT_AT,LOC0067,2026-02-18 23:33:00,0.99,DIG002115
P00472,PRESENT_AT,LOC0031,2026-08-04 03:04:00,0.99,DIG002216
P00472,COMMUNICATED_WITH,P00764,2026-05-25 13:30:00,0.99,DIG002357
P00472,PRESENT_AT,LOC0016,2026-05-25 13:30:00,0.99,DIG002357
P00472,COMMUNICATED_WITH,P00812,2026-01-10 01:50:00,0.99,DIG004921
P00472,PRESENT_AT,LOC0086,2026-01-10 01:50:00,0.99,DIG004921
P00472,COMMUNICATED_WITH,P00023,2026-08-06 12:07:00,0.99,DIG005672
P00472,PRESENT_AT,LOC0129,2026-08-06 12:07:00,0.99,DIG005672
P00472,PRESENT_AT,LOC0082,2026-02-05 14:20:00,0.99,RPT00395
P00473,USES_PHONE,PH01092,,1.0,phones.csv
P00473,USES_PHONE,PH01092,2026-06-20 19:28:00,0.99,RPT00622
P00473,OWNS_ACCOUNT,ACC01181,,1.0,accounts.csv
P00473,OWNS_ACCOUNT,ACC01181,2026-06-20 19:28:00,0.99,RPT00622
P00473,PRESENT_AT,LOC0030,2026-06-11 12:39:00,0.99,GEO001047
P00473,PRESENT_AT,LOC0030,2026-04-03 23:06:00,0.71,GEO005698
P00473,PRESENT_AT,LOC0030,2026-07-16 04:25:00,0.99,DIG002196
P00473,PRESENT_AT,LOC0060,2026-07-09 15:44:00,0.94,GEO001609
P00473,PRESENT_AT,LOC0042,2026-08-28 07:40:00,0.91,GEO002583
P00473,PRESENT_AT,LOC0051,2026-05-28 07:31:00,0.92,GEO003868
P00473,PRESENT_AT,LOC0001,2026-02-07 16:54:00,0.7,GEO004678
P00473,PRESENT_AT,LOC0016,2026-05-15 00:30:00,0.94,GEO004802
P00473,PRESENT_AT,LOC0080,2026-08-06 03:55:00,0.99,GEO005288
P00473,MET_WITH,P00164,2026-06-11 21:05:00,0.99,DIG000919
P00473,PRESENT_AT,LOC0177,2026-06-11 21:05:00,0.99,DIG000919
P00473,COMMUNICATED_WITH,P00589,2026-07-16 04:25:00,0.99,DIG002196
P00473,PRESENT_AT,LOC0099,2026-07-13 02:19:00,0.99,DIG002508
P00473,PRESENT_AT,LOC0148,2026-08-27 22:52:00,0.99,DIG003671
P00473,PRESENT_AT,LOC0097,2026-02-05 13:55:00,0.99,DIG004500
P00473,MOVED_WITH,P00043,2026-03-14 02:49:00,0.99,DIG005380
P00473,PRESENT_AT,LOC0108,2026-03-14 02:49:00,0.99,DIG005380
P00473,PRESENT_AT,LOC0159,2026-07-29 13:38:00,0.99,DIG005886
P00473,MENTIONED_WITH,P00528,2026-06-20 19:28:00,0.99,RPT00622
P00473,PRESENT_AT,LOC0132,2026-06-20 19:28:00,0.99,RPT00622
P00473,OWNS_VEHICLE,VEH00261,2026-06-20 19:28:00,0.99,RPT00622
P00474,USES_PHONE,PH00520,,1.0,phones.csv
P00474,USES_PHONE,PH00520,2026-03-19 14:14:00,0.99,RPT01074
P00474,OWNS_ACCOUNT,ACC00677,,1.0,accounts.csv
P00474,OWNS_ACCOUNT,ACC00677,2026-03-19 14:14:00,0.99,RPT01074
P00474,PRESENT_AT,LOC0142,2026-03-13 00:21:00,0.75,GEO000473
P00474,PRESENT_AT,LOC0173,2026-08-29 11:08:00,0.95,GEO001667
P00474,PRESENT_AT,LOC0082,2026-04-07 01:40:00,0.7,GEO002346
P00474,PRESENT_AT,LOC0123,2026-07-26 21:10:00,0.75,GEO004985
P00474,PRESENT_AT,LOC0035,2026-02-14 07:50:00,0.85,GEO005509
P00474,PRESENT_AT,LOC0122,2026-03-22 00:47:00,0.99,DIG000539
P00474,PRESENT_AT,LOC0083,2026-08-16 18:45:00,0.99,DIG001177
P00474,PRESENT_AT,LOC0110,2026-04-27 10:39:00,0.99,DIG001213
P00474,PRESENT_AT,LOC0094,2026-05-10 19:44:00,0.99,DIG001244
P00474,PRESENT_AT,LOC0115,2026-08-17 20:46:00,0.99,DIG001339
P00474,PRESENT_AT,LOC0098,2026-01-27 04:29:00,0.99,DIG001857
P00474,COMMUNICATED_WITH,P00272,2026-04-21 13:57:00,0.99,DIG002420
P00474,PRESENT_AT,LOC0162,2026-04-21 13:57:00,0.99,DIG002420
P00474,COMMUNICATED_WITH,P00795,2026-07-11 00:21:00,0.99,DIG002921
P00474,PRESENT_AT,LOC0052,2026-07-11 00:21:00,0.99,DIG002921
P00474,MET_WITH,P00722,2026-07-26 13:27:00,0.99,DIG003174
P00474,PRESENT_AT,LOC0158,2026-07-26 13:27:00,0.99,DIG003174
P00474,PRESENT_AT,LOC0057,2026-08-29 03:26:00,0.99,DIG003207
P00474,PRESENT_AT,LOC0020,2026-01-09 09:32:00,0.99,DIG003979
P00474,PRESENT_AT,LOC0137,2026-02-24 23:27:00,0.99,DIG004494
P00474,PRESENT_AT,LOC0150,2026-03-05 08:18:00,0.99,DIG004581
P00474,PRESENT_AT,LOC0153,2026-01-03 08:58:00,0.99,DIG004670
P00474,PRESENT_AT,LOC0174,2026-05-29 13:51:00,0.99,DIG005315
P00474,PRESENT_AT,LOC0107,2026-03-06 11:22:00,0.99,RPT00416
P00474,PRESENT_AT,LOC0065,2026-06-16 03:15:00,0.99,RPT00521
P00474,PRESENT_AT,LOC0026,2026-01-08 13:41:00,0.99,RPT01021
P00474,MENTIONED_WITH,P00397,2026-03-19 14:14:00,0.99,RPT01074
P00474,PRESENT_AT,LOC0077,2026-03-19 14:14:00,0.99,RPT01074
P00474,OWNS_VEHICLE,VEH00307,2026-03-19 14:14:00,0.99,RPT01074
P00475,USES_PHONE,PH00920,,1.0,phones.csv
P00475,USES_PHONE,PH00920,2026-04-30 03:20:00,0.99,RPT00090
P00475,OWNS_ACCOUNT,ACC01165,,1.0,accounts.csv
P00475,OWNS_ACCOUNT,ACC01165,2026-04-30 03:20:00,0.99,RPT00090
P00475,OWNS_VEHICLE,VEH00134,,1.0,vehicles.csv
P00475,PRESENT_AT,LOC0023,2026-04-05 16:03:00,0.77,GEO000817
P00475,PRESENT_AT,LOC0117,2026-01-16 21:28:00,0.68,GEO003981
P00475,PRESENT_AT,LOC0112,2026-04-20 18:53:00,0.79,GEO004361
P00475,PRESENT_AT,LOC0109,2026-03-24 07:56:00,0.77,GEO004789
P00475,PRESENT_AT,LOC0021,2026-07-22 19:36:00,0.98,GEO004964
P00475,MET_WITH,P00964,2026-01-15 09:48:00,0.99,DIG000751
P00475,PRESENT_AT,LOC0052,2026-01-15 09:48:00,0.99,DIG000751
P00475,PRESENT_AT,LOC0099,2026-01-18 20:15:00,0.99,DIG000980
P00475,PRESENT_AT,LOC0145,2026-08-28 12:24:00,0.99,DIG001961
P00475,PRESENT_AT,LOC0064,2026-01-05 10:01:00,0.99,DIG002696
P00475,PRESENT_AT,LOC0140,2026-04-14 08:13:00,0.99,DIG003127
P00475,TRANSFERRED_TO,P00457,2026-08-02 19:54:00,0.99,DIG003871
P00475,PRESENT_AT,LOC0085,2026-08-02 19:54:00,0.99,DIG003871
P00475,PRESENT_AT,LOC0045,2026-06-15 00:52:00,0.99,DIG004097
P00475,MET_WITH,P00510,2026-01-12 15:57:00,0.99,DIG005158
P00475,PRESENT_AT,LOC0132,2026-01-12 15:57:00,0.99,DIG005158
P00475,PRESENT_AT,LOC0001,2026-03-31 20:21:00,0.99,DIG005267
P00475,TRANSFERRED_TO,P00222,2026-04-24 04:21:00,0.99,DIG005413
P00475,PRESENT_AT,LOC0177,2026-04-24 04:21:00,0.99,DIG005413
P00475,MENTIONED_WITH,P00896,2026-04-30 03:20:00,0.99,RPT00090
P00475,PRESENT_AT,LOC0019,2026-04-30 03:20:00,0.99,RPT00090
P00475,OWNS_VEHICLE,VEH00245,2026-04-30 03:20:00,0.99,RPT00090
P00476,USES_PHONE,PH00015,,1.0,phones.csv
P00476,USES_PHONE,PH00015,2026-03-08 22:50:00,0.99,RPT00123
P00476,USES_PHONE,PH00161,,1.0,phones.csv
P00476,USES_PHONE,PH00161,2026-06-14 15:22:00,0.99,RPT00247
P00476,OWNS_ACCOUNT,ACC00793,,1.0,accounts.csv
P00476,OWNS_ACCOUNT,ACC00793,2026-03-08 22:50:00,0.99,RPT00123
P00476,OWNS_ACCOUNT,ACC00793,2026-06-14 15:22:00,0.99,RPT00247
P00476,PRESENT_AT,LOC0140,2026-01-21 20:18:00,0.95,GEO003813
P00476,PRESENT_AT,LOC0018,2026-01-03 04:01:00,0.8,GEO003852
P00476,PRESENT_AT,LOC0101,2026-02-07 11:45:00,0.8,GEO005465
P00476,COMMUNICATED_WITH,P00651,2026-04-17 16:15:00,0.99,DIG000115
P00476,PRESENT_AT,LOC0033,2026-04-17 16:15:00,0.99,DIG000115
P00476,PRESENT_AT,LOC0033,2026-03-08 22:50:00,0.99,RPT00123
P00476,COMMUNICATED_WITH,P00761,2026-05-06 21:42:00,0.99,DIG000343
P00476,PRESENT_AT,LOC0116,2026-05-06 21:42:00,0.99,DIG000343
P00476,PRESENT_AT,LOC0022,2026-07-13 19:32:00,0.99,DIG000706
P00476,PRESENT_AT,LOC0022,2026-01-25 02:16:00,0.99,DIG001388
P00476,MET_WITH,P00369,2026-01-18 18:15:00,0.99,DIG001063
P00476,PRESENT_AT,LOC0077,2026-01-18 18:15:00,0.99,DIG001063
P00476,MET_WITH,P00322,2026-04-23 04:50:00,0.99,DIG001223
P00476,PRESENT_AT,LOC0145,2026-04-23 04:50:00,0.99,DIG001223
P00476,MET_WITH,P00921,2026-01-25 02:16:00,0.99,DIG001388
P00476,COMMUNICATED_WITH,P00159,2026-04-01 13:09:00,0.99,DIG001591
P00476,PRESENT_AT,LOC0108,2026-04-01 13:09:00,0.99,DIG001591
