event_id,event_type,subject_person_id,object_person_id,location_id,timestamp,confidence,source_record_id,trigger_word,phones,accounts,vehicles
EVT_DIG001942,communication,P00608,P00319,LOC0147,2026-01-25 22:03:00,0.99,DIG001942,ਸੁਨੇਹਾ ਭੇਜਿਆ,,,
EVT_DIG001943,transfer,P00047,P00648,LOC0094,2026-01-23 12:48:00,0.99,DIG001943,টাকা পাঠিয়েছে,,,
EVT_DIG001944,meeting,P00380,P00533,LOC0125,2026-02-07 13:23:00,0.99,DIG001944,వెళ్లారు,,,
EVT_DIG001945,vehicle_use,P00533,P00497,LOC0018,2026-06-01 16:30:00,0.99,DIG001945,used a vehicle,,,
EVT_DIG001946,meeting,P00857,P00631,LOC0061,2026-01-19 03:37:00,0.99,DIG001946,met,,,
EVT_DIG001947,meeting,P00952,P00459,LOC0079,2026-07-16 01:52:00,0.99,DIG001947,मिला,,,
EVT_DIG001948,meeting,P00731,P00111,LOC0106,2026-02-10 15:03:00,0.99,DIG001948,ಭೇಟಿ ನೀಡಿದರು,,,
EVT_DIG001949,movement,P00653,P00237,LOC0171,2026-02-15 05:19:00,0.99,DIG001949,স্থান ভাগ করেছে,,,
EVT_DIG001950,movement,P00303,P00963,LOC0052,2026-07-22 07:07:00,0.99,DIG001950,இடத்தை பகிர்ந்தார்,,,
EVT_DIG001951,meeting,P00233,P00204,LOC0036,2026-04-27 09:28:00,0.99,DIG001951,મળ્યા,,,
EVT_DIG001952,communication,P00819,P00894,LOC0032,2026-02-25 07:33:00,0.99,DIG001952,தொடர்பு கொண்டார்,,,
EVT_DIG001953,communication,P00381,P00354,LOC0105,2026-07-13 07:39:00,0.99,DIG001953,فون کیا,,,
EVT_DIG001954,communication,P00810,P00610,LOC0162,2026-06-22 21:58:00,0.99,DIG001954,پیغام بھیجا,,,
EVT_DIG001955,communication,P00388,P00032,LOC0012,2026-04-07 17:56:00,0.99,DIG001955,संदेश भेजा,,,
EVT_DIG001956,communication,P00796,P00034,LOC0161,2026-05-15 08:41:00,0.99,DIG001956,വിളിച്ചു,,,
EVT_DIG001957,meeting,P00286,P00676,LOC0112,2026-02-01 21:48:00,0.99,DIG001957,দেখা করেছে,,,
EVT_DIG001958,communication,P00756,P00745,LOC0164,2026-03-23 15:25:00,0.99,DIG001958,ਫੋਨ ਕੀਤਾ,,,
EVT_DIG001959,meeting,P00465,P00024,LOC0062,2026-05-31 14:25:00,0.99,DIG001959,వెళ్లారు,,,
EVT_DIG001960,communication,P00661,P00492,LOC0029,2026-02-14 00:25:00,0.99,DIG001960,फोन केला,,,
EVT_DIG001961,transfer,P00853,P00475,LOC0145,2026-08-28 12:24:00,0.99,DIG001961,টাকা পাঠিয়েছে,,,
EVT_DIG001962,transfer,P00758,P00805,LOC0069,2026-07-17 03:43:00,0.99,DIG001962,رقم منتقل کی,,,
EVT_DIG001963,communication,P00364,P00362,LOC0058,2026-08-27 00:36:00,0.99,DIG001963,संदेश भेजा,,,
EVT_DIG001964,movement,P00243,P00960,LOC0107,2026-02-01 02:32:00,0.99,DIG001964,स्थान साझा किया,,,
EVT_DIG001965,meeting,P00829,P00615,LOC0110,2026-03-30 21:51:00,0.99,DIG001965,ملاقات کی,,,
EVT_DIG001966,communication,P00690,P00303,LOC0010,2026-02-07 18:41:00,0.99,DIG001966,फोन किया,,,
EVT_DIG001967,communication,P00046,P00080,LOC0162,2026-02-01 00:59:00,0.99,DIG001967,அழைத்தார்,,,
EVT_DIG001968,communication,P00379,P00521,LOC0167,2026-04-04 18:38:00,0.99,DIG001968,സന്ദേശം അയച്ചു,,,
EVT_DIG001969,transfer,P00697,P00188,LOC0139,2026-07-27 21:49:00,0.99,DIG001969,ਪੈਸੇ ਭੇਜੇ,,,
EVT_DIG001970,movement,P00881,P00558,LOC0125,2026-07-22 19:30:00,0.99,DIG001970,مقام شیئر کیا,,,
EVT_DIG001971,movement,P00986,P00830,LOC0101,2026-05-22 07:10:00,0.99,DIG001971,స్థానం పంచుకున్నారు,,,
EVT_DIG001972,movement,P00843,P00561,LOC0096,2026-07-10 05:37:00,0.99,DIG001972,സ്ഥലം പങ്കിട്ടു,,,
EVT_DIG001973,communication,P00280,P00272,LOC0112,2026-02-14 16:03:00,0.99,DIG001973,വിളിച്ചു,,,
EVT_DIG001974,communication,P00921,P00687,LOC0120,2026-02-12 23:55:00,0.99,DIG001974,செய்தி அனுப்பினார்,,,
EVT_DIG001975,meeting,P00454,P00100,LOC0154,2026-03-13 13:04:00,0.99,DIG001975,சந்தித்தார்,,,
EVT_DIG001976,communication,P00548,P00532,LOC0033,2026-04-24 01:25:00,0.99,DIG001976,ফোন করেছে,,,
EVT_DIG001977,meeting,P00071,P00506,LOC0089,2026-03-28 06:49:00,0.99,DIG001977,भेटला,,,
EVT_DIG001978,transfer,P00272,P00471,LOC0111,2026-03-25 14:54:00,0.99,DIG001978,টাকা পাঠিয়েছে,,,
EVT_DIG001979,movement,P00724,P00607,LOC0137,2026-03-31 03:32:00,0.99,DIG001979,இடத்தை பகிர்ந்தார்,,,
EVT_DIG001980,communication,P00154,P00614,LOC0118,2026-02-05 04:57:00,0.99,DIG001980,సంప్రదించారు,,,
EVT_DIG001981,communication,P00568,P00952,LOC0090,2026-07-15 21:29:00,0.99,DIG001981,پیغام بھیجا,,,
EVT_DIG001982,vehicle_use,P00758,P00837,LOC0125,2026-04-22 19:19:00,0.99,DIG001982,used a vehicle,,,
EVT_DIG001983,meeting,P00194,P00368,LOC0070,2026-07-13 06:51:00,0.99,DIG001983,visited,,,
EVT_DIG001984,transfer,P00609,P00351,LOC0080,2026-01-01 14:24:00,0.99,DIG001984,টাকা পাঠিয়েছে,,,
EVT_DIG001985,communication,P00504,P00866,LOC0119,2026-05-05 14:13:00,0.99,DIG001985,संपर्क केला,,,
EVT_DIG001986,meeting,P00963,P00128,LOC0038,2026-07-13 15:47:00,0.99,DIG001986,ملاقات کی,,,
EVT_DIG001987,communication,P00378,P00064,LOC0070,2026-06-07 00:12:00,0.99,DIG001987,رابطہ کیا,,,
EVT_DIG001988,meeting,P00111,P00899,LOC0048,2026-06-11 22:57:00,0.99,DIG001988,મળ્યા,,,
EVT_DIG001989,movement,P00048,P00531,LOC0034,2026-05-01 03:09:00,0.99,DIG001989,സ്ഥലം പങ്കിട്ടു,,,
EVT_DIG001990,meeting,P00309,P00882,LOC0029,2026-01-22 23:35:00,0.99,DIG001990,met,,,
EVT_DIG001991,communication,P00241,P00369,LOC0058,2026-04-15 09:29:00,0.99,DIG001991,ಕರೆ ಮಾಡಿದರು,,,
EVT_DIG001992,communication,P00099,P00013,LOC0136,2026-07-29 23:46:00,0.99,DIG001992,સંદેશ મોકલ્યો,,,
EVT_DIG001993,meeting,P00740,P00851,LOC0156,2026-07-08 04:18:00,0.99,DIG001993,ਮਿਲਿਆ,,,
EVT_DIG001994,communication,P00769,P00125,LOC0040,2026-05-27 16:08:00,0.99,DIG001994,ফোন করেছে,,,
EVT_DIG001995,movement,P00615,P00491,LOC0099,2026-05-19 17:33:00,0.99,DIG001995,ठिकाण शेअर केले,,,
EVT_DIG001996,meeting,P00236,P00841,LOC0012,2026-07-18 17:03:00,0.99,DIG001996,ملاقات کی,,,
EVT_DIG001997,meeting,P00807,P00355,LOC0177,2026-04-23 00:42:00,0.99,DIG001997,দেখা করেছে,,,
EVT_DIG001998,movement,P00590,P00264,LOC0047,2026-03-16 02:16:00,0.99,DIG001998,இடத்தை பகிர்ந்தார்,,,
EVT_DIG001999,movement,P00426,P00010,LOC0134,2026-05-10 19:11:00,0.99,DIG001999,இடத்தை பகிர்ந்தார்,,,
EVT_DIG002000,communication,P00797,P00807,LOC0008,2026-05-15 08:25:00,0.99,DIG002000,संपर्क केला,,,
EVT_DIG002001,communication,P00429,P00516,LOC0104,2026-07-03 07:25:00,0.99,DIG002001,संपर्क केला,,,
EVT_DIG002002,meeting,P00182,P00561,LOC0033,2026-02-10 13:20:00,0.99,DIG002002,వెళ్లారు,,,
EVT_DIG002003,communication,P00700,P00300,LOC0031,2026-01-23 06:16:00,0.99,DIG002003,رابطہ کیا,,,
EVT_DIG002004,meeting,P00876,P00763,LOC0068,2026-07-21 03:49:00,0.99,DIG002004,भेट दिली,,,
EVT_DIG002005,communication,P00306,P00189,LOC0174,2026-05-12 07:11:00,0.99,DIG002005,సంప్రదించారు,,,
EVT_DIG002006,vehicle_use,P00308,P00540,LOC0049,2026-03-22 02:32:00,0.99,DIG002006,used a vehicle,,,
EVT_DIG002007,meeting,P00311,P00613,LOC0152,2026-03-19 05:22:00,0.99,DIG002007,met,,,
EVT_DIG002008,vehicle_use,P00539,P00180,LOC0091,2026-07-16 21:45:00,0.99,DIG002008,used a vehicle,,,
EVT_DIG002009,communication,P00905,P00940,LOC0063,2026-06-03 21:07:00,0.99,DIG002009,বার্তা পাঠিয়েছে,,,
EVT_DIG002010,communication,P00937,P00249,LOC0125,2026-01-29 11:05:00,0.99,DIG002010,அழைத்தார்,,,
EVT_DIG002011,communication,P00576,P00454,LOC0151,2026-07-20 19:58:00,0.99,DIG002011,پیغام بھیجا,,,
EVT_DIG002012,movement,P00799,P00484,LOC0180,2026-06-12 07:46:00,0.99,DIG002012,స్థానం పంచుకున్నారు,,,
EVT_DIG002013,communication,P00641,P00183,LOC0041,2026-03-18 08:58:00,0.99,DIG002013,સંપર્ક કર્યો,,,
EVT_DIG002014,communication,P00641,P00408,LOC0129,2026-07-11 13:57:00,0.99,DIG002014,ફોન કર્યો,,,
EVT_DIG002015,communication,P00348,P00440,LOC0048,2026-04-28 04:51:00,0.99,DIG002015,ಸಂದೇಶ ಕಳುಹಿಸಿದರು,,,
EVT_DIG002016,meeting,P00919,P00238,LOC0158,2026-03-06 13:02:00,0.99,DIG002016,ಭೇಟಿ ನೀಡಿದರು,,,
EVT_DIG002017,communication,P00129,P00258,LOC0003,2026-04-16 10:27:00,0.99,DIG002017,संदेश भेजा,,,
EVT_DIG002018,meeting,P00034,P00808,LOC0164,2026-06-06 14:51:00,0.99,DIG002018,મુલાકાત લીધી,,,
EVT_DIG002019,movement,P00307,P00492,LOC0112,2026-01-22 19:29:00,0.99,DIG002019,مقام شیئر کیا,,,
EVT_DIG002020,communication,P00826,P00758,LOC0177,2026-03-15 03:33:00,0.99,DIG002020,ఫోన్ చేశారు,,,
EVT_DIG002021,communication,P00937,P00943,LOC0165,2026-01-05 20:25:00,0.99,DIG002021,ਸੰਪਰਕ ਕੀਤਾ,,,
EVT_DIG002022,communication,P00117,P00489,LOC0150,2026-06-19 03:02:00,0.99,DIG002022,ਸੰਪਰਕ ਕੀਤਾ,,,
EVT_DIG002023,communication,P00498,P00650,LOC0014,2026-07-09 13:45:00,0.99,DIG002023,தொடர்பு கொண்டார்,,,
EVT_DIG002024,movement,P00650,P00088,LOC0068,2026-04-02 09:39:00,0.99,DIG002024,સ્થાન શેર કર્યું,,,
EVT_DIG002025,movement,P00908,P00898,LOC0112,2026-07-08 20:58:00,0.99,DIG002025,ಸ್ಥಳ ಹಂಚಿಕೊಂಡರು,,,
EVT_DIG002026,movement,P00845,P00184,LOC0090,2026-02-09 15:11:00,0.99,DIG002026,ಸ್ಥಳ ಹಂಚಿಕೊಂಡರು,,,
EVT_DIG002027,movement,P00683,P00060,LOC0125,2026-01-29 03:33:00,0.99,DIG002027,مقام شیئر کیا,,,
EVT_DIG002028,vehicle_use,P00569,P00320,LOC0155,2026-07-28 20:07:00,0.99,DIG002028,used a vehicle,,,
EVT_DIG002029,communication,P00934,P00587,LOC0084,2026-01-08 21:29:00,0.99,DIG002029,ಕರೆ ಮಾಡಿದರು,,,
EVT_DIG002030,movement,P00740,P00799,LOC0009,2026-02-09 20:59:00,0.99,DIG002030,స్థానం పంచుకున్నారు,,,
EVT_DIG002031,communication,P00068,P00987,LOC0039,2026-03-16 05:58:00,0.99,DIG002031,sent a message to,,,
EVT_DIG002032,meeting,P00650,P00301,LOC0131,2026-01-12 11:46:00,0.99,DIG002032,भेटला,,,
EVT_DIG002033,movement,P00352,P00896,LOC0099,2026-04-29 20:00:00,0.99,DIG002033,स्थान साझा किया,,,
EVT_DIG002034,transfer,P00286,P00795,LOC0035,2026-06-09 18:17:00,0.99,DIG002034,નાણાં મોકલ્યાં,,,
EVT_DIG002035,transfer,P00176,P00982,LOC0065,2026-07-18 10:59:00,0.99,DIG002035,డబ్బు పంపారు,,,
EVT_DIG002036,transfer,P00090,P00541,LOC0037,2026-01-10 16:11:00,0.99,DIG002036,transferred funds to,,,
EVT_DIG002037,meeting,P00301,P00793,LOC0109,2026-04-04 02:58:00,0.99,DIG002037,കണ്ടുമുട്ടി,,,
EVT_DIG002038,transfer,P00132,P00888,LOC0108,2026-03-13 20:32:00,0.99,DIG002038,ಹಣ ಕಳುಹಿಸಿದರು,,,
EVT_DIG002039,movement,P00733,P00025,LOC0035,2026-04-02 04:23:00,0.99,DIG002039,స్థానం పంచుకున్నారు,,,
EVT_DIG002040,movement,P00354,P00821,LOC0058,2026-07-16 03:01:00,0.99,DIG002040,இடத்தை பகிர்ந்தார்,,,
EVT_DIG002041,meeting,P00714,P00512,LOC0017,2026-04-27 14:22:00,0.99,DIG002041,मिला,,,
EVT_DIG002042,movement,P00799,P00434,LOC0078,2026-03-08 10:21:00,0.99,DIG002042,இடத்தை பகிர்ந்தார்,,,
EVT_DIG002043,communication,P00674,P00270,LOC0137,2026-06-06 03:13:00,0.99,DIG002043,संदेश भेजा,,,
EVT_DIG002044,meeting,P00369,P00747,LOC0067,2026-06-22 11:47:00,0.99,DIG002044,കണ്ടുമുട്ടി,,,
EVT_DIG002045,communication,P00673,P00030,LOC0174,2026-06-21 20:39:00,0.99,DIG002045,संपर्क किया,,,
EVT_DIG002046,movement,P00498,P00504,LOC0179,2026-02-11 22:03:00,0.99,DIG002046,സ്ഥലം പങ്കിട്ടു,,,
EVT_DIG002047,meeting,P00428,P00264,LOC0090,2026-01-18 04:36:00,0.99,DIG002047,મુલાકાત લીધી,,,
EVT_DIG002048,transfer,P00408,P00521,LOC0165,2026-08-24 10:25:00,0.99,DIG002048,رقم منتقل کی,,,
EVT_DIG002049,communication,P00581,P00905,LOC0104,2026-08-30 16:26:00,0.99,DIG002049,સંપર્ક કર્યો,,,
EVT_DIG002050,transfer,P00654,P00433,LOC0090,2026-03-28 22:33:00,0.99,DIG002050,पैसे पाठवले,,,
EVT_DIG002051,meeting,P00364,P00346,LOC0073,2026-05-27 18:43:00,0.99,DIG002051,दौरा किया,,,
EVT_DIG002052,movement,P00448,P00272,LOC0025,2026-08-10 02:07:00,0.99,DIG002052,స్థానం పంచుకున్నారు,,,
EVT_DIG002053,vehicle_use,P00478,P00306,LOC0041,2026-01-28 19:09:00,0.99,DIG002053,used a vehicle,,,
EVT_DIG002054,meeting,P00859,P00832,LOC0099,2026-07-27 15:33:00,0.99,DIG002054,ਮਿਲਿਆ,,,
EVT_DIG002055,communication,P00220,P00827,LOC0123,2026-02-09 17:09:00,0.99,DIG002055,संदेश पाठवला,,,
EVT_DIG002056,meeting,P00036,P00955,LOC0134,2026-05-20 17:02:00,0.99,DIG002056,சந்தித்தார்,,,
EVT_DIG002057,communication,P00623,P00139,LOC0132,2026-03-14 09:59:00,0.99,DIG002057,फोन केला,,,
EVT_DIG002058,meeting,P00033,P00729,LOC0071,2026-08-10 04:59:00,0.99,DIG002058,भेट दिली,,,
EVT_DIG002059,movement,P00208,P00908,LOC0077,2026-05-23 10:56:00,0.99,DIG002059,ठिकाण शेअर केले,,,
EVT_DIG002060,meeting,P00173,P00924,LOC0016,2026-08-29 22:29:00,0.99,DIG002060,भेटला,,,
EVT_DIG002061,communication,P00818,P00606,LOC0154,2026-02-01 13:12:00,0.99,DIG002061,സന്ദേശം അയച്ചു,,,
EVT_DIG002062,communication,P00623,P00392,LOC0012,2026-01-10 03:34:00,0.99,DIG002062,contacted,,,
EVT_DIG002063,movement,P00196,P00649,LOC0057,2026-08-22 07:58:00,0.99,DIG002063,ಸ್ಥಳ ಹಂಚಿಕೊಂಡರು,,,
EVT_DIG002064,communication,P00007,P00878,LOC0178,2026-01-14 18:04:00,0.99,DIG002064,സന്ദേശം അയച്ചു,,,
EVT_DIG002065,communication,P00385,P00595,LOC0023,2026-06-18 19:42:00,0.99,DIG002065,ਸੰਪਰਕ ਕੀਤਾ,,,
EVT_DIG002066,movement,P00837,P00010,LOC0062,2026-01-08 02:26:00,0.99,DIG002066,స్థానం పంచుకున్నారు,,,
EVT_DIG002067,meeting,P00478,P00943,LOC0121,2026-03-02 03:30:00,0.99,DIG002067,സന്ദർശിച്ചു,,,
EVT_DIG002068,meeting,P00192,P00638,LOC0034,2026-03-19 19:04:00,0.99,DIG002068,دورہ کیا,,,
EVT_DIG002069,transfer,P00344,P00160,LOC0044,2026-08-01 18:42:00,0.99,DIG002069,డబ్బు పంపారు,,,
EVT_DIG002070,transfer,P00775,P00063,LOC0100,2026-02-11 00:55:00,0.99,DIG002070,رقم منتقل کی,,,
EVT_DIG002071,meeting,P00658,P00353,LOC0159,2026-06-27 19:02:00,0.99,DIG002071,സന്ദർശിച്ചു,,,
EVT_DIG002072,meeting,P00132,P00080,LOC0112,2026-08-07 03:21:00,0.99,DIG002072,ಭೇಟಿಯಾದರು,,,
EVT_DIG002073,vehicle_use,P00139,P00314,LOC0071,2026-02-14 08:04:00,0.99,DIG002073,used a vehicle,,,
EVT_DIG002074,communication,P00523,P00267,LOC0103,2026-01-22 12:35:00,0.99,DIG002074,సంప్రదించారు,,,
EVT_DIG002075,movement,P00413,P00539,LOC0015,2026-07-02 21:21:00,0.99,DIG002075,இடத்தை பகிர்ந்தார்,,,
EVT_DIG002076,meeting,P00875,P00208,LOC0042,2026-05-26 18:02:00,0.99,DIG002076,സന്ദർശിച്ചു,,,
EVT_DIG002077,meeting,P00590,P00765,LOC0123,2026-07-15 04:25:00,0.99,DIG002077,পরিদর্শন করেছে,,,
EVT_DIG002078,transfer,P00163,P00096,LOC0034,2026-01-17 09:43:00,0.99,DIG002078,డబ్బు పంపారు,,,
EVT_DIG002079,communication,P00223,P00937,LOC0048,2026-08-19 20:49:00,0.99,DIG002079,پیغام بھیجا,,,
EVT_DIG002080,vehicle_use,P00030,P00476,LOC0028,2026-07-06 20:57:00,0.99,DIG002080,used a vehicle,,,
EVT_DIG002081,meeting,P00576,P00362,LOC0103,2026-02-28 20:13:00,0.99,DIG002081,visited,,,
EVT_DIG002082,movement,P00666,P00031,LOC0031,2026-01-29 13:18:00,0.99,DIG002082,स्थान साझा किया,,,
EVT_DIG002083,meeting,P00236,P00247,LOC0149,2026-04-04 14:06:00,0.99,DIG002083,મળ્યા,,,
EVT_DIG002084,movement,P00269,P00118,LOC0129,2026-01-31 12:52:00,0.99,DIG002084,இடத்தை பகிர்ந்தார்,,,
EVT_DIG002085,communication,P00779,P00486,LOC0028,2026-03-11 04:14:00,0.99,DIG002085,ફોન કર્યો,,,
EVT_DIG002086,vehicle_use,P00573,P00332,LOC0009,2026-03-17 14:04:00,0.99,DIG002086,वाहन का उपयोग किया,,,
EVT_DIG002087,communication,P00679,P00198,LOC0046,2026-01-31 16:27:00,0.99,DIG002087,ફોન કર્યો,,,
EVT_DIG002088,meeting,P00326,P00234,LOC0178,2026-01-15 02:01:00,0.99,DIG002088,visited,,,
EVT_DIG002089,meeting,P00090,P00229,LOC0150,2026-06-04 08:45:00,0.99,DIG002089,भेटला,,,
EVT_DIG002090,communication,P00043,P00288,LOC0059,2026-08-10 00:56:00,0.99,DIG002090,फोन किया,,,
EVT_DIG002091,communication,P00870,P00776,LOC0079,2026-04-03 18:25:00,0.99,DIG002091,رابطہ کیا,,,
EVT_DIG002092,meeting,P00738,P00350,LOC0089,2026-04-01 06:48:00,0.99,DIG002092,ಭೇಟಿಯಾದರು,,,
EVT_DIG002093,transfer,P00846,P00725,LOC0020,2026-07-31 18:30:00,0.99,DIG002093,transferred funds to,,,
EVT_DIG002094,communication,P00542,P00624,LOC0059,2026-04-01 23:39:00,0.99,DIG002094,فون کیا,,,
EVT_DIG002095,meeting,P00237,P00315,LOC0140,2026-04-16 02:50:00,0.99,DIG002095,వెళ్లారు,,,
EVT_DIG002096,communication,P00338,P00753,LOC0146,2026-07-03 12:31:00,0.99,DIG002096,ફોન કર્યો,,,
EVT_DIG002097,communication,P00764,P00754,LOC0056,2026-07-14 02:54:00,0.99,DIG002097,ബന്ധപ്പെട്ടു,,,
EVT_DIG002098,transfer,P00884,P00315,LOC0154,2026-03-01 18:17:00,0.99,DIG002098,નાણાં મોકલ્યાં,,,
EVT_DIG002099,meeting,P00693,P00488,LOC0001,2026-05-19 13:23:00,0.99,DIG002099,ಭೇಟಿ ನೀಡಿದರು,,,
EVT_DIG002100,communication,P00658,P00543,LOC0020,2026-06-12 04:17:00,0.99,DIG002100,સંપર્ક કર્યો,,,
EVT_DIG002101,communication,P00605,P00164,LOC0102,2026-06-01 19:47:00,0.99,DIG002101,വിളിച്ചു,,,
EVT_DIG002102,communication,P00890,P00730,LOC0139,2026-04-16 20:28:00,0.99,DIG002102,संपर्क केला,,,
EVT_DIG002103,communication,P00035,P00358,LOC0139,2026-04-12 10:48:00,0.99,DIG002103,ਸੁਨੇਹਾ ਭੇਜਿਆ,,,
EVT_DIG002104,transfer,P00819,P00754,LOC0140,2026-02-24 17:20:00,0.99,DIG002104,பணம் அனுப்பினார்,,,
EVT_DIG002105,movement,P00486,P00907,LOC0180,2026-05-14 10:34:00,0.99,DIG002105,ਸਥਾਨ ਸਾਂਝਾ ਕੀਤਾ,,,
EVT_DIG002106,movement,P00174,P00282,LOC0112,2026-07-21 10:38:00,0.99,DIG002106,स्थान साझा किया,,,
EVT_DIG002107,communication,P00577,P00188,LOC0029,2026-08-19 01:50:00,0.99,DIG002107,संदेश पाठवला,,,
EVT_DIG002108,communication,P00637,P00470,LOC0008,2026-05-06 15:23:00,0.99,DIG002108,پیغام بھیجا,,,
EVT_DIG002109,communication,P00084,P00550,LOC0092,2026-02-10 07:56:00,0.99,DIG002109,যোগাযোগ করেছে,,,
EVT_DIG002110,meeting,P00895,P00616,LOC0003,2026-07-06 18:45:00,0.99,DIG002110,भेट दिली,,,
EVT_DIG002111,communication,P00387,P00423,LOC0173,2026-01-13 03:54:00,0.99,DIG002111,संदेश पाठवला,,,
EVT_DIG002112,communication,P00502,P00536,LOC0134,2026-05-23 06:55:00,0.99,DIG002112,contacted,,,
EVT_DIG002113,communication,P00481,P00055,LOC0168,2026-06-23 16:32:00,0.99,DIG002113,ബന്ധപ്പെട്ടു,,,
EVT_DIG002114,meeting,P00600,P00097,LOC0103,2026-06-11 04:20:00,0.99,DIG002114,met,,,
EVT_DIG002115,communication,P00082,P00472,LOC0067,2026-02-18 23:33:00,0.99,DIG002115,संदेश भेजा,,,
EVT_DIG002116,meeting,P00029,P00337,LOC0053,2026-05-26 20:08:00,0.99,DIG002116,भेटला,,,
EVT_DIG002117,communication,P00755,P00553,LOC0077,2026-04-17 08:34:00,0.99,DIG002117,સંદેશ મોકલ્યો,,,
EVT_DIG002118,movement,P00707,P00643,LOC0042,2026-03-16 21:07:00,0.99,DIG002118,ਸਥਾਨ ਸਾਂਝਾ ਕੀਤਾ,,,
EVT_DIG002119,meeting,P00519,P00233,LOC0021,2026-03-15 07:26:00,0.99,DIG002119,મુલાકાત લીધી,,,
EVT_DIG002120,movement,P00561,P00018,LOC0083,2026-04-08 15:46:00,0.99,DIG002120,স্থান ভাগ করেছে,,,
EVT_DIG002121,communication,P00647,P00314,LOC0031,2026-08-07 17:13:00,0.99,DIG002121,ಕರೆ ಮಾಡಿದರು,,,
EVT_DIG002122,movement,P00637,P00008,LOC0025,2026-04-19 02:46:00,0.99,DIG002122,இடத்தை பகிர்ந்தார்,,,
EVT_DIG002123,meeting,P00673,P00757,LOC0027,2026-05-22 13:51:00,0.99,DIG002123,મળ્યા,,,
EVT_DIG002124,meeting,P00086,P00039,LOC0158,2026-03-03 21:39:00,0.99,DIG002124,వెళ్లారు,,,
EVT_DIG002125,communication,P00189,P00700,LOC0061,2026-06-20 12:45:00,0.99,DIG002125,ਸੰਪਰਕ ਕੀਤਾ,,,
EVT_DIG002126,movement,P00453,P00835,LOC0125,2026-06-18 22:51:00,0.99,DIG002126,இடத்தை பகிர்ந்தார்,,,
EVT_DIG002127,meeting,P00910,P00620,LOC0124,2026-08-06 23:38:00,0.99,DIG002127,ಭೇಟಿಯಾದರು,,,
EVT_DIG002128,communication,P00207,P00339,LOC0165,2026-03-03 12:07:00,0.99,DIG002128,ಸಂದೇಶ ಕಳುಹಿಸಿದರು,,,
EVT_DIG002129,communication,P00707,P00785,LOC0165,2026-08-02 02:24:00,0.99,DIG002129,ਸੰਪਰਕ ਕੀਤਾ,,,
EVT_DIG002130,movement,P00396,P00505,LOC0049,2026-06-18 23:13:00,0.99,DIG002130,ಸ್ಥಳ ಹಂಚಿಕೊಂಡರು,,,
EVT_DIG002131,communication,P00797,P00645,LOC0137,2026-02-09 08:01:00,0.99,DIG002131,ബന്ധപ്പെട്ടു,,,
EVT_DIG002132,meeting,P00018,P00634,LOC0180,2026-03-05 13:39:00,0.99,DIG002132,ملاقات کی,,,
EVT_DIG002133,meeting,P00987,P00991,LOC0076,2026-02-01 02:03:00,0.99,DIG002133,സന്ദർശിച്ചു,,,
EVT_DIG002134,movement,P00172,P00987,LOC0126,2026-05-07 12:41:00,0.99,DIG002134,ಸ್ಥಳ ಹಂಚಿಕೊಂಡರು,,,
EVT_DIG002135,meeting,P00011,P00148,LOC0026,2026-01-21 23:17:00,0.99,DIG002135,ملاقات کی,,,
EVT_DIG002136,communication,P00153,P00084,LOC0054,2026-03-25 09:33:00,0.99,DIG002136,సంప్రదించారు,,,
EVT_DIG002137,movement,P00074,P00965,LOC0143,2026-05-17 18:54:00,0.99,DIG002137,ठिकाण शेअर केले,,,
EVT_DIG002138,movement,P00699,P00119,LOC0151,2026-08-01 21:49:00,0.99,DIG002138,स्थान साझा किया,,,
EVT_DIG002139,meeting,P00017,P00909,LOC0060,2026-06-05 12:52:00,0.99,DIG002139,भेट दिली,,,
EVT_DIG002140,transfer,P00242,P00565,LOC0091,2026-05-19 05:14:00,0.99,DIG002140,డబ్బు పంపారు,,,
EVT_DIG002141,communication,P00353,P00119,LOC0003,2026-07-08 05:39:00,0.99,DIG002141,فون کیا,,,
EVT_DIG002142,movement,P00312,P00295,LOC0034,2026-08-09 06:49:00,0.99,DIG002142,مقام شیئر کیا,,,
EVT_DIG002143,movement,P00098,P00220,LOC0059,2026-02-05 16:11:00,0.99,DIG002143,இடத்தை பகிர்ந்தார்,,,
EVT_DIG002144,meeting,P00879,P00264,LOC0046,2026-07-20 00:46:00,0.99,DIG002144,भेटला,,,
EVT_DIG002145,meeting,P00357,P00814,LOC0030,2026-05-23 15:00:00,0.99,DIG002145,visited,,,
EVT_DIG002146,transfer,P00529,P00880,LOC0062,2026-05-20 08:18:00,0.99,DIG002146,টাকা পাঠিয়েছে,,,
EVT_DIG002147,movement,P00666,P00788,LOC0165,2026-01-15 14:34:00,0.99,DIG002147,ਸਥਾਨ ਸਾਂਝਾ ਕੀਤਾ,,,
EVT_DIG002148,communication,P00317,P00377,LOC0031,2026-02-21 09:38:00,0.99,DIG002148,संदेश भेजा,,,
EVT_DIG002149,communication,P00523,P00115,LOC0139,2026-01-12 18:24:00,0.99,DIG002149,called,,,
EVT_DIG002150,transfer,P00612,P00454,LOC0139,2026-06-02 15:21:00,0.99,DIG002150,धन भेजा,,,
EVT_DIG002151,movement,P00608,P00195,LOC0157,2026-01-29 13:56:00,0.99,DIG002151,સ્થાન શેર કર્યું,,,
