head,relation,tail,timestamp,confidence,source_id,event_type
P00279,TRANSFERRED_TO,P00535,2026-06-30 16:37:00,0.99,DIG001156,transfer
P00279,PRESENT_AT,LOC0127,2026-06-30 16:37:00,0.99,DIG001156,transfer
P00535,PRESENT_AT,LOC0127,2026-06-30 16:37:00,0.99,DIG001156,transfer
P00566,COMMUNICATED_WITH,P00945,2026-06-08 06:10:00,0.99,DIG001157,communication
P00566,PRESENT_AT,LOC0097,2026-06-08 06:10:00,0.99,DIG001157,communication
P00945,PRESENT_AT,LOC0097,2026-06-08 06:10:00,0.99,DIG001157,communication
P00383,MOVED_WITH,P00128,2026-03-27 11:05:00,0.99,DIG001158,movement
P00383,PRESENT_AT,LOC0040,2026-03-27 11:05:00,0.99,DIG001158,movement
P00128,PRESENT_AT,LOC0040,2026-03-27 11:05:00,0.99,DIG001158,movement
P00491,COMMUNICATED_WITH,P00050,2026-04-08 10:59:00,0.99,DIG001159,communication
P00491,PRESENT_AT,LOC0163,2026-04-08 10:59:00,0.99,DIG001159,communication
P00050,PRESENT_AT,LOC0163,2026-04-08 10:59:00,0.99,DIG001159,communication
P00856,MOVED_WITH,P00688,2026-06-18 08:19:00,0.99,DIG001160,movement
P00856,PRESENT_AT,LOC0148,2026-06-18 08:19:00,0.99,DIG001160,movement
P00688,PRESENT_AT,LOC0148,2026-06-18 08:19:00,0.99,DIG001160,movement
P00539,MET_WITH,P00545,2026-07-13 20:15:00,0.99,DIG001161,meeting
P00539,PRESENT_AT,LOC0127,2026-07-13 20:15:00,0.99,DIG001161,meeting
P00545,PRESENT_AT,LOC0127,2026-07-13 20:15:00,0.99,DIG001161,meeting
P00584,TRANSFERRED_TO,P00644,2026-07-11 06:47:00,0.99,DIG001162,transfer
P00584,PRESENT_AT,LOC0138,2026-07-11 06:47:00,0.99,DIG001162,transfer
P00644,PRESENT_AT,LOC0138,2026-07-11 06:47:00,0.99,DIG001162,transfer
P00533,MOVED_WITH,P00819,2026-08-13 06:13:00,0.99,DIG001163,movement
P00533,PRESENT_AT,LOC0101,2026-08-13 06:13:00,0.99,DIG001163,movement
P00819,PRESENT_AT,LOC0101,2026-08-13 06:13:00,0.99,DIG001163,movement
P00803,COMMUNICATED_WITH,P00355,2026-05-29 13:30:00,0.99,DIG001164,communication
P00803,PRESENT_AT,LOC0065,2026-05-29 13:30:00,0.99,DIG001164,communication
P00355,PRESENT_AT,LOC0065,2026-05-29 13:30:00,0.99,DIG001164,communication
P00604,MET_WITH,P00452,2026-01-01 21:43:00,0.99,DIG001165,meeting
P00604,PRESENT_AT,LOC0043,2026-01-01 21:43:00,0.99,DIG001165,meeting
P00452,PRESENT_AT,LOC0043,2026-01-01 21:43:00,0.99,DIG001165,meeting
P00226,TRANSFERRED_TO,P00667,2026-05-15 17:44:00,0.99,DIG001166,transfer
P00226,PRESENT_AT,LOC0101,2026-05-15 17:44:00,0.99,DIG001166,transfer
P00667,PRESENT_AT,LOC0101,2026-05-15 17:44:00,0.99,DIG001166,transfer
P00295,COMMUNICATED_WITH,P00106,2026-06-05 20:29:00,0.99,DIG001167,communication
P00295,PRESENT_AT,LOC0126,2026-06-05 20:29:00,0.99,DIG001167,communication
P00106,PRESENT_AT,LOC0126,2026-06-05 20:29:00,0.99,DIG001167,communication
P00366,MOVED_WITH,P00637,2026-02-14 00:55:00,0.99,DIG001168,movement
P00366,PRESENT_AT,LOC0081,2026-02-14 00:55:00,0.99,DIG001168,movement
P00637,PRESENT_AT,LOC0081,2026-02-14 00:55:00,0.99,DIG001168,movement
P00479,USED_VEHICLE_WITH,P00264,2026-04-21 06:54:00,0.99,DIG001169,vehicle_use
P00479,PRESENT_AT,LOC0030,2026-04-21 06:54:00,0.99,DIG001169,vehicle_use
P00264,PRESENT_AT,LOC0030,2026-04-21 06:54:00,0.99,DIG001169,vehicle_use
P00963,MET_WITH,P00328,2026-03-04 06:54:00,0.99,DIG001170,meeting
P00963,PRESENT_AT,LOC0073,2026-03-04 06:54:00,0.99,DIG001170,meeting
P00328,PRESENT_AT,LOC0073,2026-03-04 06:54:00,0.99,DIG001170,meeting
P00225,COMMUNICATED_WITH,P00721,2026-06-10 11:10:00,0.99,DIG001171,communication
P00225,PRESENT_AT,LOC0150,2026-06-10 11:10:00,0.99,DIG001171,communication
P00721,PRESENT_AT,LOC0150,2026-06-10 11:10:00,0.99,DIG001171,communication
P00357,TRANSFERRED_TO,P00689,2026-08-21 06:44:00,0.99,DIG001172,transfer
P00357,PRESENT_AT,LOC0066,2026-08-21 06:44:00,0.99,DIG001172,transfer
P00689,PRESENT_AT,LOC0066,2026-08-21 06:44:00,0.99,DIG001172,transfer
P00251,TRANSFERRED_TO,P00512,2026-01-06 08:34:00,0.99,DIG001173,transfer
P00251,PRESENT_AT,LOC0116,2026-01-06 08:34:00,0.99,DIG001173,transfer
P00512,PRESENT_AT,LOC0116,2026-01-06 08:34:00,0.99,DIG001173,transfer
P00237,MET_WITH,P00956,2026-06-04 01:27:00,0.99,DIG001174,meeting
P00237,PRESENT_AT,LOC0070,2026-06-04 01:27:00,0.99,DIG001174,meeting
P00956,PRESENT_AT,LOC0070,2026-06-04 01:27:00,0.99,DIG001174,meeting
P00258,MOVED_WITH,P00326,2026-04-01 16:09:00,0.99,DIG001175,movement
P00258,PRESENT_AT,LOC0092,2026-04-01 16:09:00,0.99,DIG001175,movement
P00326,PRESENT_AT,LOC0092,2026-04-01 16:09:00,0.99,DIG001175,movement
P00397,MET_WITH,P00587,2026-02-07 01:34:00,0.99,DIG001176,meeting
P00397,PRESENT_AT,LOC0036,2026-02-07 01:34:00,0.99,DIG001176,meeting
P00587,PRESENT_AT,LOC0036,2026-02-07 01:34:00,0.99,DIG001176,meeting
P00496,MOVED_WITH,P00474,2026-08-16 18:45:00,0.99,DIG001177,movement
P00496,PRESENT_AT,LOC0083,2026-08-16 18:45:00,0.99,DIG001177,movement
P00474,PRESENT_AT,LOC0083,2026-08-16 18:45:00,0.99,DIG001177,movement
P00551,COMMUNICATED_WITH,P00120,2026-05-19 12:17:00,0.99,DIG001178,communication
P00551,PRESENT_AT,LOC0043,2026-05-19 12:17:00,0.99,DIG001178,communication
P00120,PRESENT_AT,LOC0043,2026-05-19 12:17:00,0.99,DIG001178,communication
P00368,MET_WITH,P00242,2026-01-10 13:33:00,0.99,DIG001179,meeting
P00368,PRESENT_AT,LOC0082,2026-01-10 13:33:00,0.99,DIG001179,meeting
P00242,PRESENT_AT,LOC0082,2026-01-10 13:33:00,0.99,DIG001179,meeting
P00914,MET_WITH,P00467,2026-08-19 20:49:00,0.99,DIG001180,meeting
P00914,PRESENT_AT,LOC0130,2026-08-19 20:49:00,0.99,DIG001180,meeting
P00467,PRESENT_AT,LOC0130,2026-08-19 20:49:00,0.99,DIG001180,meeting
P00653,MET_WITH,P00074,2026-03-22 14:25:00,0.99,DIG001181,meeting
P00653,PRESENT_AT,LOC0063,2026-03-22 14:25:00,0.99,DIG001181,meeting
P00074,PRESENT_AT,LOC0063,2026-03-22 14:25:00,0.99,DIG001181,meeting
P00893,COMMUNICATED_WITH,P00605,2026-07-13 06:17:00,0.99,DIG001182,communication
P00893,PRESENT_AT,LOC0056,2026-07-13 06:17:00,0.99,DIG001182,communication
P00605,PRESENT_AT,LOC0056,2026-07-13 06:17:00,0.99,DIG001182,communication
P00993,MOVED_WITH,P00399,2026-07-25 10:10:00,0.99,DIG001183,movement
P00993,PRESENT_AT,LOC0050,2026-07-25 10:10:00,0.99,DIG001183,movement
P00399,PRESENT_AT,LOC0050,2026-07-25 10:10:00,0.99,DIG001183,movement
P00333,MET_WITH,P00347,2026-06-22 20:52:00,0.99,DIG001184,meeting
P00333,PRESENT_AT,LOC0096,2026-06-22 20:52:00,0.99,DIG001184,meeting
P00347,PRESENT_AT,LOC0096,2026-06-22 20:52:00,0.99,DIG001184,meeting
P00531,TRANSFERRED_TO,P00437,2026-03-27 04:46:00,0.99,DIG001185,transfer
P00531,PRESENT_AT,LOC0135,2026-03-27 04:46:00,0.99,DIG001185,transfer
P00437,PRESENT_AT,LOC0135,2026-03-27 04:46:00,0.99,DIG001185,transfer
P00301,COMMUNICATED_WITH,P00125,2026-05-14 16:51:00,0.99,DIG001186,communication
P00301,PRESENT_AT,LOC0150,2026-05-14 16:51:00,0.99,DIG001186,communication
P00125,PRESENT_AT,LOC0150,2026-05-14 16:51:00,0.99,DIG001186,communication
P00599,COMMUNICATED_WITH,P00055,2026-03-28 19:10:00,0.99,DIG001187,communication
P00599,PRESENT_AT,LOC0159,2026-03-28 19:10:00,0.99,DIG001187,communication
P00055,PRESENT_AT,LOC0159,2026-03-28 19:10:00,0.99,DIG001187,communication
P00368,MET_WITH,P00004,2026-03-15 07:42:00,0.99,DIG001188,meeting
P00368,PRESENT_AT,LOC0006,2026-03-15 07:42:00,0.99,DIG001188,meeting
P00004,PRESENT_AT,LOC0006,2026-03-15 07:42:00,0.99,DIG001188,meeting
P00618,USED_VEHICLE_WITH,P00254,2026-01-05 01:46:00,0.99,DIG001189,vehicle_use
P00618,PRESENT_AT,LOC0035,2026-01-05 01:46:00,0.99,DIG001189,vehicle_use
P00254,PRESENT_AT,LOC0035,2026-01-05 01:46:00,0.99,DIG001189,vehicle_use
P00537,MET_WITH,P00450,2026-07-23 06:03:00,0.99,DIG001190,meeting
P00537,PRESENT_AT,LOC0087,2026-07-23 06:03:00,0.99,DIG001190,meeting
P00450,PRESENT_AT,LOC0087,2026-07-23 06:03:00,0.99,DIG001190,meeting
P00058,TRANSFERRED_TO,P00126,2026-01-19 12:25:00,0.99,DIG001191,transfer
P00058,PRESENT_AT,LOC0041,2026-01-19 12:25:00,0.99,DIG001191,transfer
P00126,PRESENT_AT,LOC0041,2026-01-19 12:25:00,0.99,DIG001191,transfer
P00920,MET_WITH,P00736,2026-05-20 09:46:00,0.99,DIG001192,meeting
P00920,PRESENT_AT,LOC0148,2026-05-20 09:46:00,0.99,DIG001192,meeting
P00736,PRESENT_AT,LOC0148,2026-05-20 09:46:00,0.99,DIG001192,meeting
P00373,COMMUNICATED_WITH,P00780,2026-05-17 12:02:00,0.99,DIG001193,communication
P00373,PRESENT_AT,LOC0067,2026-05-17 12:02:00,0.99,DIG001193,communication
P00780,PRESENT_AT,LOC0067,2026-05-17 12:02:00,0.99,DIG001193,communication
P00813,MOVED_WITH,P00274,2026-05-04 08:54:00,0.99,DIG001194,movement
P00813,PRESENT_AT,LOC0010,2026-05-04 08:54:00,0.99,DIG001194,movement
P00274,PRESENT_AT,LOC0010,2026-05-04 08:54:00,0.99,DIG001194,movement
P00238,COMMUNICATED_WITH,P00483,2026-02-02 16:41:00,0.99,DIG001195,communication
P00238,PRESENT_AT,LOC0140,2026-02-02 16:41:00,0.99,DIG001195,communication
P00483,PRESENT_AT,LOC0140,2026-02-02 16:41:00,0.99,DIG001195,communication
P00803,TRANSFERRED_TO,P00403,2026-03-15 18:03:00,0.99,DIG001196,transfer
P00803,PRESENT_AT,LOC0145,2026-03-15 18:03:00,0.99,DIG001196,transfer
P00403,PRESENT_AT,LOC0145,2026-03-15 18:03:00,0.99,DIG001196,transfer
P00872,MOVED_WITH,P00254,2026-04-13 10:38:00,0.99,DIG001197,movement
P00872,PRESENT_AT,LOC0081,2026-04-13 10:38:00,0.99,DIG001197,movement
P00254,PRESENT_AT,LOC0081,2026-04-13 10:38:00,0.99,DIG001197,movement
P00057,COMMUNICATED_WITH,P00365,2026-07-27 02:57:00,0.99,DIG001198,communication
P00057,PRESENT_AT,LOC0133,2026-07-27 02:57:00,0.99,DIG001198,communication
P00365,PRESENT_AT,LOC0133,2026-07-27 02:57:00,0.99,DIG001198,communication
P00102,COMMUNICATED_WITH,P00125,2026-03-12 14:45:00,0.99,DIG001199,communication
P00102,PRESENT_AT,LOC0171,2026-03-12 14:45:00,0.99,DIG001199,communication
P00125,PRESENT_AT,LOC0171,2026-03-12 14:45:00,0.99,DIG001199,communication
P00004,COMMUNICATED_WITH,P00299,2026-02-26 04:51:00,0.99,DIG001200,communication
P00004,PRESENT_AT,LOC0162,2026-02-26 04:51:00,0.99,DIG001200,communication
P00299,PRESENT_AT,LOC0162,2026-02-26 04:51:00,0.99,DIG001200,communication
P00661,COMMUNICATED_WITH,P00398,2026-07-12 10:56:00,0.99,DIG001201,communication
P00661,PRESENT_AT,LOC0037,2026-07-12 10:56:00,0.99,DIG001201,communication
P00398,PRESENT_AT,LOC0037,2026-07-12 10:56:00,0.99,DIG001201,communication
P00906,COMMUNICATED_WITH,P00957,2026-04-15 13:26:00,0.99,DIG001202,communication
P00906,PRESENT_AT,LOC0101,2026-04-15 13:26:00,0.99,DIG001202,communication
P00957,PRESENT_AT,LOC0101,2026-04-15 13:26:00,0.99,DIG001202,communication
P00153,COMMUNICATED_WITH,P00681,2026-01-22 23:49:00,0.99,DIG001203,communication
P00153,PRESENT_AT,LOC0107,2026-01-22 23:49:00,0.99,DIG001203,communication
P00681,PRESENT_AT,LOC0107,2026-01-22 23:49:00,0.99,DIG001203,communication
P00339,TRANSFERRED_TO,P00859,2026-06-05 08:57:00,0.99,DIG001204,transfer
P00339,PRESENT_AT,LOC0173,2026-06-05 08:57:00,0.99,DIG001204,transfer
P00859,PRESENT_AT,LOC0173,2026-06-05 08:57:00,0.99,DIG001204,transfer
P00886,MET_WITH,P00045,2026-04-17 00:14:00,0.99,DIG001205,meeting
P00886,PRESENT_AT,LOC0049,2026-04-17 00:14:00,0.99,DIG001205,meeting
P00045,PRESENT_AT,LOC0049,2026-04-17 00:14:00,0.99,DIG001205,meeting
P00988,COMMUNICATED_WITH,P00708,2026-02-26 13:10:00,0.99,DIG001206,communication
P00988,PRESENT_AT,LOC0026,2026-02-26 13:10:00,0.99,DIG001206,communication
P00708,PRESENT_AT,LOC0026,2026-02-26 13:10:00,0.99,DIG001206,communication
P00235,MOVED_WITH,P00103,2026-04-29 04:13:00,0.99,DIG001207,movement
P00235,PRESENT_AT,LOC0025,2026-04-29 04:13:00,0.99,DIG001207,movement
P00103,PRESENT_AT,LOC0025,2026-04-29 04:13:00,0.99,DIG001207,movement
P00857,MET_WITH,P00656,2026-07-21 12:57:00,0.99,DIG001208,meeting
P00857,PRESENT_AT,LOC0095,2026-07-21 12:57:00,0.99,DIG001208,meeting
P00656,PRESENT_AT,LOC0095,2026-07-21 12:57:00,0.99,DIG001208,meeting
P00524,MET_WITH,P00769,2026-02-08 12:38:00,0.99,DIG001209,meeting
P00524,PRESENT_AT,LOC0010,2026-02-08 12:38:00,0.99,DIG001209,meeting
P00769,PRESENT_AT,LOC0010,2026-02-08 12:38:00,0.99,DIG001209,meeting
P00359,COMMUNICATED_WITH,P00483,2026-06-26 03:47:00,0.99,DIG001210,communication
P00359,PRESENT_AT,LOC0125,2026-06-26 03:47:00,0.99,DIG001210,communication
P00483,PRESENT_AT,LOC0125,2026-06-26 03:47:00,0.99,DIG001210,communication
P00049,MET_WITH,P00868,2026-01-10 15:15:00,0.99,DIG001211,meeting
P00049,PRESENT_AT,LOC0065,2026-01-10 15:15:00,0.99,DIG001211,meeting
P00868,PRESENT_AT,LOC0065,2026-01-10 15:15:00,0.99,DIG001211,meeting
P00214,COMMUNICATED_WITH,P00881,2026-04-15 22:14:00,0.99,DIG001212,communication
P00214,PRESENT_AT,LOC0006,2026-04-15 22:14:00,0.99,DIG001212,communication
P00881,PRESENT_AT,LOC0006,2026-04-15 22:14:00,0.99,DIG001212,communication
P00217,MET_WITH,P00474,2026-04-27 10:39:00,0.99,DIG001213,meeting
P00217,PRESENT_AT,LOC0110,2026-04-27 10:39:00,0.99,DIG001213,meeting
P00474,PRESENT_AT,LOC0110,2026-04-27 10:39:00,0.99,DIG001213,meeting
P00082,TRANSFERRED_TO,P00736,2026-03-13 18:53:00,0.99,DIG001214,transfer
P00082,PRESENT_AT,LOC0138,2026-03-13 18:53:00,0.99,DIG001214,transfer
P00736,PRESENT_AT,LOC0138,2026-03-13 18:53:00,0.99,DIG001214,transfer
P00427,COMMUNICATED_WITH,P00734,2026-02-27 23:41:00,0.99,DIG001215,communication
P00427,PRESENT_AT,LOC0088,2026-02-27 23:41:00,0.99,DIG001215,communication
P00734,PRESENT_AT,LOC0088,2026-02-27 23:41:00,0.99,DIG001215,communication
P00758,MET_WITH,P00995,2026-05-07 02:41:00,0.99,DIG001216,meeting
P00758,PRESENT_AT,LOC0008,2026-05-07 02:41:00,0.99,DIG001216,meeting
P00995,PRESENT_AT,LOC0008,2026-05-07 02:41:00,0.99,DIG001216,meeting
P00946,MOVED_WITH,P00697,2026-08-11 15:39:00,0.99,DIG001217,movement
P00946,PRESENT_AT,LOC0003,2026-08-11 15:39:00,0.99,DIG001217,movement
P00697,PRESENT_AT,LOC0003,2026-08-11 15:39:00,0.99,DIG001217,movement
P00305,MET_WITH,P00487,2026-05-30 01:07:00,0.99,DIG001218,meeting
P00305,PRESENT_AT,LOC0149,2026-05-30 01:07:00,0.99,DIG001218,meeting
P00487,PRESENT_AT,LOC0149,2026-05-30 01:07:00,0.99,DIG001218,meeting
P00084,MET_WITH,P00251,2026-04-27 21:35:00,0.99,DIG001219,meeting
P00084,PRESENT_AT,LOC0124,2026-04-27 21:35:00,0.99,DIG001219,meeting
P00251,PRESENT_AT,LOC0124,2026-04-27 21:35:00,0.99,DIG001219,meeting
P00540,MET_WITH,P00454,2026-03-16 14:41:00,0.99,DIG001220,meeting
P00540,PRESENT_AT,LOC0047,2026-03-16 14:41:00,0.99,DIG001220,meeting
P00454,PRESENT_AT,LOC0047,2026-03-16 14:41:00,0.99,DIG001220,meeting
P00333,COMMUNICATED_WITH,P00004,2026-07-23 21:09:00,0.99,DIG001221,communication
P00333,PRESENT_AT,LOC0150,2026-07-23 21:09:00,0.99,DIG001221,communication
P00004,PRESENT_AT,LOC0150,2026-07-23 21:09:00,0.99,DIG001221,communication
P00620,MOVED_WITH,P00145,2026-08-23 08:52:00,0.99,DIG001222,movement
P00620,PRESENT_AT,LOC0014,2026-08-23 08:52:00,0.99,DIG001222,movement
P00145,PRESENT_AT,LOC0014,2026-08-23 08:52:00,0.99,DIG001222,movement
P00476,MET_WITH,P00322,2026-04-23 04:50:00,0.99,DIG001223,meeting
P00476,PRESENT_AT,LOC0145,2026-04-23 04:50:00,0.99,DIG001223,meeting
P00322,PRESENT_AT,LOC0145,2026-04-23 04:50:00,0.99,DIG001223,meeting
P00235,COMMUNICATED_WITH,P00420,2026-03-22 02:49:00,0.99,DIG001224,communication
P00235,PRESENT_AT,LOC0175,2026-03-22 02:49:00,0.99,DIG001224,communication
P00420,PRESENT_AT,LOC0175,2026-03-22 02:49:00,0.99,DIG001224,communication
P00949,MOVED_WITH,P00619,2026-08-16 23:33:00,0.99,DIG001225,movement
P00949,PRESENT_AT,LOC0094,2026-08-16 23:33:00,0.99,DIG001225,movement
P00619,PRESENT_AT,LOC0094,2026-08-16 23:33:00,0.99,DIG001225,movement
P00409,MET_WITH,P00505,2026-08-02 11:25:00,0.99,DIG001226,meeting
P00409,PRESENT_AT,LOC0085,2026-08-02 11:25:00,0.99,DIG001226,meeting
P00505,PRESENT_AT,LOC0085,2026-08-02 11:25:00,0.99,DIG001226,meeting
P00559,MOVED_WITH,P00672,2026-03-18 19:54:00,0.99,DIG001227,movement
P00559,PRESENT_AT,LOC0157,2026-03-18 19:54:00,0.99,DIG001227,movement
P00672,PRESENT_AT,LOC0157,2026-03-18 19:54:00,0.99,DIG001227,movement
P00234,COMMUNICATED_WITH,P00252,2026-01-03 15:06:00,0.99,DIG001228,communication
P00234,PRESENT_AT,LOC0152,2026-01-03 15:06:00,0.99,DIG001228,communication
P00252,PRESENT_AT,LOC0152,2026-01-03 15:06:00,0.99,DIG001228,communication
P00922,COMMUNICATED_WITH,P00241,2026-07-28 07:24:00,0.99,DIG001229,communication
P00922,PRESENT_AT,LOC0054,2026-07-28 07:24:00,0.99,DIG001229,communication
P00241,PRESENT_AT,LOC0054,2026-07-28 07:24:00,0.99,DIG001229,communication
P00140,MET_WITH,P00801,2026-06-04 18:37:00,0.99,DIG001230,meeting
P00140,PRESENT_AT,LOC0051,2026-06-04 18:37:00,0.99,DIG001230,meeting
P00801,PRESENT_AT,LOC0051,2026-06-04 18:37:00,0.99,DIG001230,meeting
P00777,MET_WITH,P00988,2026-06-25 19:19:00,0.99,DIG001231,meeting
P00777,PRESENT_AT,LOC0081,2026-06-25 19:19:00,0.99,DIG001231,meeting
P00988,PRESENT_AT,LOC0081,2026-06-25 19:19:00,0.99,DIG001231,meeting
P00599,COMMUNICATED_WITH,P00168,2026-08-30 08:32:00,0.99,DIG001232,communication
P00599,PRESENT_AT,LOC0049,2026-08-30 08:32:00,0.99,DIG001232,communication
P00168,PRESENT_AT,LOC0049,2026-08-30 08:32:00,0.99,DIG001232,communication
P00027,MET_WITH,P00038,2026-07-16 22:40:00,0.99,DIG001233,meeting
P00027,PRESENT_AT,LOC0150,2026-07-16 22:40:00,0.99,DIG001233,meeting
P00038,PRESENT_AT,LOC0150,2026-07-16 22:40:00,0.99,DIG001233,meeting
P00992,COMMUNICATED_WITH,P00923,2026-04-29 08:00:00,0.99,DIG001234,communication
P00992,PRESENT_AT,LOC0120,2026-04-29 08:00:00,0.99,DIG001234,communication
P00923,PRESENT_AT,LOC0120,2026-04-29 08:00:00,0.99,DIG001234,communication
P00774,COMMUNICATED_WITH,P00727,2026-03-30 12:27:00,0.99,DIG001235,communication
P00774,PRESENT_AT,LOC0131,2026-03-30 12:27:00,0.99,DIG001235,communication
P00727,PRESENT_AT,LOC0131,2026-03-30 12:27:00,0.99,DIG001235,communication
P00611,COMMUNICATED_WITH,P00822,2026-02-12 11:35:00,0.99,DIG001236,communication
P00611,PRESENT_AT,LOC0109,2026-02-12 11:35:00,0.99,DIG001236,communication
P00822,PRESENT_AT,LOC0109,2026-02-12 11:35:00,0.99,DIG001236,communication
P00601,MOVED_WITH,P00041,2026-06-14 22:48:00,0.99,DIG001237,movement
P00601,PRESENT_AT,LOC0088,2026-06-14 22:48:00,0.99,DIG001237,movement
P00041,PRESENT_AT,LOC0088,2026-06-14 22:48:00,0.99,DIG001237,movement
P00791,COMMUNICATED_WITH,P00386,2026-03-09 12:56:00,0.99,DIG001238,communication
P00791,PRESENT_AT,LOC0049,2026-03-09 12:56:00,0.99,DIG001238,communication
P00386,PRESENT_AT,LOC0049,2026-03-09 12:56:00,0.99,DIG001238,communication
P00690,TRANSFERRED_TO,P00402,2026-06-11 14:31:00,0.99,DIG001239,transfer
P00690,PRESENT_AT,LOC0136,2026-06-11 14:31:00,0.99,DIG001239,transfer
P00402,PRESENT_AT,LOC0136,2026-06-11 14:31:00,0.99,DIG001239,transfer
P00857,MET_WITH,P00259,2026-06-01 10:02:00,0.99,DIG001240,meeting
P00857,PRESENT_AT,LOC0171,2026-06-01 10:02:00,0.99,DIG001240,meeting
P00259,PRESENT_AT,LOC0171,2026-06-01 10:02:00,0.99,DIG001240,meeting
P00045,MOVED_WITH,P00954,2026-05-01 14:03:00,0.99,DIG001241,movement
P00045,PRESENT_AT,LOC0062,2026-05-01 14:03:00,0.99,DIG001241,movement
P00954,PRESENT_AT,LOC0062,2026-05-01 14:03:00,0.99,DIG001241,movement
P00724,TRANSFERRED_TO,P00943,2026-02-27 01:15:00,0.99,DIG001242,transfer
P00724,PRESENT_AT,LOC0091,2026-02-27 01:15:00,0.99,DIG001242,transfer
P00943,PRESENT_AT,LOC0091,2026-02-27 01:15:00,0.99,DIG001242,transfer
P00974,COMMUNICATED_WITH,P00047,2026-05-16 06:11:00,0.99,DIG001243,communication
P00974,PRESENT_AT,LOC0140,2026-05-16 06:11:00,0.99,DIG001243,communication
P00047,PRESENT_AT,LOC0140,2026-05-16 06:11:00,0.99,DIG001243,communication
P00041,MET_WITH,P00474,2026-05-10 19:44:00,0.99,DIG001244,meeting
P00041,PRESENT_AT,LOC0094,2026-05-10 19:44:00,0.99,DIG001244,meeting
P00474,PRESENT_AT,LOC0094,2026-05-10 19:44:00,0.99,DIG001244,meeting
P00875,COMMUNICATED_WITH,P00376,2026-08-10 17:45:00,0.99,DIG001245,communication
P00875,PRESENT_AT,LOC0009,2026-08-10 17:45:00,0.99,DIG001245,communication
P00376,PRESENT_AT,LOC0009,2026-08-10 17:45:00,0.99,DIG001245,communication
P00481,MOVED_WITH,P00765,2026-03-31 01:14:00,0.99,DIG001246,movement
P00481,PRESENT_AT,LOC0066,2026-03-31 01:14:00,0.99,DIG001246,movement
P00765,PRESENT_AT,LOC0066,2026-03-31 01:14:00,0.99,DIG001246,movement
P00125,MET_WITH,P00717,2026-03-17 09:24:00,0.99,DIG001247,meeting
P00125,PRESENT_AT,LOC0028,2026-03-17 09:24:00,0.99,DIG001247,meeting
P00717,PRESENT_AT,LOC0028,2026-03-17 09:24:00,0.99,DIG001247,meeting
P00376,MET_WITH,P00445,2026-03-01 10:11:00,0.99,DIG001248,meeting
P00376,PRESENT_AT,LOC0017,2026-03-01 10:11:00,0.99,DIG001248,meeting
P00445,PRESENT_AT,LOC0017,2026-03-01 10:11:00,0.99,DIG001248,meeting
P00220,MOVED_WITH,P00661,2026-06-27 10:18:00,0.99,DIG001249,movement
P00220,PRESENT_AT,LOC0088,2026-06-27 10:18:00,0.99,DIG001249,movement
P00661,PRESENT_AT,LOC0088,2026-06-27 10:18:00,0.99,DIG001249,movement
P00513,COMMUNICATED_WITH,P00614,2026-01-25 03:37:00,0.99,DIG001250,communication
P00513,PRESENT_AT,LOC0021,2026-01-25 03:37:00,0.99,DIG001250,communication
P00614,PRESENT_AT,LOC0021,2026-01-25 03:37:00,0.99,DIG001250,communication
P00010,MET_WITH,P00223,2026-07-10 03:57:00,0.99,DIG001251,meeting
P00010,PRESENT_AT,LOC0107,2026-07-10 03:57:00,0.99,DIG001251,meeting
P00223,PRESENT_AT,LOC0107,2026-07-10 03:57:00,0.99,DIG001251,meeting
P00845,MET_WITH,P00923,2026-07-17 18:54:00,0.99,DIG001252,meeting
P00845,PRESENT_AT,LOC0101,2026-07-17 18:54:00,0.99,DIG001252,meeting
P00923,PRESENT_AT,LOC0101,2026-07-17 18:54:00,0.99,DIG001252,meeting
P00417,COMMUNICATED_WITH,P00043,2026-03-29 22:36:00,0.99,DIG001253,communication
P00417,PRESENT_AT,LOC0150,2026-03-29 22:36:00,0.99,DIG001253,communication
P00043,PRESENT_AT,LOC0150,2026-03-29 22:36:00,0.99,DIG001253,communication
P00484,MET_WITH,P00541,2026-08-30 00:01:00,0.99,DIG001254,meeting
P00484,PRESENT_AT,LOC0073,2026-08-30 00:01:00,0.99,DIG001254,meeting
P00541,PRESENT_AT,LOC0073,2026-08-30 00:01:00,0.99,DIG001254,meeting
P00765,COMMUNICATED_WITH,P00061,2026-07-01 22:47:00,0.99,DIG001255,communication
P00765,PRESENT_AT,LOC0017,2026-07-01 22:47:00,0.99,DIG001255,communication
P00061,PRESENT_AT,LOC0017,2026-07-01 22:47:00,0.99,DIG001255,communication
P00491,COMMUNICATED_WITH,P00427,2026-04-09 12:01:00,0.99,DIG001256,communication
P00491,PRESENT_AT,LOC0118,2026-04-09 12:01:00,0.99,DIG001256,communication
P00427,PRESENT_AT,LOC0118,2026-04-09 12:01:00,0.99,DIG001256,communication
P00865,COMMUNICATED_WITH,P00731,2026-07-16 03:15:00,0.99,DIG001257,communication
P00865,PRESENT_AT,LOC0162,2026-07-16 03:15:00,0.99,DIG001257,communication
P00731,PRESENT_AT,LOC0162,2026-07-16 03:15:00,0.99,DIG001257,communication
P00504,MET_WITH,P00689,2026-07-23 00:22:00,0.99,DIG001258,meeting
P00504,PRESENT_AT,LOC0094,2026-07-23 00:22:00,0.99,DIG001258,meeting
