head,relation,tail,source_id,timestamp,confidence
PH00457,COMMUNICATED_WITH,PH00462,CDR006659,2026-04-15 23:56:00,1.0
PH00492,COMMUNICATED_WITH,PH01052,CDR006660,2026-04-14 11:01:00,1.0
PH00529,COMMUNICATED_WITH,PH00045,CDR006661,2026-05-16 03:12:00,1.0
PH01026,COMMUNICATED_WITH,PH00738,CDR006662,2026-01-03 18:31:00,1.0
PH00895,COMMUNICATED_WITH,PH00226,CDR006663,2026-08-10 03:48:00,1.0
PH00006,COMMUNICATED_WITH,PH00211,CDR006664,2026-06-19 13:54:00,1.0
PH00498,COMMUNICATED_WITH,PH00141,CDR006665,2026-07-12 13:47:00,1.0
PH00138,COMMUNICATED_WITH,PH00399,CDR006666,2026-08-14 15:34:00,1.0
PH00525,COMMUNICATED_WITH,PH00179,CDR006667,2026-07-14 12:51:00,1.0
PH01015,COMMUNICATED_WITH,PH01003,CDR006668,2026-08-03 22:16:00,1.0
PH00794,COMMUNICATED_WITH,PH00308,CDR006669,2026-06-10 21:09:00,1.0
PH00896,COMMUNICATED_WITH,PH01190,CDR006670,2026-04-04 11:35:00,1.0
PH00895,COMMUNICATED_WITH,PH00626,CDR006671,2026-04-17 18:23:00,1.0
PH00614,COMMUNICATED_WITH,PH01118,CDR006672,2026-07-21 17:57:00,1.0
PH00285,COMMUNICATED_WITH,PH00069,CDR006673,2026-02-22 10:57:00,1.0
PH00417,COMMUNICATED_WITH,PH00999,CDR006674,2026-06-18 06:10:00,1.0
PH00986,COMMUNICATED_WITH,PH00189,CDR006675,2026-07-02 07:57:00,1.0
PH00907,COMMUNICATED_WITH,PH00309,CDR006676,2026-04-25 14:05:00,1.0
PH00254,COMMUNICATED_WITH,PH00468,CDR006677,2026-07-24 11:53:00,1.0
PH01111,COMMUNICATED_WITH,PH00129,CDR006678,2026-01-22 07:14:00,1.0
PH01138,COMMUNICATED_WITH,PH00130,CDR006679,2026-07-03 01:44:00,1.0
PH01009,COMMUNICATED_WITH,PH00682,CDR006680,2026-05-20 07:22:00,1.0
PH00261,COMMUNICATED_WITH,PH01135,CDR006681,2026-04-27 09:19:00,1.0
PH00193,COMMUNICATED_WITH,PH00679,CDR006682,2026-08-28 18:48:00,1.0
PH00334,COMMUNICATED_WITH,PH00238,CDR006683,2026-07-24 01:55:00,1.0
PH01060,COMMUNICATED_WITH,PH00118,CDR006684,2026-06-23 19:14:00,1.0
PH00138,COMMUNICATED_WITH,PH00085,CDR006685,2026-06-17 23:14:00,1.0
PH00427,COMMUNICATED_WITH,PH00218,CDR006686,2026-04-10 18:37:00,1.0
PH00223,COMMUNICATED_WITH,PH00835,CDR006687,2026-05-24 19:35:00,1.0
PH00893,COMMUNICATED_WITH,PH00751,CDR006688,2026-07-13 21:15:00,1.0
PH00166,COMMUNICATED_WITH,PH01171,CDR006689,2026-01-12 07:43:00,1.0
PH00001,COMMUNICATED_WITH,PH00307,CDR006690,2026-05-23 08:31:00,1.0
PH00229,COMMUNICATED_WITH,PH00258,CDR006691,2026-08-26 08:29:00,1.0
PH01165,COMMUNICATED_WITH,PH01080,CDR006692,2026-07-02 06:41:00,1.0
PH00066,COMMUNICATED_WITH,PH01010,CDR006693,2026-07-24 01:08:00,1.0
PH01006,COMMUNICATED_WITH,PH00502,CDR006694,2026-01-04 13:54:00,1.0
PH00458,COMMUNICATED_WITH,PH00659,CDR006695,2026-02-27 03:19:00,1.0
PH00477,COMMUNICATED_WITH,PH00862,CDR006696,2026-05-19 18:10:00,1.0
PH00452,COMMUNICATED_WITH,PH00821,CDR006697,2026-02-26 11:13:00,1.0
PH00063,COMMUNICATED_WITH,PH00652,CDR006698,2026-01-27 04:31:00,1.0
PH01094,COMMUNICATED_WITH,PH00252,CDR006699,2026-05-27 19:08:00,1.0
PH00070,COMMUNICATED_WITH,PH00441,CDR006700,2026-07-18 14:14:00,1.0
PH01181,COMMUNICATED_WITH,PH00385,CDR006701,2026-01-30 03:03:00,1.0
PH00614,COMMUNICATED_WITH,PH01156,CDR006702,2026-04-11 00:36:00,1.0
PH00036,COMMUNICATED_WITH,PH00860,CDR006703,2026-04-16 15:04:00,1.0
PH00696,COMMUNICATED_WITH,PH00523,CDR006704,2026-06-20 23:22:00,1.0
PH00378,COMMUNICATED_WITH,PH00374,CDR006705,2026-05-21 04:24:00,1.0
PH00290,COMMUNICATED_WITH,PH00636,CDR006706,2026-03-01 13:39:00,1.0
PH00701,COMMUNICATED_WITH,PH01161,CDR006707,2026-03-27 16:30:00,1.0
PH01039,COMMUNICATED_WITH,PH01137,CDR006708,2026-04-26 03:20:00,1.0
PH00005,COMMUNICATED_WITH,PH00471,CDR006709,2026-08-15 22:07:00,1.0
PH00195,COMMUNICATED_WITH,PH00470,CDR006710,2026-06-18 17:22:00,1.0
PH01130,COMMUNICATED_WITH,PH00501,CDR006711,2026-05-21 08:37:00,1.0
PH00495,COMMUNICATED_WITH,PH00700,CDR006712,2026-01-29 21:57:00,1.0
PH01066,COMMUNICATED_WITH,PH01135,CDR006713,2026-04-02 04:18:00,1.0
PH00681,COMMUNICATED_WITH,PH00213,CDR006714,2026-03-05 15:21:00,1.0
PH01148,COMMUNICATED_WITH,PH00055,CDR006715,2026-08-09 08:32:00,1.0
PH00776,COMMUNICATED_WITH,PH01091,CDR006716,2026-05-25 04:24:00,1.0
PH00931,COMMUNICATED_WITH,PH00985,CDR006717,2026-05-04 08:32:00,1.0
PH00020,COMMUNICATED_WITH,PH00588,CDR006718,2026-05-10 10:38:00,1.0
PH00586,COMMUNICATED_WITH,PH01044,CDR006719,2026-07-20 04:45:00,1.0
PH00690,COMMUNICATED_WITH,PH00726,CDR006720,2026-08-28 18:07:00,1.0
PH00236,COMMUNICATED_WITH,PH00158,CDR006721,2026-07-24 11:53:00,1.0
PH00375,COMMUNICATED_WITH,PH00686,CDR006722,2026-06-10 22:49:00,1.0
PH01108,COMMUNICATED_WITH,PH00079,CDR006723,2026-07-12 11:00:00,1.0
PH00768,COMMUNICATED_WITH,PH00708,CDR006724,2026-03-13 20:29:00,1.0
PH00644,COMMUNICATED_WITH,PH00229,CDR006725,2026-08-17 20:27:00,1.0
PH00988,COMMUNICATED_WITH,PH00028,CDR006726,2026-02-22 13:27:00,1.0
PH00311,COMMUNICATED_WITH,PH00765,CDR006727,2026-04-08 09:37:00,1.0
PH00098,COMMUNICATED_WITH,PH00437,CDR006728,2026-04-25 14:33:00,1.0
PH00086,COMMUNICATED_WITH,PH00367,CDR006729,2026-07-22 00:24:00,1.0
PH00449,COMMUNICATED_WITH,PH00517,CDR006730,2026-08-20 07:44:00,1.0
PH00013,COMMUNICATED_WITH,PH00405,CDR006731,2026-04-25 20:07:00,1.0
PH01146,COMMUNICATED_WITH,PH00874,CDR006732,2026-02-12 01:35:00,1.0
PH01059,COMMUNICATED_WITH,PH00221,CDR006733,2026-03-17 19:17:00,1.0
PH00449,COMMUNICATED_WITH,PH00895,CDR006734,2026-03-10 23:07:00,1.0
PH00433,COMMUNICATED_WITH,PH01137,CDR006735,2026-03-17 15:42:00,1.0
PH01136,COMMUNICATED_WITH,PH00693,CDR006736,2026-08-08 17:49:00,1.0
PH01174,COMMUNICATED_WITH,PH00781,CDR006737,2026-07-03 04:51:00,1.0
PH00609,COMMUNICATED_WITH,PH00884,CDR006738,2026-07-31 04:17:00,1.0
PH00409,COMMUNICATED_WITH,PH00196,CDR006739,2026-01-26 05:02:00,1.0
PH00565,COMMUNICATED_WITH,PH00438,CDR006740,2026-01-15 19:11:00,1.0
PH01177,COMMUNICATED_WITH,PH01045,CDR006741,2026-03-29 06:59:00,1.0
PH00862,COMMUNICATED_WITH,PH00431,CDR006742,2026-06-24 20:23:00,1.0
PH01045,COMMUNICATED_WITH,PH00428,CDR006743,2026-04-19 03:22:00,1.0
PH00873,COMMUNICATED_WITH,PH00852,CDR006744,2026-01-06 04:45:00,1.0
PH00290,COMMUNICATED_WITH,PH00887,CDR006745,2026-04-02 17:07:00,1.0
PH00146,COMMUNICATED_WITH,PH00309,CDR006746,2026-05-10 20:42:00,1.0
PH00992,COMMUNICATED_WITH,PH01049,CDR006747,2026-05-28 05:27:00,1.0
PH00182,COMMUNICATED_WITH,PH00069,CDR006748,2026-08-18 19:43:00,1.0
PH01131,COMMUNICATED_WITH,PH00186,CDR006749,2026-07-12 19:20:00,1.0
PH00005,COMMUNICATED_WITH,PH00712,CDR006750,2026-04-16 02:18:00,1.0
PH00771,COMMUNICATED_WITH,PH00940,CDR006751,2026-05-15 08:28:00,1.0
PH00573,COMMUNICATED_WITH,PH00456,CDR006752,2026-05-16 02:48:00,1.0
PH00865,COMMUNICATED_WITH,PH00857,CDR006753,2026-04-21 00:08:00,1.0
PH00843,COMMUNICATED_WITH,PH00457,CDR006754,2026-03-14 12:31:00,1.0
PH00987,COMMUNICATED_WITH,PH00579,CDR006755,2026-07-16 08:40:00,1.0
PH00230,COMMUNICATED_WITH,PH00954,CDR006756,2026-02-04 09:12:00,1.0
PH00337,COMMUNICATED_WITH,PH01172,CDR006757,2026-07-26 02:56:00,1.0
PH00835,COMMUNICATED_WITH,PH00292,CDR006758,2026-07-21 13:34:00,1.0
PH01125,COMMUNICATED_WITH,PH00891,CDR006759,2026-06-24 05:26:00,1.0
PH01084,COMMUNICATED_WITH,PH00517,CDR006760,2026-08-03 09:16:00,1.0
PH01054,COMMUNICATED_WITH,PH00804,CDR006761,2026-07-14 07:59:00,1.0
PH00400,COMMUNICATED_WITH,PH00828,CDR006762,2026-04-09 08:36:00,1.0
PH01098,COMMUNICATED_WITH,PH01147,CDR006763,2026-05-10 04:31:00,1.0
PH00086,COMMUNICATED_WITH,PH00756,CDR006764,2026-01-13 05:05:00,1.0
PH00805,COMMUNICATED_WITH,PH00947,CDR006765,2026-03-17 05:42:00,1.0
PH01065,COMMUNICATED_WITH,PH00328,CDR006766,2026-07-16 01:39:00,1.0
PH00071,COMMUNICATED_WITH,PH00877,CDR006767,2026-08-06 17:27:00,1.0
PH00380,COMMUNICATED_WITH,PH00952,CDR006768,2026-01-05 05:21:00,1.0
PH00515,COMMUNICATED_WITH,PH01006,CDR006769,2026-01-13 20:06:00,1.0
PH00093,COMMUNICATED_WITH,PH00634,CDR006770,2026-04-22 09:29:00,1.0
PH00894,COMMUNICATED_WITH,PH00835,CDR006771,2026-03-22 23:48:00,1.0
PH01038,COMMUNICATED_WITH,PH00539,CDR006772,2026-05-12 00:43:00,1.0
PH01170,COMMUNICATED_WITH,PH01177,CDR006773,2026-08-22 14:25:00,1.0
PH00515,COMMUNICATED_WITH,PH00492,CDR006774,2026-08-17 19:19:00,1.0
PH00510,COMMUNICATED_WITH,PH00488,CDR006775,2026-02-07 23:12:00,1.0
PH00577,COMMUNICATED_WITH,PH00597,CDR006776,2026-02-07 03:59:00,1.0
PH00347,COMMUNICATED_WITH,PH01151,CDR006777,2026-04-10 23:44:00,1.0
PH00901,COMMUNICATED_WITH,PH00260,CDR006778,2026-05-26 11:41:00,1.0
PH00343,COMMUNICATED_WITH,PH00059,CDR006779,2026-01-15 23:39:00,1.0
PH00146,COMMUNICATED_WITH,PH00263,CDR006780,2026-01-19 18:29:00,1.0
PH00988,COMMUNICATED_WITH,PH01192,CDR006781,2026-04-19 17:01:00,1.0
PH00707,COMMUNICATED_WITH,PH00309,CDR006782,2026-06-11 09:24:00,1.0
PH00230,COMMUNICATED_WITH,PH00241,CDR006783,2026-07-21 07:55:00,1.0
PH00984,COMMUNICATED_WITH,PH00264,CDR006784,2026-04-17 13:17:00,1.0
PH00370,COMMUNICATED_WITH,PH00753,CDR006785,2026-08-24 15:59:00,1.0
PH00281,COMMUNICATED_WITH,PH01177,CDR006786,2026-05-09 14:47:00,1.0
PH00513,COMMUNICATED_WITH,PH00805,CDR006787,2026-08-31 10:25:00,1.0
PH00275,COMMUNICATED_WITH,PH00739,CDR006788,2026-06-09 06:11:00,1.0
PH00375,COMMUNICATED_WITH,PH00783,CDR006789,2026-06-18 14:45:00,1.0
PH01042,COMMUNICATED_WITH,PH00060,CDR006790,2026-02-01 20:00:00,1.0
PH00338,COMMUNICATED_WITH,PH00713,CDR006791,2026-03-19 10:25:00,1.0
PH00525,COMMUNICATED_WITH,PH00235,CDR006792,2026-02-21 01:35:00,1.0
PH01072,COMMUNICATED_WITH,PH00950,CDR006793,2026-07-08 08:43:00,1.0
PH00103,COMMUNICATED_WITH,PH00299,CDR006794,2026-08-22 13:03:00,1.0
PH01028,COMMUNICATED_WITH,PH00136,CDR006795,2026-02-02 12:01:00,1.0
PH00271,COMMUNICATED_WITH,PH00186,CDR006796,2026-04-15 15:27:00,1.0
PH01024,COMMUNICATED_WITH,PH01049,CDR006797,2026-07-27 06:50:00,1.0
PH00515,COMMUNICATED_WITH,PH00806,CDR006798,2026-02-17 17:48:00,1.0
PH00929,COMMUNICATED_WITH,PH00541,CDR006799,2026-04-26 05:02:00,1.0
PH00550,COMMUNICATED_WITH,PH00090,CDR006800,2026-06-07 10:12:00,1.0
PH00995,COMMUNICATED_WITH,PH01117,CDR006801,2026-01-14 06:51:00,1.0
PH00951,COMMUNICATED_WITH,PH00407,CDR006802,2026-01-30 23:52:00,1.0
PH00758,COMMUNICATED_WITH,PH00265,CDR006803,2026-08-27 02:36:00,1.0
PH00245,COMMUNICATED_WITH,PH00852,CDR006804,2026-05-22 05:56:00,1.0
PH00087,COMMUNICATED_WITH,PH01014,CDR006805,2026-04-08 16:06:00,1.0
PH00928,COMMUNICATED_WITH,PH00114,CDR006806,2026-05-20 12:31:00,1.0
PH00966,COMMUNICATED_WITH,PH00532,CDR006807,2026-07-07 20:30:00,1.0
PH01160,COMMUNICATED_WITH,PH00904,CDR006808,2026-08-03 17:50:00,1.0
PH00294,COMMUNICATED_WITH,PH00621,CDR006809,2026-04-26 03:11:00,1.0
PH00815,COMMUNICATED_WITH,PH00631,CDR006810,2026-01-20 12:18:00,1.0
PH00340,COMMUNICATED_WITH,PH00482,CDR006811,2026-02-22 04:16:00,1.0
PH01125,COMMUNICATED_WITH,PH01198,CDR006812,2026-04-21 23:02:00,1.0
PH01177,COMMUNICATED_WITH,PH01046,CDR006813,2026-04-14 18:33:00,1.0
PH00036,COMMUNICATED_WITH,PH00248,CDR006814,2026-04-27 07:58:00,1.0
PH00577,COMMUNICATED_WITH,PH00430,CDR006815,2026-03-12 01:34:00,1.0
PH00902,COMMUNICATED_WITH,PH00200,CDR006816,2026-06-17 11:18:00,1.0
PH00393,COMMUNICATED_WITH,PH01086,CDR006817,2026-06-22 03:17:00,1.0
PH00474,COMMUNICATED_WITH,PH00529,CDR006818,2026-05-30 07:47:00,1.0
PH00371,COMMUNICATED_WITH,PH00225,CDR006819,2026-03-21 04:45:00,1.0
PH00477,COMMUNICATED_WITH,PH00686,CDR006820,2026-07-23 02:52:00,1.0
PH00326,COMMUNICATED_WITH,PH00307,CDR006821,2026-02-23 10:56:00,1.0
PH00055,COMMUNICATED_WITH,PH00119,CDR006822,2026-03-28 12:43:00,1.0
PH01194,COMMUNICATED_WITH,PH00381,CDR006823,2026-03-08 12:26:00,1.0
PH00993,COMMUNICATED_WITH,PH00003,CDR006824,2026-03-28 05:43:00,1.0
PH00135,COMMUNICATED_WITH,PH00090,CDR006825,2026-03-09 13:27:00,1.0
PH01005,COMMUNICATED_WITH,PH00228,CDR006826,2026-01-09 05:48:00,1.0
PH00501,COMMUNICATED_WITH,PH00203,CDR006827,2026-08-08 10:06:00,1.0
PH00767,COMMUNICATED_WITH,PH00739,CDR006828,2026-08-22 14:10:00,1.0
PH00882,COMMUNICATED_WITH,PH01016,CDR006829,2026-04-03 07:19:00,1.0
PH00230,COMMUNICATED_WITH,PH00351,CDR006830,2026-06-06 23:37:00,1.0
PH00932,COMMUNICATED_WITH,PH00778,CDR006831,2026-08-24 03:03:00,1.0
PH01023,COMMUNICATED_WITH,PH00581,CDR006832,2026-03-26 23:22:00,1.0
PH01147,COMMUNICATED_WITH,PH00338,CDR006833,2026-04-23 12:29:00,1.0
PH00484,COMMUNICATED_WITH,PH00110,CDR006834,2026-01-06 13:55:00,1.0
PH00632,COMMUNICATED_WITH,PH00286,CDR006835,2026-06-24 20:56:00,1.0
PH00137,COMMUNICATED_WITH,PH01128,CDR006836,2026-06-08 05:54:00,1.0
PH00013,COMMUNICATED_WITH,PH00148,CDR006837,2026-04-03 07:41:00,1.0
PH00686,COMMUNICATED_WITH,PH01031,CDR006838,2026-04-09 12:58:00,1.0
PH00329,COMMUNICATED_WITH,PH00730,CDR006839,2026-06-22 07:49:00,1.0
PH01109,COMMUNICATED_WITH,PH01108,CDR006840,2026-02-05 07:24:00,1.0
PH00742,COMMUNICATED_WITH,PH00607,CDR006841,2026-08-22 12:54:00,1.0
PH01099,COMMUNICATED_WITH,PH00641,CDR006842,2026-07-18 16:47:00,1.0
PH00161,COMMUNICATED_WITH,PH00265,CDR006843,2026-06-24 20:29:00,1.0
PH01093,COMMUNICATED_WITH,PH00145,CDR006844,2026-06-22 04:33:00,1.0
PH00658,COMMUNICATED_WITH,PH00214,CDR006845,2026-04-09 23:06:00,1.0
PH00230,COMMUNICATED_WITH,PH00378,CDR006846,2026-05-22 21:33:00,1.0
PH00626,COMMUNICATED_WITH,PH00479,CDR006847,2026-03-29 00:40:00,1.0
PH00236,COMMUNICATED_WITH,PH00497,CDR006848,2026-01-24 20:50:00,1.0
PH00190,COMMUNICATED_WITH,PH00546,CDR006849,2026-08-20 03:56:00,1.0
PH00857,COMMUNICATED_WITH,PH00613,CDR006850,2026-01-16 15:22:00,1.0
PH00207,COMMUNICATED_WITH,PH00480,CDR006851,2026-01-08 23:03:00,1.0
PH00573,COMMUNICATED_WITH,PH00938,CDR006852,2026-07-29 05:19:00,1.0
PH01190,COMMUNICATED_WITH,PH00373,CDR006853,2026-02-27 14:53:00,1.0
PH00869,COMMUNICATED_WITH,PH00555,CDR006854,2026-01-31 19:36:00,1.0
PH00966,COMMUNICATED_WITH,PH00948,CDR006855,2026-04-11 02:43:00,1.0
PH00662,COMMUNICATED_WITH,PH00651,CDR006856,2026-08-30 03:08:00,1.0
PH00590,COMMUNICATED_WITH,PH00256,CDR006857,2026-03-24 01:42:00,1.0
PH00359,COMMUNICATED_WITH,PH00796,CDR006858,2026-01-23 17:04:00,1.0
PH01076,COMMUNICATED_WITH,PH00496,CDR006859,2026-08-16 12:47:00,1.0
PH00979,COMMUNICATED_WITH,PH00741,CDR006860,2026-02-07 20:56:00,1.0
PH01044,COMMUNICATED_WITH,PH00514,CDR006861,2026-05-15 23:11:00,1.0
PH00926,COMMUNICATED_WITH,PH00025,CDR006862,2026-04-26 12:57:00,1.0
PH00441,COMMUNICATED_WITH,PH00628,CDR006863,2026-04-21 12:29:00,1.0
PH01079,COMMUNICATED_WITH,PH00802,CDR006864,2026-01-08 16:54:00,1.0
PH01074,COMMUNICATED_WITH,PH00518,CDR006865,2026-06-18 13:06:00,1.0
PH01033,COMMUNICATED_WITH,PH00075,CDR006866,2026-07-31 10:23:00,1.0
PH01041,COMMUNICATED_WITH,PH00483,CDR006867,2026-05-12 21:35:00,1.0
PH00751,COMMUNICATED_WITH,PH00571,CDR006868,2026-04-10 13:05:00,1.0
PH00358,COMMUNICATED_WITH,PH00816,CDR006869,2026-08-07 05:25:00,1.0
PH00090,COMMUNICATED_WITH,PH00135,CDR006870,2026-03-07 14:23:00,1.0
PH00916,COMMUNICATED_WITH,PH01130,CDR006871,2026-03-13 10:48:00,1.0
PH00754,COMMUNICATED_WITH,PH00237,CDR006872,2026-05-13 11:25:00,1.0
PH00364,COMMUNICATED_WITH,PH01116,CDR006873,2026-01-14 13:40:00,1.0
PH01139,COMMUNICATED_WITH,PH00157,CDR006874,2026-03-22 15:12:00,1.0
PH00355,COMMUNICATED_WITH,PH01110,CDR006875,2026-02-10 19:55:00,1.0
PH00648,COMMUNICATED_WITH,PH01084,CDR006876,2026-06-01 11:43:00,1.0
PH00225,COMMUNICATED_WITH,PH00967,CDR006877,2026-03-07 04:59:00,1.0
PH01006,COMMUNICATED_WITH,PH01145,CDR006878,2026-07-09 22:59:00,1.0
PH00464,COMMUNICATED_WITH,PH00004,CDR006879,2026-07-29 02:12:00,1.0
PH00324,COMMUNICATED_WITH,PH01048,CDR006880,2026-02-20 15:57:00,1.0
PH00654,COMMUNICATED_WITH,PH01024,CDR006881,2026-06-24 20:51:00,1.0
PH00905,COMMUNICATED_WITH,PH00586,CDR006882,2026-05-01 09:55:00,1.0
PH00940,COMMUNICATED_WITH,PH00434,CDR006883,2026-07-09 22:40:00,1.0
PH00704,COMMUNICATED_WITH,PH00159,CDR006884,2026-07-27 18:01:00,1.0
PH01083,COMMUNICATED_WITH,PH00827,CDR006885,2026-04-16 21:54:00,1.0
PH01016,COMMUNICATED_WITH,PH00797,CDR006886,2026-02-08 20:02:00,1.0
PH00830,COMMUNICATED_WITH,PH00823,CDR006887,2026-03-28 21:38:00,1.0
PH00962,COMMUNICATED_WITH,PH00147,CDR006888,2026-08-22 09:28:00,1.0
PH00440,COMMUNICATED_WITH,PH00338,CDR006889,2026-07-24 04:58:00,1.0
PH00138,COMMUNICATED_WITH,PH00769,CDR006890,2026-08-18 07:18:00,1.0
PH00300,COMMUNICATED_WITH,PH00045,CDR006891,2026-08-18 20:42:00,1.0
PH00872,COMMUNICATED_WITH,PH01060,CDR006892,2026-07-27 10:54:00,1.0
PH00070,COMMUNICATED_WITH,PH00586,CDR006893,2026-05-15 02:32:00,1.0
PH00375,COMMUNICATED_WITH,PH00350,CDR006894,2026-07-07 00:37:00,1.0
PH01160,COMMUNICATED_WITH,PH01046,CDR006895,2026-06-15 16:25:00,1.0
PH01170,COMMUNICATED_WITH,PH00960,CDR006896,2026-08-06 12:23:00,1.0
PH00754,COMMUNICATED_WITH,PH01129,CDR006897,2026-01-03 19:36:00,1.0
PH00180,COMMUNICATED_WITH,PH01018,CDR006898,2026-08-28 09:15:00,1.0
PH01137,COMMUNICATED_WITH,PH00466,CDR006899,2026-01-08 02:42:00,1.0
PH00404,COMMUNICATED_WITH,PH00595,CDR006900,2026-05-01 17:56:00,1.0
PH00263,COMMUNICATED_WITH,PH00224,CDR006901,2026-03-05 02:25:00,1.0
PH00504,COMMUNICATED_WITH,PH00334,CDR006902,2026-03-28 19:06:00,1.0
PH01176,COMMUNICATED_WITH,PH00947,CDR006903,2026-08-01 23:58:00,1.0
PH00511,COMMUNICATED_WITH,PH00927,CDR006904,2026-07-21 07:47:00,1.0
PH00763,COMMUNICATED_WITH,PH00395,CDR006905,2026-04-23 01:51:00,1.0
PH00332,COMMUNICATED_WITH,PH00907,CDR006906,2026-08-05 04:56:00,1.0
PH00535,COMMUNICATED_WITH,PH00681,CDR006907,2026-07-08 02:06:00,1.0
PH01080,COMMUNICATED_WITH,PH00707,CDR006908,2026-04-07 12:05:00,1.0
PH00104,COMMUNICATED_WITH,PH00504,CDR006909,2026-08-24 12:36:00,1.0
PH00977,COMMUNICATED_WITH,PH00768,CDR006910,2026-07-06 12:25:00,1.0
PH00361,COMMUNICATED_WITH,PH00869,CDR006911,2026-08-25 09:35:00,1.0
PH00232,COMMUNICATED_WITH,PH00988,CDR006912,2026-03-18 04:59:00,1.0
PH01082,COMMUNICATED_WITH,PH00616,CDR006913,2026-01-30 04:13:00,1.0
PH01004,COMMUNICATED_WITH,PH00843,CDR006914,2026-02-11 03:40:00,1.0
PH00054,COMMUNICATED_WITH,PH00821,CDR006915,2026-04-05 18:22:00,1.0
PH00215,COMMUNICATED_WITH,PH01042,CDR006916,2026-01-20 22:21:00,1.0
PH00619,COMMUNICATED_WITH,PH01175,CDR006917,2026-06-02 13:45:00,1.0
PH01095,COMMUNICATED_WITH,PH00778,CDR006918,2026-07-29 04:01:00,1.0
PH01133,COMMUNICATED_WITH,PH01036,CDR006919,2026-04-12 07:46:00,1.0
PH01031,COMMUNICATED_WITH,PH00299,CDR006920,2026-06-08 08:20:00,1.0
PH00263,COMMUNICATED_WITH,PH00368,CDR006921,2026-04-03 19:44:00,1.0
PH00260,COMMUNICATED_WITH,PH00861,CDR006922,2026-07-30 10:42:00,1.0
PH00776,COMMUNICATED_WITH,PH00769,CDR006923,2026-03-26 22:40:00,1.0
PH00575,COMMUNICATED_WITH,PH00985,CDR006924,2026-04-01 14:04:00,1.0
PH01127,COMMUNICATED_WITH,PH00156,CDR006925,2026-06-05 18:21:00,1.0
PH01133,COMMUNICATED_WITH,PH00358,CDR006926,2026-07-10 20:03:00,1.0
PH00197,COMMUNICATED_WITH,PH00090,CDR006927,2026-06-30 04:11:00,1.0
PH01130,COMMUNICATED_WITH,PH00109,CDR006928,2026-08-20 21:45:00,1.0
PH00404,COMMUNICATED_WITH,PH00647,CDR006929,2026-02-02 14:37:00,1.0
PH00132,COMMUNICATED_WITH,PH00088,CDR006930,2026-05-19 00:15:00,1.0
PH00824,COMMUNICATED_WITH,PH01155,CDR006931,2026-04-25 01:15:00,1.0
PH01062,COMMUNICATED_WITH,PH00298,CDR006932,2026-05-13 16:51:00,1.0
PH01056,COMMUNICATED_WITH,PH00095,CDR006933,2026-08-22 21:54:00,1.0
PH00258,COMMUNICATED_WITH,PH00756,CDR006934,2026-05-31 04:30:00,1.0
PH00496,COMMUNICATED_WITH,PH00440,CDR006935,2026-06-08 09:13:00,1.0
PH00654,COMMUNICATED_WITH,PH00815,CDR006936,2026-01-03 11:59:00,1.0
PH00103,COMMUNICATED_WITH,PH00074,CDR006937,2026-08-15 09:43:00,1.0
PH00778,COMMUNICATED_WITH,PH00682,CDR006938,2026-01-25 16:36:00,1.0
PH00919,COMMUNICATED_WITH,PH00761,CDR006939,2026-07-09 07:34:00,1.0
PH00104,COMMUNICATED_WITH,PH01198,CDR006940,2026-03-03 13:46:00,1.0
PH00089,COMMUNICATED_WITH,PH00656,CDR006941,2026-06-30 15:29:00,1.0
PH00437,COMMUNICATED_WITH,PH00349,CDR006942,2026-01-01 05:28:00,1.0
PH00187,COMMUNICATED_WITH,PH00228,CDR006943,2026-07-28 03:05:00,1.0
PH00147,COMMUNICATED_WITH,PH01196,CDR006944,2026-08-25 20:48:00,1.0
PH01024,COMMUNICATED_WITH,PH00693,CDR006945,2026-04-03 17:04:00,1.0
PH01070,COMMUNICATED_WITH,PH00154,CDR006946,2026-06-23 14:23:00,1.0
PH00840,COMMUNICATED_WITH,PH00269,CDR006947,2026-04-23 05:34:00,1.0
PH00608,COMMUNICATED_WITH,PH00468,CDR006948,2026-05-06 17:57:00,1.0
PH00403,COMMUNICATED_WITH,PH00241,CDR006949,2026-03-12 05:46:00,1.0
PH01123,COMMUNICATED_WITH,PH00781,CDR006950,2026-03-02 09:52:00,1.0
PH00119,COMMUNICATED_WITH,PH00358,CDR006951,2026-06-09 10:11:00,1.0
PH00803,COMMUNICATED_WITH,PH00954,CDR006952,2026-07-18 17:54:00,1.0
PH00449,COMMUNICATED_WITH,PH01158,CDR006953,2026-02-08 02:05:00,1.0
PH00943,COMMUNICATED_WITH,PH01113,CDR006954,2026-01-01 23:22:00,1.0
PH01066,COMMUNICATED_WITH,PH01056,CDR006955,2026-03-11 14:16:00,1.0
PH01170,COMMUNICATED_WITH,PH00252,CDR006956,2026-08-27 11:05:00,1.0
PH00305,COMMUNICATED_WITH,PH00921,CDR006957,2026-08-14 23:12:00,1.0
PH00664,COMMUNICATED_WITH,PH00471,CDR006958,2026-08-28 21:21:00,1.0
PH00256,COMMUNICATED_WITH,PH00117,CDR006959,2026-05-09 09:15:00,1.0
PH00359,COMMUNICATED_WITH,PH00941,CDR006960,2026-01-17 14:38:00,1.0
PH00275,COMMUNICATED_WITH,PH00811,CDR006961,2026-05-11 15:22:00,1.0
