transaction_id,from_account_id,to_account_id,amount,timestamp,channel,location_id
TX000690,ACC00472,ACC00310,6982.04,2026-01-07 11:31:00,bank,LOC0058
TX000691,ACC00371,ACC01052,1902.88,2026-03-20 13:05:00,wallet,LOC0115
TX000692,ACC00184,ACC00245,7331.01,2026-04-30 09:45:00,bank,LOC0011
TX000693,ACC00282,ACC01047,4374.37,2026-03-25 23:10:00,upi,LOC0030
TX000694,ACC00112,ACC01148,9301.15,2026-02-13 07:15:00,bank,LOC0112
TX000695,ACC00829,ACC00831,8598.77,2026-06-23 07:48:00,cash_deposit,LOC0075
TX000696,ACC00254,ACC00547,11222.93,2026-05-14 05:37:00,bank,LOC0044
TX000697,ACC00093,ACC00703,1746.65,2026-02-08 08:15:00,wallet,LOC0036
TX000698,ACC00373,ACC00017,10675.32,2026-02-22 04:18:00,cash_deposit,LOC0138
TX000699,ACC00905,ACC01076,5368.04,2026-07-06 10:36:00,upi,LOC0177
TX000700,ACC00699,ACC00397,21659.75,2026-08-28 18:41:00,wallet,LOC0100
TX000701,ACC00431,ACC01113,11154.26,2026-05-10 22:45:00,wallet,LOC0123
TX000702,ACC00831,ACC00853,37481.25,2026-01-24 14:18:00,wallet,LOC0091
TX000703,ACC00242,ACC00667,7447.05,2026-07-01 01:21:00,cash_deposit,LOC0130
TX000704,ACC00929,ACC01196,1677.92,2026-07-24 03:12:00,cash_deposit,LOC0097
TX000705,ACC00508,ACC00020,1505.67,2026-07-23 11:06:00,wallet,LOC0113
TX000706,ACC00104,ACC00285,2300.45,2026-07-11 13:14:00,upi,LOC0089
TX000707,ACC00485,ACC00533,3302.64,2026-01-18 13:26:00,cash_deposit,LOC0014
TX000708,ACC00973,ACC01026,39175.25,2026-05-28 04:22:00,cash_deposit,LOC0041
TX000709,ACC00608,ACC01142,5332.32,2026-01-24 09:35:00,wallet,LOC0130
TX000710,ACC00218,ACC00243,9740.1,2026-04-11 04:36:00,wallet,LOC0079
TX000711,ACC00101,ACC00356,1110.66,2026-05-25 04:51:00,upi,LOC0164
TX000712,ACC01078,ACC01136,6633.73,2026-01-22 06:54:00,bank,LOC0108
TX000713,ACC01055,ACC01075,1812.48,2026-05-02 15:32:00,cash_deposit,LOC0101
TX000714,ACC00905,ACC01195,8746.59,2026-07-27 08:38:00,cash_deposit,LOC0035
TX000715,ACC01185,ACC00974,3312.41,2026-01-04 00:50:00,bank,LOC0178
TX000716,ACC00514,ACC00500,37210.26,2026-07-12 12:52:00,cash_deposit,LOC0069
TX000717,ACC00390,ACC01021,22651.31,2026-03-28 08:14:00,cash_deposit,LOC0101
TX000718,ACC01157,ACC00617,6733.68,2026-01-19 09:37:00,bank,LOC0100
TX000719,ACC00251,ACC00026,5561.07,2026-04-03 22:40:00,bank,LOC0095
TX000720,ACC00531,ACC00706,13882.36,2026-01-31 07:31:00,cash_deposit,LOC0057
TX000721,ACC00466,ACC00363,18330.95,2026-05-06 17:32:00,wallet,LOC0002
TX000722,ACC00137,ACC01140,16443.51,2026-03-01 10:55:00,bank,LOC0143
TX000723,ACC00528,ACC00605,3657.79,2026-01-24 09:14:00,upi,LOC0049
TX000724,ACC00019,ACC01182,3878.3,2026-05-13 14:20:00,wallet,LOC0124
TX000725,ACC00737,ACC01060,3927.09,2026-05-01 20:40:00,cash_deposit,LOC0135
TX000726,ACC00588,ACC00929,2818.56,2026-08-19 19:56:00,cash_deposit,LOC0179
TX000727,ACC00258,ACC01135,11932.73,2026-04-05 00:47:00,upi,LOC0115
TX000728,ACC00025,ACC00984,2446.95,2026-05-06 09:24:00,bank,LOC0068
TX000729,ACC00796,ACC00846,16591.99,2026-07-16 22:23:00,upi,LOC0104
TX000730,ACC00548,ACC00861,5526.31,2026-06-30 05:11:00,wallet,LOC0114
TX000731,ACC00304,ACC00679,12885.66,2026-03-15 22:47:00,wallet,LOC0078
TX000732,ACC00745,ACC00405,2121.81,2026-08-16 11:03:00,upi,LOC0129
TX000733,ACC00284,ACC00453,14519.6,2026-01-24 22:59:00,bank,LOC0058
TX000734,ACC01078,ACC00006,7029.51,2026-06-21 19:55:00,cash_deposit,LOC0105
TX000735,ACC00271,ACC00724,16475.05,2026-05-28 11:42:00,wallet,LOC0039
TX000736,ACC00095,ACC01021,4518.77,2026-05-25 19:46:00,bank,LOC0041
TX000737,ACC00182,ACC01061,12570.68,2026-03-08 19:32:00,cash_deposit,LOC0166
TX000738,ACC01003,ACC00043,1029.3,2026-02-16 17:56:00,bank,LOC0120
TX000739,ACC00876,ACC00879,5068.65,2026-01-23 13:34:00,upi,LOC0123
TX000740,ACC00741,ACC00656,49808.26,2026-06-11 05:16:00,cash_deposit,LOC0112
TX000741,ACC00603,ACC00539,13415.47,2026-04-13 12:16:00,cash_deposit,LOC0108
TX000742,ACC00014,ACC00258,27433.97,2026-07-03 19:02:00,wallet,LOC0073
TX000743,ACC00081,ACC00386,2581.04,2026-02-20 19:50:00,upi,LOC0013
TX000744,ACC01177,ACC00678,2839.49,2026-03-13 13:26:00,cash_deposit,LOC0140
TX000745,ACC00666,ACC00346,3640.86,2026-07-04 04:30:00,bank,LOC0033
TX000746,ACC00689,ACC00425,7230.99,2026-02-11 02:48:00,cash_deposit,LOC0025
TX000747,ACC00768,ACC00130,4198.3,2026-05-02 16:04:00,upi,LOC0015
TX000748,ACC00720,ACC01061,24625.15,2026-04-17 16:28:00,cash_deposit,LOC0095
TX000749,ACC01003,ACC00357,18712.07,2026-01-15 11:50:00,bank,LOC0138
TX000750,ACC00644,ACC00223,4961.74,2026-06-14 09:06:00,cash_deposit,LOC0079
TX000751,ACC00028,ACC00777,65563.1,2026-06-10 08:28:00,upi,LOC0117
TX000752,ACC00658,ACC00602,10753.19,2026-04-11 09:14:00,bank,LOC0012
TX000753,ACC00222,ACC01139,2308.21,2026-02-14 17:00:00,upi,LOC0085
TX000754,ACC00860,ACC00746,5700.31,2026-01-05 23:13:00,cash_deposit,LOC0036
TX000755,ACC00795,ACC00298,10774.87,2026-05-28 13:33:00,bank,LOC0105
TX000756,ACC00493,ACC00743,15009.15,2026-02-26 07:47:00,wallet,LOC0085
TX000757,ACC00245,ACC00336,12793.23,2026-03-26 23:35:00,cash_deposit,LOC0177
TX000758,ACC01199,ACC00094,4984.22,2026-01-31 04:16:00,wallet,LOC0151
TX000759,ACC01200,ACC00250,13480.1,2026-04-30 20:45:00,wallet,LOC0173
TX000760,ACC00758,ACC00506,6330.93,2026-03-21 21:05:00,upi,LOC0172
TX000761,ACC01182,ACC00030,3045.74,2026-06-27 02:25:00,cash_deposit,LOC0056
TX000762,ACC01168,ACC01149,4554.31,2026-02-06 19:49:00,wallet,LOC0044
TX000763,ACC00229,ACC00582,8537.59,2026-07-15 23:29:00,bank,LOC0113
TX000764,ACC00765,ACC00009,33306.68,2026-04-12 14:52:00,bank,LOC0055
TX000765,ACC01184,ACC00461,13541.54,2026-08-29 14:46:00,wallet,LOC0173
TX000766,ACC00015,ACC00096,17472.86,2026-03-30 04:26:00,cash_deposit,LOC0050
TX000767,ACC00588,ACC00503,3901.46,2026-02-08 21:20:00,bank,LOC0104
TX000768,ACC00628,ACC00613,4104.54,2026-07-27 04:00:00,bank,LOC0174
TX000769,ACC00929,ACC00862,4808.13,2026-07-30 20:28:00,cash_deposit,LOC0068
TX000770,ACC01140,ACC00419,4645.71,2026-01-23 20:32:00,bank,LOC0173
TX000771,ACC01079,ACC00921,31558.85,2026-05-30 07:53:00,upi,LOC0065
TX000772,ACC00947,ACC00901,2484.16,2026-07-03 06:18:00,cash_deposit,LOC0118
TX000773,ACC00842,ACC00763,5162.28,2026-01-22 11:30:00,wallet,LOC0118
TX000774,ACC00778,ACC00348,5343.04,2026-07-21 22:20:00,wallet,LOC0147
TX000775,ACC00938,ACC00735,7788.93,2026-02-23 17:33:00,upi,LOC0018
TX000776,ACC00748,ACC01050,25180.89,2026-05-17 00:36:00,bank,LOC0035
TX000777,ACC01007,ACC00056,2597.35,2026-04-06 06:41:00,upi,LOC0130
TX000778,ACC00584,ACC00370,4106.24,2026-01-13 03:57:00,wallet,LOC0120
TX000779,ACC00975,ACC01025,3612.25,2026-04-27 06:22:00,bank,LOC0115
TX000780,ACC00663,ACC00382,4236.44,2026-01-31 05:06:00,bank,LOC0072
TX000781,ACC00567,ACC00445,18321.48,2026-08-31 15:36:00,cash_deposit,LOC0154
TX000782,ACC00672,ACC00124,9398.79,2026-04-07 09:23:00,bank,LOC0097
TX000783,ACC00992,ACC00726,5617.84,2026-05-15 10:44:00,wallet,LOC0101
TX000784,ACC01077,ACC00478,4556.04,2026-04-27 02:18:00,wallet,LOC0008
TX000785,ACC00515,ACC00563,5874.46,2026-07-23 15:31:00,bank,LOC0057
TX000786,ACC00323,ACC01138,5585.86,2026-02-08 00:46:00,cash_deposit,LOC0065
TX000787,ACC01133,ACC00428,3064.63,2026-06-23 12:36:00,wallet,LOC0003
TX000788,ACC00303,ACC00601,28295.08,2026-03-09 13:42:00,upi,LOC0146
TX000789,ACC00468,ACC00315,52299.75,2026-03-22 21:21:00,upi,LOC0032
TX000790,ACC00665,ACC00817,10982.12,2026-07-04 13:12:00,cash_deposit,LOC0137
TX000791,ACC00360,ACC01064,3838.8,2026-06-30 18:29:00,wallet,LOC0097
TX000792,ACC00799,ACC00748,12491.29,2026-04-29 01:18:00,upi,LOC0017
TX000793,ACC00190,ACC00175,14715.13,2026-08-03 15:05:00,bank,LOC0083
TX000794,ACC00205,ACC01173,4312.5,2026-05-30 08:11:00,bank,LOC0118
TX000795,ACC00746,ACC00214,1576.92,2026-01-23 18:10:00,cash_deposit,LOC0122
TX000796,ACC00683,ACC00310,5712.52,2026-08-08 05:16:00,cash_deposit,LOC0141
TX000797,ACC00376,ACC00982,4219.21,2026-08-15 20:36:00,bank,LOC0060
TX000798,ACC01114,ACC01045,42786.82,2026-02-04 17:15:00,bank,LOC0105
TX000799,ACC00478,ACC00849,32529.25,2026-07-20 13:36:00,upi,LOC0068
TX000800,ACC01063,ACC01194,8597.25,2026-02-24 12:22:00,bank,LOC0091
TX000801,ACC00707,ACC00945,59510.7,2026-07-18 16:59:00,upi,LOC0036
TX000802,ACC00827,ACC00684,16796.74,2026-04-28 23:31:00,cash_deposit,LOC0052
TX000803,ACC00216,ACC01165,3139.93,2026-04-30 02:36:00,wallet,LOC0153
TX000804,ACC00066,ACC00045,8170.82,2026-06-26 20:30:00,wallet,LOC0019
TX000805,ACC01103,ACC00608,4803.39,2026-01-28 09:48:00,upi,LOC0123
TX000806,ACC01001,ACC00008,21428.19,2026-04-27 22:32:00,cash_deposit,LOC0011
TX000807,ACC00339,ACC00343,6538.47,2026-02-26 08:52:00,cash_deposit,LOC0065
TX000808,ACC00317,ACC01188,5823.4,2026-06-18 11:39:00,wallet,LOC0124
TX000809,ACC00819,ACC01068,5953.02,2026-08-12 09:26:00,upi,LOC0009
TX000810,ACC00277,ACC00479,8538.58,2026-03-14 23:26:00,cash_deposit,LOC0053
TX000811,ACC00626,ACC00398,5909.19,2026-05-03 05:15:00,cash_deposit,LOC0130
TX000812,ACC00770,ACC00412,26546.69,2026-03-23 20:46:00,upi,LOC0009
TX000813,ACC00741,ACC00216,4248.76,2026-08-08 18:40:00,bank,LOC0038
TX000814,ACC00465,ACC00107,1943.59,2026-05-21 12:09:00,upi,LOC0121
TX000815,ACC00970,ACC01081,14625.15,2026-02-03 07:24:00,wallet,LOC0045
TX000816,ACC00905,ACC00219,24293.73,2026-08-05 14:56:00,cash_deposit,LOC0064
TX000817,ACC01190,ACC00537,21828.48,2026-06-30 19:13:00,wallet,LOC0085
TX000818,ACC01047,ACC01045,7921.98,2026-04-04 12:13:00,wallet,LOC0170
TX000819,ACC00230,ACC00351,73408.34,2026-03-12 05:38:00,cash_deposit,LOC0174
TX000820,ACC01142,ACC01013,2103.91,2026-05-22 15:38:00,bank,LOC0050
TX000821,ACC00852,ACC00883,21081.87,2026-03-25 14:10:00,upi,LOC0080
TX000822,ACC00488,ACC01124,1181.8,2026-01-21 04:20:00,cash_deposit,LOC0119
TX000823,ACC00246,ACC01080,2900.11,2026-01-21 11:48:00,bank,LOC0005
TX000824,ACC00991,ACC00982,30689.5,2026-08-15 23:04:00,upi,LOC0120
TX000825,ACC00133,ACC00892,2270.72,2026-05-10 13:06:00,upi,LOC0091
TX000826,ACC00151,ACC00648,6393.95,2026-08-11 11:54:00,upi,LOC0013
TX000827,ACC00213,ACC00348,14506.4,2026-07-26 02:11:00,bank,LOC0035
TX000828,ACC01087,ACC01086,2426.95,2026-07-31 01:14:00,bank,LOC0055
TX000829,ACC00193,ACC01080,6186.33,2026-04-21 10:43:00,cash_deposit,LOC0015
TX000830,ACC00748,ACC00433,1007.85,2026-08-28 18:48:00,upi,LOC0047
TX000831,ACC01100,ACC01181,4373.63,2026-01-15 11:41:00,bank,LOC0098
TX000832,ACC00997,ACC00367,9928.24,2026-08-09 22:50:00,wallet,LOC0032
TX000833,ACC00954,ACC00341,16954.38,2026-06-03 07:23:00,upi,LOC0043
TX000834,ACC01112,ACC00974,13952.13,2026-02-18 16:55:00,upi,LOC0007
TX000835,ACC00464,ACC00753,3489.73,2026-06-08 09:32:00,upi,LOC0080
TX000836,ACC01101,ACC00998,2546.27,2026-05-13 16:58:00,wallet,LOC0068
TX000837,ACC00037,ACC01050,18740.42,2026-06-04 05:02:00,wallet,LOC0136
TX000838,ACC00104,ACC00960,18572.07,2026-06-02 12:14:00,wallet,LOC0071
TX000839,ACC01164,ACC00774,11315.3,2026-03-26 00:45:00,wallet,LOC0095
TX000840,ACC00875,ACC00241,47286.91,2026-08-12 11:07:00,wallet,LOC0070
TX000841,ACC01048,ACC00851,2603.77,2026-03-28 05:21:00,upi,LOC0042
TX000842,ACC00720,ACC00765,31395.69,2026-01-16 12:46:00,bank,LOC0021
TX000843,ACC00153,ACC00719,11336.1,2026-04-13 10:05:00,cash_deposit,LOC0088
TX000844,ACC00295,ACC00371,4694.41,2026-03-10 07:31:00,upi,LOC0054
TX000845,ACC00962,ACC00382,15713.85,2026-02-02 03:19:00,wallet,LOC0053
TX000846,ACC00160,ACC01023,8720.93,2026-07-22 09:18:00,wallet,LOC0139
TX000847,ACC00409,ACC00608,3522.54,2026-03-07 18:33:00,upi,LOC0149
TX000848,ACC01120,ACC00142,4016.77,2026-06-30 18:16:00,wallet,LOC0172
TX000849,ACC00488,ACC01118,6219.74,2026-07-21 12:46:00,upi,LOC0147
TX000850,ACC00902,ACC00075,6331.8,2026-06-08 09:29:00,bank,LOC0068
TX000851,ACC00849,ACC01164,8750.87,2026-05-27 01:13:00,upi,LOC0086
TX000852,ACC00640,ACC00440,2780.07,2026-08-19 05:48:00,upi,LOC0098
TX000853,ACC00385,ACC00057,1688.69,2026-08-30 03:21:00,cash_deposit,LOC0133
TX000854,ACC00120,ACC00343,9237.3,2026-08-22 21:37:00,upi,LOC0133
TX000855,ACC00156,ACC00436,7429.23,2026-06-12 00:48:00,wallet,LOC0043
TX000856,ACC00745,ACC00262,20573.14,2026-04-24 15:53:00,upi,LOC0160
TX000857,ACC01047,ACC00432,30557.79,2026-06-24 17:04:00,bank,LOC0047
TX000858,ACC00748,ACC00487,1843.56,2026-02-07 22:51:00,cash_deposit,LOC0039
TX000859,ACC00797,ACC01092,8736.04,2026-02-14 16:24:00,wallet,LOC0173
TX000860,ACC00921,ACC00455,86028.4,2026-01-25 22:40:00,upi,LOC0146
TX000861,ACC00463,ACC00517,2820.97,2026-08-08 01:20:00,bank,LOC0164
TX000862,ACC00479,ACC00716,6243.73,2026-01-03 05:31:00,bank,LOC0043
TX000863,ACC00168,ACC00525,10067.82,2026-03-22 21:36:00,cash_deposit,LOC0033
TX000864,ACC00895,ACC00007,8353.95,2026-05-21 15:32:00,cash_deposit,LOC0123
TX000865,ACC00521,ACC00085,12282.83,2026-01-06 02:58:00,wallet,LOC0030
TX000866,ACC00386,ACC00165,16196.31,2026-04-03 22:27:00,bank,LOC0032
TX000867,ACC00081,ACC00832,2082.09,2026-02-09 14:02:00,bank,LOC0112
TX000868,ACC00627,ACC00609,48318.37,2026-01-30 17:20:00,cash_deposit,LOC0155
TX000869,ACC00838,ACC00104,3377.3,2026-05-05 06:18:00,cash_deposit,LOC0170
TX000870,ACC00378,ACC00083,18209.69,2026-07-13 10:41:00,bank,LOC0005
TX000871,ACC01094,ACC00221,64277.6,2026-07-03 04:22:00,bank,LOC0038
TX000872,ACC00543,ACC00488,14195.18,2026-06-17 03:30:00,wallet,LOC0072
TX000873,ACC00630,ACC00482,12199.23,2026-06-05 10:07:00,cash_deposit,LOC0080
TX000874,ACC00491,ACC00727,6844.94,2026-07-12 23:16:00,bank,LOC0072
TX000875,ACC00442,ACC00484,2729.43,2026-07-09 21:38:00,bank,LOC0063
TX000876,ACC01078,ACC00754,11209.07,2026-02-14 02:34:00,bank,LOC0167
TX000877,ACC00122,ACC00286,4034.35,2026-07-22 07:07:00,wallet,LOC0090
TX000878,ACC00673,ACC00041,12666.51,2026-05-30 13:13:00,upi,LOC0077
TX000879,ACC00249,ACC01193,4513.67,2026-04-21 06:27:00,wallet,LOC0169
TX000880,ACC01151,ACC00712,8151.66,2026-03-04 02:45:00,wallet,LOC0068
TX000881,ACC00742,ACC00297,901.72,2026-07-16 21:12:00,wallet,LOC0006
TX000882,ACC00465,ACC01177,12460.51,2026-06-14 20:49:00,wallet,LOC0005
TX000883,ACC01149,ACC00953,10953.08,2026-08-01 19:18:00,wallet,LOC0163
TX000884,ACC00233,ACC00881,5253.15,2026-02-21 14:56:00,bank,LOC0059
TX000885,ACC00363,ACC00350,8805.89,2026-06-02 08:25:00,wallet,LOC0093
TX000886,ACC00255,ACC00270,7342.49,2026-04-29 14:58:00,bank,LOC0149
TX000887,ACC00675,ACC00519,9307.1,2026-05-05 16:18:00,wallet,LOC0156
TX000888,ACC00187,ACC00419,22544.12,2026-04-29 08:23:00,bank,LOC0102
TX000889,ACC01143,ACC01049,5440.95,2026-02-27 17:46:00,cash_deposit,LOC0131
TX000890,ACC00242,ACC00905,14526.82,2026-06-18 17:11:00,bank,LOC0012
TX000891,ACC00070,ACC01099,4362.92,2026-03-07 10:40:00,wallet,LOC0097
TX000892,ACC00107,ACC00670,29478.92,2026-01-30 18:48:00,upi,LOC0067
TX000893,ACC00860,ACC00948,35736.44,2026-03-23 01:00:00,wallet,LOC0152
TX000894,ACC00793,ACC00843,3542.92,2026-03-30 09:44:00,wallet,LOC0056
TX000895,ACC00771,ACC00583,12814.21,2026-04-01 06:41:00,wallet,LOC0073
TX000896,ACC01085,ACC00068,4805.31,2026-08-25 03:37:00,cash_deposit,LOC0142
TX000897,ACC00947,ACC00458,11131.16,2026-02-01 22:40:00,bank,LOC0101
TX000898,ACC00562,ACC00493,4814.49,2026-03-09 23:48:00,upi,LOC0100
TX000899,ACC00253,ACC00759,14945.49,2026-03-09 09:53:00,bank,LOC0149
TX000900,ACC00421,ACC00837,8757.36,2026-05-27 06:58:00,upi,LOC0009
TX000901,ACC00091,ACC00459,2291.25,2026-02-07 07:12:00,upi,LOC0116
TX000902,ACC00901,ACC00343,8654.28,2026-07-26 13:30:00,bank,LOC0168
TX000903,ACC00399,ACC01133,16916.03,2026-03-13 02:09:00,wallet,LOC0166
TX000904,ACC00629,ACC01025,5203.19,2026-02-18 18:06:00,cash_deposit,LOC0010
TX000905,ACC00201,ACC00396,4328.76,2026-01-29 19:48:00,cash_deposit,LOC0009
TX000906,ACC00139,ACC00008,4420.26,2026-08-20 15:03:00,cash_deposit,LOC0117
TX000907,ACC00320,ACC01186,3451.43,2026-05-25 05:24:00,bank,LOC0057
TX000908,ACC00838,ACC01179,4885.79,2026-03-30 13:40:00,cash_deposit,LOC0111
TX000909,ACC00584,ACC00888,4516.09,2026-06-08 04:59:00,cash_deposit,LOC0092
TX000910,ACC00899,ACC00669,2271.89,2026-03-27 07:04:00,wallet,LOC0094
TX000911,ACC00317,ACC00726,13890.45,2026-06-21 23:34:00,upi,LOC0154
TX000912,ACC01039,ACC00352,8507.69,2026-04-17 08:38:00,upi,LOC0140
TX000913,ACC00514,ACC00282,18047.5,2026-08-15 15:28:00,upi,LOC0019
TX000914,ACC00740,ACC00983,17784.31,2026-05-29 04:44:00,upi,LOC0060
TX000915,ACC00844,ACC00832,17806.14,2026-03-31 20:02:00,cash_deposit,LOC0128
TX000916,ACC00369,ACC00494,4662.05,2026-06-19 17:27:00,cash_deposit,LOC0179
TX000917,ACC00045,ACC00163,5446.7,2026-04-03 23:36:00,upi,LOC0014
TX000918,ACC01115,ACC00224,15094.21,2026-07-02 13:46:00,wallet,LOC0123
TX000919,ACC00331,ACC00624,3706.75,2026-04-17 20:57:00,cash_deposit,LOC0072
TX000920,ACC00393,ACC00935,8170.62,2026-05-10 15:47:00,upi,LOC0018
TX000921,ACC00378,ACC00236,8416.0,2026-04-03 02:13:00,cash_deposit,LOC0031
TX000922,ACC00790,ACC00930,11913.31,2026-02-25 00:57:00,bank,LOC0085
TX000923,ACC00986,ACC00395,4828.06,2026-03-09 21:31:00,cash_deposit,LOC0023
TX000924,ACC00942,ACC00570,18271.39,2026-02-17 10:14:00,cash_deposit,LOC0024
TX000925,ACC00429,ACC00661,7030.95,2026-08-27 18:28:00,wallet,LOC0121
TX000926,ACC00494,ACC00965,18398.24,2026-08-31 22:57:00,cash_deposit,LOC0007
TX000927,ACC00420,ACC00662,36088.54,2026-08-13 19:36:00,cash_deposit,LOC0104
TX000928,ACC00759,ACC00682,29966.06,2026-07-13 17:39:00,bank,LOC0033
TX000929,ACC00120,ACC00184,14246.87,2026-03-03 17:35:00,wallet,LOC0152
TX000930,ACC00553,ACC00966,11072.39,2026-04-13 03:08:00,cash_deposit,LOC0008
TX000931,ACC00623,ACC00467,6831.11,2026-02-20 03:59:00,upi,LOC0082
TX000932,ACC00595,ACC00585,13413.18,2026-01-09 19:29:00,upi,LOC0023
TX000933,ACC00773,ACC00065,5279.37,2026-04-13 13:44:00,cash_deposit,LOC0071
TX000934,ACC00139,ACC00482,5212.88,2026-01-29 12:11:00,upi,LOC0167
TX000935,ACC00879,ACC00884,12221.96,2026-07-10 15:24:00,bank,LOC0046
TX000936,ACC00233,ACC00491,4382.14,2026-08-06 21:12:00,cash_deposit,LOC0116
TX000937,ACC00521,ACC01032,5436.74,2026-01-20 07:06:00,upi,LOC0129
TX000938,ACC00523,ACC00555,8866.14,2026-02-14 08:01:00,wallet,LOC0158
TX000939,ACC00923,ACC00058,4646.43,2026-02-20 04:10:00,bank,LOC0006
TX000940,ACC00549,ACC00473,2786.7,2026-06-09 17:44:00,upi,LOC0174
TX000941,ACC00303,ACC01157,7015.99,2026-02-01 13:25:00,upi,LOC0123
TX000942,ACC00251,ACC00235,4046.87,2026-05-21 00:48:00,cash_deposit,LOC0165
TX000943,ACC00514,ACC00022,19109.66,2026-08-28 16:30:00,bank,LOC0160
TX000944,ACC00452,ACC00773,28315.44,2026-03-10 04:39:00,bank,LOC0028
TX000945,ACC00467,ACC00439,4047.91,2026-07-13 04:20:00,cash_deposit,LOC0100
TX000946,ACC00061,ACC00234,36049.94,2026-03-08 18:48:00,bank,LOC0078
TX000947,ACC00881,ACC00214,3232.99,2026-05-09 06:20:00,upi,LOC0083
TX000948,ACC00765,ACC01008,6775.98,2026-01-15 10:13:00,upi,LOC0056
TX000949,ACC00335,ACC00495,6305.81,2026-07-26 10:19:00,upi,LOC0026
TX000950,ACC01134,ACC00184,19013.95,2026-06-04 08:13:00,bank,LOC0102
TX000951,ACC00222,ACC00705,3505.68,2026-02-21 03:48:00,wallet,LOC0004
TX000952,ACC00003,ACC01137,9283.38,2026-05-30 23:17:00,cash_deposit,LOC0072
TX000953,ACC00758,ACC01076,4878.58,2026-04-11 16:07:00,wallet,LOC0116
TX000954,ACC00602,ACC01089,7515.14,2026-04-09 17:57:00,wallet,LOC0142
TX000955,ACC00553,ACC00081,3904.76,2026-04-05 22:36:00,upi,LOC0048
TX000956,ACC00578,ACC00412,22055.41,2026-03-07 21:27:00,bank,LOC0006
TX000957,ACC00716,ACC00312,3125.78,2026-04-13 20:35:00,upi,LOC0023
TX000958,ACC01031,ACC00680,16373.39,2026-07-18 09:39:00,upi,LOC0146
TX000959,ACC00609,ACC00412,21968.39,2026-04-20 12:39:00,bank,LOC0049
TX000960,ACC01106,ACC01194,26929.3,2026-03-25 13:59:00,cash_deposit,LOC0085
TX000961,ACC00974,ACC00172,3817.2,2026-03-12 14:08:00,wallet,LOC0079
TX000962,ACC00248,ACC00016,40788.97,2026-04-18 00:08:00,wallet,LOC0046
TX000963,ACC00897,ACC00442,53697.96,2026-01-19 16:32:00,bank,LOC0011
TX000964,ACC01193,ACC01156,8354.99,2026-02-16 13:12:00,wallet,LOC0109
TX000965,ACC00918,ACC01047,5173.6,2026-04-20 04:45:00,bank,LOC0040
TX000966,ACC00170,ACC00239,7111.45,2026-01-28 19:10:00,wallet,LOC0038
TX000967,ACC00951,ACC01149,3757.25,2026-07-08 08:30:00,bank,LOC0069
TX000968,ACC00784,ACC00276,10130.23,2026-06-04 23:04:00,bank,LOC0143
TX000969,ACC01120,ACC01137,3404.07,2026-05-22 07:37:00,cash_deposit,LOC0150
TX000970,ACC00281,ACC00041,4918.47,2026-04-21 04:04:00,wallet,LOC0095
TX000971,ACC00141,ACC01005,12773.95,2026-03-01 15:57:00,cash_deposit,LOC0119
TX000972,ACC00988,ACC00819,3649.83,2026-01-26 11:54:00,bank,LOC0011
TX000973,ACC00217,ACC00759,16563.28,2026-04-24 07:10:00,wallet,LOC0063
TX000974,ACC00002,ACC00036,42705.45,2026-01-21 12:54:00,upi,LOC0067
TX000975,ACC00845,ACC00988,4796.95,2026-05-09 04:25:00,upi,LOC0124
TX000976,ACC00382,ACC01059,14269.94,2026-02-08 15:55:00,bank,LOC0164
TX000977,ACC00599,ACC00440,11287.52,2026-03-17 16:21:00,wallet,LOC0180
TX000978,ACC00425,ACC00271,5925.28,2026-06-16 20:04:00,wallet,LOC0112
TX000979,ACC00381,ACC00058,21000.47,2026-03-23 17:06:00,wallet,LOC0077
TX000980,ACC00327,ACC00900,25573.3,2026-07-03 13:06:00,upi,LOC0108
TX000981,ACC00616,ACC00935,17428.99,2026-05-14 09:01:00,wallet,LOC0072
TX000982,ACC00586,ACC00150,5617.0,2026-06-06 14:44:00,wallet,LOC0087
TX000983,ACC00150,ACC00901,9913.08,2026-06-06 22:38:00,cash_deposit,LOC0112
TX000984,ACC00427,ACC00551,6484.82,2026-05-07 08:17:00,bank,LOC0039
TX000985,ACC00243,ACC00674,13174.62,2026-03-11 16:32:00,upi,LOC0119
TX000986,ACC01048,ACC01056,24484.41,2026-04-25 10:35:00,bank,LOC0172
TX000987,ACC00190,ACC00605,4214.54,2026-07-17 01:06:00,bank,LOC0180
TX000988,ACC00969,ACC00662,21173.73,2026-08-03 16:40:00,wallet,LOC0122
TX000989,ACC01150,ACC00540,4456.47,2026-03-06 13:06:00,wallet,LOC0136
TX000990,ACC00661,ACC00002,9586.49,2026-07-11 09:54:00,cash_deposit,LOC0095
TX000991,ACC01039,ACC00274,10637.93,2026-07-20 06:25:00,bank,LOC0060
TX000992,ACC01029,ACC00342,16831.72,2026-06-27 06:24:00,upi,LOC0079
TX000993,ACC00236,ACC00790,2558.04,2026-08-23 22:55:00,upi,LOC0062
TX000994,ACC00191,ACC00819,10662.35,2026-04-07 09:20:00,cash_deposit,LOC0023
TX000995,ACC00591,ACC00637,5592.23,2026-07-10 06:46:00,wallet,LOC0114
TX000996,ACC00670,ACC00406,15315.01,2026-04-07 06:46:00,wallet,LOC0036
TX000997,ACC00893,ACC00401,18803.5,2026-02-22 20:39:00,wallet,LOC0035
