account_id,owner_person_id,account_type,institution
ACC00736,P00623,wallet,BANK_B
ACC00737,P00747,wallet,BANK_B
ACC00738,P00444,savings,BANK_B
ACC00739,P00662,wallet,BANK_C
ACC00740,P00468,current,BANK_C
ACC00741,P00439,current,BANK_C
ACC00742,P00930,wallet,BANK_D
ACC00743,P00616,wallet,BANK_B
ACC00744,P00640,wallet,BANK_B
ACC00745,P00664,current,BANK_C
ACC00746,P00278,wallet,BANK_B
ACC00747,P00377,wallet,BANK_A
ACC00748,P00307,savings,BANK_C
ACC00749,P00934,current,BANK_A
ACC00750,P00177,savings,BANK_A
ACC00751,P00402,current,BANK_A
ACC00752,P00109,wallet,BANK_A
ACC00753,P00018,savings,BANK_C
ACC00754,P00935,wallet,BANK_B
ACC00755,P00726,wallet,BANK_B
ACC00756,P00768,wallet,BANK_A
ACC00757,P00785,wallet,BANK_A
ACC00758,P00065,savings,BANK_B
ACC00759,P00840,current,BANK_B
ACC00760,P00133,wallet,BANK_D
ACC00761,P00374,wallet,BANK_A
ACC00762,P00933,current,BANK_C
ACC00763,P00261,savings,BANK_B
ACC00764,P00223,current,BANK_B
ACC00765,P00692,savings,BANK_B
ACC00766,P00815,current,BANK_A
ACC00767,P00797,savings,BANK_A
ACC00768,P00830,current,BANK_C
ACC00769,P00858,savings,BANK_C
ACC00770,P00060,current,BANK_D
ACC00771,P00806,current,BANK_C
ACC00772,P00347,wallet,BANK_D
ACC00773,P00031,current,BANK_B
ACC00774,P00420,savings,BANK_B
ACC00775,P00757,savings,BANK_D
ACC00776,P00760,savings,BANK_D
ACC00777,P00660,savings,BANK_C
ACC00778,P00185,current,BANK_C
ACC00779,P00345,wallet,BANK_C
ACC00780,P00711,wallet,BANK_D
ACC00781,P00982,current,BANK_A
ACC00782,P00819,wallet,BANK_C
ACC00783,P00891,current,BANK_C
ACC00784,P00168,wallet,BANK_C
ACC00785,P00297,wallet,BANK_A
ACC00786,P00801,savings,BANK_D
ACC00787,P00576,savings,BANK_B
ACC00788,P00970,savings,BANK_A
ACC00789,P00699,current,BANK_D
ACC00790,P00101,wallet,BANK_D
ACC00791,P00458,savings,BANK_C
ACC00792,P00205,current,BANK_A
ACC00793,P00476,wallet,BANK_D
ACC00794,P00652,savings,BANK_C
ACC00795,P00572,savings,BANK_C
ACC00796,P00715,current,BANK_C
ACC00797,P00567,wallet,BANK_B
ACC00798,P00572,current,BANK_A
ACC00799,P00414,current,BANK_D
ACC00800,P00595,current,BANK_C
ACC00801,P00681,savings,BANK_C
ACC00802,P00749,savings,BANK_D
ACC00803,P00382,current,BANK_A
ACC00804,P00659,current,BANK_D
ACC00805,P00495,current,BANK_A
ACC00806,P00165,wallet,BANK_B
ACC00807,P00313,current,BANK_B
ACC00808,P00601,current,BANK_C
ACC00809,P00941,savings,BANK_D
ACC00810,P00995,savings,BANK_D
ACC00811,P00235,current,BANK_C
ACC00812,P00973,current,BANK_B
ACC00813,P00165,wallet,BANK_A
ACC00814,P00048,wallet,BANK_B
ACC00815,P00503,savings,BANK_C
ACC00816,P00550,current,BANK_D
ACC00817,P00533,savings,BANK_D
ACC00818,P00381,savings,BANK_C
ACC00819,P00380,wallet,BANK_B
ACC00820,P00581,current,BANK_C
ACC00821,P00962,savings,BANK_D
ACC00822,P00518,savings,BANK_C
ACC00823,P00967,savings,BANK_D
ACC00824,P00795,current,BANK_D
ACC00825,P00817,savings,BANK_B
ACC00826,P00460,savings,BANK_D
ACC00827,P00382,current,BANK_B
ACC00828,P00378,savings,BANK_B
ACC00829,P00368,savings,BANK_D
ACC00830,P00714,wallet,BANK_A
ACC00831,P00019,wallet,BANK_B
ACC00832,P00388,wallet,BANK_A
ACC00833,P00454,current,BANK_B
ACC00834,P00486,wallet,BANK_D
ACC00835,P00954,wallet,BANK_A
ACC00836,P00555,wallet,BANK_B
ACC00837,P00335,savings,BANK_D
ACC00838,P00573,savings,BANK_B
ACC00839,P00500,wallet,BANK_A
ACC00840,P00188,current,BANK_C
ACC00841,P00220,current,BANK_B
ACC00842,P00651,savings,BANK_D
ACC00843,P00169,savings,BANK_A
ACC00844,P00534,savings,BANK_B
ACC00845,P00927,savings,BANK_A
ACC00846,P00056,wallet,BANK_B
ACC00847,P00477,current,BANK_D
ACC00848,P00209,savings,BANK_A
ACC00849,P00965,current,BANK_C
ACC00850,P00814,savings,BANK_C
ACC00851,P00376,wallet,BANK_A
ACC00852,P00138,savings,BANK_B
ACC00853,P00072,savings,BANK_A
ACC00854,P00544,wallet,BANK_B
ACC00855,P00931,wallet,BANK_B
ACC00856,P00153,savings,BANK_C
ACC00857,P00773,savings,BANK_A
ACC00858,P00827,savings,BANK_C
ACC00859,P00301,wallet,BANK_C
ACC00860,P00214,savings,BANK_A
ACC00861,P00643,wallet,BANK_A
ACC00862,P00158,current,BANK_D
ACC00863,P00356,savings,BANK_D
ACC00864,P00958,wallet,BANK_C
ACC00865,P00127,savings,BANK_D
ACC00866,P00469,current,BANK_D
ACC00867,P00058,wallet,BANK_A
ACC00868,P00515,current,BANK_C
ACC00869,P00502,current,BANK_D
ACC00870,P00938,wallet,BANK_C
ACC00871,P00858,current,BANK_D
ACC00872,P00519,savings,BANK_B
ACC00873,P00625,wallet,BANK_D
ACC00874,P00337,wallet,BANK_C
ACC00875,P00054,savings,BANK_B
ACC00876,P00953,wallet,BANK_B
ACC00877,P00561,current,BANK_B
ACC00878,P00435,current,BANK_D
ACC00879,P00317,wallet,BANK_D
ACC00880,P00083,current,BANK_D
ACC00881,P00299,wallet,BANK_D
ACC00882,P00810,savings,BANK_D
ACC00883,P00624,wallet,BANK_D
ACC00884,P00981,savings,BANK_C
ACC00885,P00202,current,BANK_C
ACC00886,P00706,current,BANK_C
ACC00887,P00028,wallet,BANK_D
ACC00888,P00353,wallet,BANK_A
ACC00889,P00428,current,BANK_D
ACC00890,P00640,current,BANK_A
ACC00891,P00216,current,BANK_D
ACC00892,P00194,current,BANK_C
ACC00893,P00199,wallet,BANK_D
ACC00894,P00777,wallet,BANK_C
ACC00895,P00509,wallet,BANK_D
ACC00896,P00761,current,BANK_A
ACC00897,P00956,wallet,BANK_B
ACC00898,P00260,current,BANK_A
ACC00899,P00860,wallet,BANK_B
ACC00900,P00431,wallet,BANK_A
ACC00901,P00242,wallet,BANK_B
ACC00902,P00295,current,BANK_D
ACC00903,P00394,current,BANK_C
ACC00904,P00415,current,BANK_C
ACC00905,P00013,savings,BANK_D
ACC00906,P00944,wallet,BANK_B
ACC00907,P00124,wallet,BANK_C
ACC00908,P00499,savings,BANK_B
ACC00909,P00597,savings,BANK_D
ACC00910,P00962,wallet,BANK_D
ACC00911,P00569,current,BANK_B
ACC00912,P00448,wallet,BANK_D
ACC00913,P00322,current,BANK_A
ACC00914,P00003,current,BANK_C
ACC00915,P00195,savings,BANK_D
ACC00916,P00547,current,BANK_D
ACC00917,P00084,wallet,BANK_D
ACC00918,P00210,savings,BANK_B
ACC00919,P00798,savings,BANK_A
ACC00920,P00957,savings,BANK_D
ACC00921,P00909,current,BANK_D
ACC00922,P00372,wallet,BANK_A
ACC00923,P00920,savings,BANK_D
ACC00924,P00079,savings,BANK_C
ACC00925,P00689,savings,BANK_C
ACC00926,P00259,wallet,BANK_B
ACC00927,P00697,savings,BANK_A
ACC00928,P00510,wallet,BANK_B
ACC00929,P00253,current,BANK_C
ACC00930,P00274,wallet,BANK_C
ACC00931,P00043,savings,BANK_D
ACC00932,P00889,wallet,BANK_D
ACC00933,P00609,wallet,BANK_A
ACC00934,P00519,savings,BANK_D
ACC00935,P00955,current,BANK_D
ACC00936,P00495,current,BANK_A
ACC00937,P00554,wallet,BANK_C
ACC00938,P00296,wallet,BANK_C
ACC00939,P00103,savings,BANK_A
ACC00940,P00725,wallet,BANK_A
ACC00941,P00084,savings,BANK_D
ACC00942,P00709,savings,BANK_B
ACC00943,P00728,savings,BANK_D
ACC00944,P00035,current,BANK_D
ACC00945,P00213,wallet,BANK_B
ACC00946,P00584,savings,BANK_D
ACC00947,P00680,savings,BANK_B
ACC00948,P00619,current,BANK_C
ACC00949,P00843,savings,BANK_A
ACC00950,P00229,savings,BANK_D
ACC00951,P00543,wallet,BANK_B
ACC00952,P00873,wallet,BANK_C
ACC00953,P00414,wallet,BANK_C
ACC00954,P00802,wallet,BANK_B
ACC00955,P00546,current,BANK_A
ACC00956,P00529,current,BANK_B
ACC00957,P00332,wallet,BANK_B
ACC00958,P00891,wallet,BANK_C
ACC00959,P00034,wallet,BANK_C
ACC00960,P00090,current,BANK_D
ACC00961,P00304,wallet,BANK_D
ACC00962,P00348,wallet,BANK_C
ACC00963,P00826,savings,BANK_D
ACC00964,P00524,wallet,BANK_C
ACC00965,P00352,wallet,BANK_A
ACC00966,P00682,wallet,BANK_D
ACC00967,P00999,savings,BANK_B
ACC00968,P00255,savings,BANK_B
ACC00969,P00607,current,BANK_C
ACC00970,P00312,savings,BANK_C
ACC00971,P00236,savings,BANK_D
ACC00972,P00521,wallet,BANK_B
ACC00973,P00143,savings,BANK_C
ACC00974,P00370,wallet,BANK_D
ACC00975,P00413,current,BANK_A
ACC00976,P00121,savings,BANK_D
ACC00977,P00647,savings,BANK_D
ACC00978,P00251,current,BANK_D
ACC00979,P00309,savings,BANK_C
ACC00980,P00903,current,BANK_B
ACC00981,P00677,wallet,BANK_B
ACC00982,P00466,current,BANK_A
ACC00983,P00371,current,BANK_D
ACC00984,P00945,savings,BANK_D
ACC00985,P00730,current,BANK_C
ACC00986,P00774,savings,BANK_B
ACC00987,P00023,savings,BANK_D
ACC00988,P00279,current,BANK_B
ACC00989,P00131,savings,BANK_B
ACC00990,P00156,savings,BANK_C
ACC00991,P00463,wallet,BANK_B
ACC00992,P00867,savings,BANK_B
ACC00993,P00776,savings,BANK_C
ACC00994,P00506,current,BANK_C
ACC00995,P00532,current,BANK_A
ACC00996,P00832,current,BANK_B
ACC00997,P00102,current,BANK_D
ACC00998,P00673,wallet,BANK_D
ACC00999,P00560,savings,BANK_D
ACC01000,P00583,savings,BANK_B
ACC01001,P00440,current,BANK_B
ACC01002,P00355,current,BANK_D
ACC01003,P00315,savings,BANK_D
ACC01004,P00262,current,BANK_D
ACC01005,P00662,savings,BANK_D
ACC01006,P00541,current,BANK_A
ACC01007,P00534,savings,BANK_C
ACC01008,P00922,savings,BANK_A
ACC01009,P00080,wallet,BANK_B
ACC01010,P00046,wallet,BANK_A
ACC01011,P00480,savings,BANK_D
ACC01012,P00097,current,BANK_D
ACC01013,P00614,wallet,BANK_D
ACC01014,P00235,savings,BANK_A
ACC01015,P00187,savings,BANK_C
ACC01016,P00584,wallet,BANK_C
ACC01017,P00599,current,BANK_B
ACC01018,P00577,current,BANK_D
ACC01019,P00769,current,BANK_C
ACC01020,P00063,current,BANK_A
ACC01021,P00842,current,BANK_B
ACC01022,P00966,current,BANK_D
ACC01023,P00302,savings,BANK_B
ACC01024,P00979,current,BANK_A
ACC01025,P00683,current,BANK_D
ACC01026,P00803,savings,BANK_C
ACC01027,P00940,savings,BANK_C
ACC01028,P00650,wallet,BANK_D
ACC01029,P00120,current,BANK_D
ACC01030,P00822,savings,BANK_A
ACC01031,P00069,current,BANK_A
ACC01032,P00062,current,BANK_C
ACC01033,P00266,wallet,BANK_B
ACC01034,P00484,current,BANK_A
ACC01035,P00844,current,BANK_A
ACC01036,P00787,current,BANK_D
ACC01037,P00733,savings,BANK_A
ACC01038,P00894,current,BANK_B
ACC01039,P00224,savings,BANK_B
ACC01040,P00493,savings,BANK_B
ACC01041,P00325,current,BANK_A
ACC01042,P00570,wallet,BANK_A
ACC01043,P00788,current,BANK_B
ACC01044,P00606,wallet,BANK_C
ACC01045,P00990,savings,BANK_C
ACC01046,P00857,current,BANK_A
ACC01047,P00551,wallet,BANK_A
ACC01048,P00783,wallet,BANK_D
ACC01049,P00722,wallet,BANK_A
ACC01050,P00525,wallet,BANK_D
ACC01051,P00385,wallet,BANK_D
ACC01052,P00032,current,BANK_D
ACC01053,P00025,wallet,BANK_A
ACC01054,P00864,savings,BANK_D
ACC01055,P00548,savings,BANK_C
ACC01056,P00051,savings,BANK_B
ACC01057,P00334,savings,BANK_C
ACC01058,P00882,savings,BANK_D
ACC01059,P00238,current,BANK_A
ACC01060,P00667,current,BANK_C
ACC01061,P00723,savings,BANK_C
ACC01062,P00926,current,BANK_D
ACC01063,P00141,current,BANK_C
ACC01064,P00175,wallet,BANK_B
ACC01065,P00412,wallet,BANK_B
ACC01066,P00113,wallet,BANK_B
ACC01067,P00761,wallet,BANK_D
ACC01068,P00366,current,BANK_C
ACC01069,P00016,wallet,BANK_C
ACC01070,P00487,savings,BANK_B
ACC01071,P00480,wallet,BANK_D
ACC01072,P00690,wallet,BANK_B
ACC01073,P00629,current,BANK_B
ACC01074,P00403,wallet,BANK_D
ACC01075,P00040,wallet,BANK_A
ACC01076,P00568,current,BANK_B
ACC01077,P00311,savings,BANK_B
ACC01078,P00848,wallet,BANK_D
ACC01079,P00445,current,BANK_A
ACC01080,P00508,wallet,BANK_B
ACC01081,P00672,wallet,BANK_C
ACC01082,P00574,current,BANK_C
ACC01083,P00902,wallet,BANK_A
ACC01084,P00737,wallet,BANK_C
ACC01085,P00503,savings,BANK_C
ACC01086,P00754,wallet,BANK_C
ACC01087,P00343,savings,BANK_A
ACC01088,P00005,current,BANK_D
ACC01089,P00350,wallet,BANK_B
ACC01090,P00139,savings,BANK_C
ACC01091,P00668,wallet,BANK_A
ACC01092,P00937,savings,BANK_C
ACC01093,P00097,wallet,BANK_A
ACC01094,P00994,current,BANK_B
ACC01095,P00268,savings,BANK_A
ACC01096,P00007,savings,BANK_A
ACC01097,P00540,savings,BANK_D
ACC01098,P00157,wallet,BANK_C
ACC01099,P00814,savings,BANK_C
ACC01100,P00781,wallet,BANK_A
ACC01101,P00939,current,BANK_D
ACC01102,P00127,current,BANK_B
ACC01103,P00745,savings,BANK_B
ACC01104,P00952,wallet,BANK_D
ACC01105,P00248,savings,BANK_D
ACC01106,P00636,current,BANK_A
ACC01107,P00292,wallet,BANK_D
ACC01108,P00240,current,BANK_B
ACC01109,P00072,wallet,BANK_A
ACC01110,P00829,current,BANK_A
ACC01111,P00112,savings,BANK_B
ACC01112,P00481,current,BANK_C
ACC01113,P00239,savings,BANK_D
ACC01114,P00171,wallet,BANK_C
ACC01115,P01000,wallet,BANK_A
ACC01116,P00110,savings,BANK_D
ACC01117,P00369,savings,BANK_C
ACC01118,P00743,current,BANK_C
ACC01119,P00529,savings,BANK_A
ACC01120,P00876,wallet,BANK_A
ACC01121,P00191,wallet,BANK_B
ACC01122,P00136,savings,BANK_D
ACC01123,P00391,savings,BANK_C
ACC01124,P00204,current,BANK_C
ACC01125,P00832,current,BANK_B
ACC01126,P00014,wallet,BANK_B
ACC01127,P00652,wallet,BANK_B
ACC01128,P00924,wallet,BANK_B
ACC01129,P00531,savings,BANK_A
ACC01130,P00679,current,BANK_C
ACC01131,P00898,wallet,BANK_B
ACC01132,P00140,current,BANK_D
ACC01133,P00404,wallet,BANK_D
ACC01134,P00942,savings,BANK_C
ACC01135,P00308,savings,BANK_A
ACC01136,P00501,savings,BANK_B
ACC01137,P00349,savings,BANK_D
ACC01138,P00951,wallet,BANK_C
ACC01139,P00702,wallet,BANK_A
ACC01140,P00180,savings,BANK_A
ACC01141,P00471,savings,BANK_C
ACC01142,P00192,savings,BANK_B
ACC01143,P00751,current,BANK_A
ACC01144,P00419,current,BANK_C
ACC01145,P00712,current,BANK_B
ACC01146,P00346,current,BANK_C
ACC01147,P00480,wallet,BANK_B
ACC01148,P00700,savings,BANK_C
ACC01149,P00703,current,BANK_A
ACC01150,P00721,wallet,BANK_C
ACC01151,P00108,current,BANK_C
ACC01152,P00277,wallet,BANK_B
ACC01153,P00355,savings,BANK_C
ACC01154,P00451,wallet,BANK_C
ACC01155,P00173,current,BANK_D
ACC01156,P00006,current,BANK_D
ACC01157,P00015,savings,BANK_B
ACC01158,P00717,current,BANK_C
ACC01159,P00375,current,BANK_A
ACC01160,P00610,savings,BANK_A
ACC01161,P00890,current,BANK_B
ACC01162,P00126,savings,BANK_A
ACC01163,P00531,savings,BANK_B
ACC01164,P00295,current,BANK_D
ACC01165,P00475,savings,BANK_D
ACC01166,P00794,savings,BANK_D
ACC01167,P00057,savings,BANK_D
ACC01168,P00160,wallet,BANK_C
ACC01169,P00988,current,BANK_B
ACC01170,P00676,savings,BANK_D
ACC01171,P00694,savings,BANK_A
ACC01172,P00793,savings,BANK_A
ACC01173,P00591,current,BANK_C
ACC01174,P00800,savings,BANK_D
ACC01175,P00117,wallet,BANK_D
ACC01176,P00707,wallet,BANK_D
ACC01177,P00717,wallet,BANK_A
ACC01178,P00853,current,BANK_B
ACC01179,P00442,wallet,BANK_D
ACC01180,P00514,savings,BANK_B
ACC01181,P00473,wallet,BANK_C
ACC01182,P00305,savings,BANK_C
ACC01183,P00030,current,BANK_C
ACC01184,P00512,wallet,BANK_C
ACC01185,P00002,savings,BANK_B
ACC01186,P00720,current,BANK_C
ACC01187,P00758,current,BANK_C
ACC01188,P00885,current,BANK_B
ACC01189,P00850,wallet,BANK_B
ACC01190,P00183,current,BANK_A
ACC01191,P00850,current,BANK_B
ACC01192,P00839,current,BANK_A
ACC01193,P00132,wallet,BANK_B
ACC01194,P00494,savings,BANK_B
ACC01195,P00627,savings,BANK_C
ACC01196,P00659,savings,BANK_B
ACC01197,P00971,current,BANK_B
ACC01198,P00110,savings,BANK_D
ACC01199,P00047,wallet,BANK_D
ACC01200,P00861,savings,BANK_B
