cdr_id,from_phone_id,to_phone_id,timestamp,duration_sec,channel,location_id
CDR002393,PH00224,PH00643,2026-06-24 10:20:00,1463,app_message,LOC0030
CDR002394,PH00978,PH00850,2026-05-12 12:00:00,775,sms,LOC0077
CDR002395,PH00472,PH00080,2026-06-07 02:00:00,1791,call,LOC0116
CDR002396,PH00813,PH00586,2026-08-04 20:47:00,662,app_message,LOC0043
CDR002397,PH00953,PH00888,2026-04-16 06:03:00,435,call,LOC0077
CDR002398,PH01145,PH01108,2026-07-23 23:27:00,1612,app_message,LOC0013
CDR002399,PH00950,PH00500,2026-05-08 15:24:00,679,app_message,LOC0025
CDR002400,PH00886,PH00678,2026-08-03 03:55:00,1525,app_message,LOC0172
CDR002401,PH00356,PH00084,2026-03-14 07:52:00,1290,sms,LOC0037
CDR002402,PH00605,PH01079,2026-01-17 07:25:00,1303,app_message,LOC0149
CDR002403,PH00677,PH00259,2026-06-12 17:45:00,73,sms,LOC0165
CDR002404,PH00646,PH01159,2026-01-24 18:16:00,1904,sms,LOC0120
CDR002405,PH00411,PH00016,2026-04-12 20:00:00,697,call,LOC0086
CDR002406,PH00500,PH00471,2026-01-10 06:40:00,1164,app_message,LOC0013
CDR002407,PH00979,PH01064,2026-03-03 12:00:00,154,sms,LOC0025
CDR002408,PH00479,PH00392,2026-07-16 13:07:00,606,call,LOC0089
CDR002409,PH00029,PH00095,2026-01-25 09:12:00,333,sms,LOC0010
CDR002410,PH01177,PH01051,2026-04-24 06:26:00,2233,call,LOC0026
CDR002411,PH00028,PH01148,2026-06-13 15:33:00,211,app_message,LOC0049
CDR002412,PH00687,PH00213,2026-05-21 18:59:00,2299,app_message,LOC0169
CDR002413,PH01115,PH00870,2026-04-15 20:07:00,353,app_message,LOC0034
CDR002414,PH00986,PH00364,2026-07-17 18:12:00,1436,app_message,LOC0106
CDR002415,PH00523,PH01087,2026-08-12 03:36:00,989,call,LOC0133
CDR002416,PH00371,PH00566,2026-07-07 15:39:00,2263,sms,LOC0059
CDR002417,PH00192,PH00942,2026-03-09 09:37:00,888,sms,LOC0034
CDR002418,PH00948,PH00504,2026-05-21 06:45:00,774,app_message,LOC0127
CDR002419,PH00688,PH00568,2026-06-13 03:52:00,824,sms,LOC0113
CDR002420,PH00041,PH00397,2026-07-27 23:04:00,1532,call,LOC0145
CDR002421,PH00743,PH00983,2026-01-03 05:01:00,1543,call,LOC0093
CDR002422,PH00919,PH00756,2026-03-13 20:26:00,581,sms,LOC0056
CDR002423,PH00800,PH00235,2026-04-14 08:18:00,253,call,LOC0118
CDR002424,PH00074,PH00597,2026-05-24 16:41:00,270,call,LOC0092
CDR002425,PH00779,PH00363,2026-04-09 18:07:00,1428,call,LOC0143
CDR002426,PH00396,PH00172,2026-07-03 06:02:00,214,app_message,LOC0007
CDR002427,PH00268,PH01079,2026-01-18 06:28:00,522,app_message,LOC0050
CDR002428,PH00596,PH00324,2026-01-07 07:16:00,1031,app_message,LOC0004
CDR002429,PH00952,PH00153,2026-08-13 02:44:00,1457,call,LOC0162
CDR002430,PH00935,PH00766,2026-05-16 05:20:00,269,app_message,LOC0014
CDR002431,PH00079,PH00076,2026-04-12 15:55:00,1181,app_message,LOC0132
CDR002432,PH00397,PH00694,2026-06-14 22:37:00,1653,sms,LOC0024
CDR002433,PH00693,PH00762,2026-04-29 23:25:00,2068,sms,LOC0126
CDR002434,PH00264,PH00472,2026-05-07 09:12:00,1359,app_message,LOC0041
CDR002435,PH00666,PH00646,2026-05-08 14:30:00,1342,call,LOC0052
CDR002436,PH00205,PH00934,2026-03-22 19:31:00,395,call,LOC0018
CDR002437,PH00762,PH01071,2026-08-27 03:13:00,1139,app_message,LOC0123
CDR002438,PH00509,PH00584,2026-07-20 00:50:00,1988,call,LOC0046
CDR002439,PH00864,PH00540,2026-07-21 02:27:00,2233,app_message,LOC0094
CDR002440,PH01176,PH00636,2026-04-03 17:27:00,2047,app_message,LOC0055
CDR002441,PH01081,PH00148,2026-07-22 11:53:00,261,call,LOC0163
CDR002442,PH00928,PH00789,2026-04-30 11:01:00,34,call,LOC0172
CDR002443,PH00081,PH00447,2026-03-09 01:04:00,865,sms,LOC0040
CDR002444,PH00908,PH01105,2026-02-03 08:36:00,79,sms,LOC0094
CDR002445,PH00912,PH00140,2026-01-28 19:35:00,896,call,LOC0179
CDR002446,PH00918,PH00350,2026-03-22 06:07:00,265,app_message,LOC0055
CDR002447,PH00170,PH00268,2026-07-18 08:39:00,1305,call,LOC0096
CDR002448,PH00934,PH00713,2026-02-26 01:25:00,1498,sms,LOC0165
CDR002449,PH01190,PH00964,2026-07-04 16:16:00,696,app_message,LOC0115
CDR002450,PH00941,PH00349,2026-05-09 21:18:00,1607,app_message,LOC0025
CDR002451,PH00400,PH00632,2026-03-16 04:17:00,574,app_message,LOC0137
CDR002452,PH00304,PH00382,2026-04-18 01:49:00,478,call,LOC0126
CDR002453,PH00116,PH00157,2026-04-03 05:12:00,409,call,LOC0045
CDR002454,PH00922,PH01013,2026-03-15 09:19:00,1891,call,LOC0060
CDR002455,PH00839,PH00315,2026-01-22 12:36:00,402,sms,LOC0099
CDR002456,PH00776,PH00370,2026-07-10 22:01:00,865,sms,LOC0110
CDR002457,PH00602,PH01148,2026-03-04 02:54:00,863,sms,LOC0053
CDR002458,PH01160,PH00626,2026-07-22 21:47:00,789,sms,LOC0058
CDR002459,PH00148,PH00679,2026-02-27 09:22:00,1594,call,LOC0135
CDR002460,PH00246,PH00726,2026-04-20 07:10:00,1373,app_message,LOC0139
CDR002461,PH00183,PH00860,2026-01-05 21:29:00,2285,call,LOC0088
CDR002462,PH00255,PH00789,2026-05-23 17:27:00,303,sms,LOC0081
CDR002463,PH00920,PH00924,2026-03-28 04:37:00,180,call,LOC0069
CDR002464,PH00348,PH00704,2026-02-06 14:03:00,2093,sms,LOC0167
CDR002465,PH01108,PH00375,2026-08-24 12:06:00,1759,sms,LOC0103
CDR002466,PH00327,PH00415,2026-08-31 17:09:00,1683,app_message,LOC0105
CDR002467,PH00267,PH00068,2026-07-05 07:07:00,467,sms,LOC0107
CDR002468,PH00007,PH00335,2026-03-14 05:37:00,606,call,LOC0143
CDR002469,PH00648,PH00766,2026-07-21 16:12:00,1098,app_message,LOC0131
CDR002470,PH00989,PH01099,2026-04-01 20:16:00,1072,app_message,LOC0139
CDR002471,PH00840,PH00202,2026-02-06 23:55:00,1929,app_message,LOC0136
CDR002472,PH01144,PH00880,2026-08-06 09:38:00,1317,sms,LOC0013
CDR002473,PH00374,PH00100,2026-08-13 03:36:00,1399,sms,LOC0005
CDR002474,PH00760,PH00339,2026-03-19 04:13:00,1810,app_message,LOC0028
CDR002475,PH00926,PH00847,2026-03-26 17:11:00,1499,sms,LOC0040
CDR002476,PH00045,PH00767,2026-07-29 01:33:00,1285,call,LOC0086
CDR002477,PH00363,PH00560,2026-07-06 20:04:00,1488,app_message,LOC0007
CDR002478,PH00229,PH00940,2026-08-18 21:47:00,150,sms,LOC0024
CDR002479,PH00628,PH01139,2026-07-29 20:40:00,346,sms,LOC0008
CDR002480,PH00598,PH00500,2026-05-10 22:05:00,1454,app_message,LOC0166
CDR002481,PH00304,PH00662,2026-02-24 11:32:00,1828,sms,LOC0004
CDR002482,PH00126,PH00275,2026-04-30 14:37:00,587,sms,LOC0137
CDR002483,PH01038,PH01097,2026-04-14 01:55:00,2226,sms,LOC0115
CDR002484,PH00743,PH00900,2026-06-07 16:54:00,1302,sms,LOC0074
CDR002485,PH00803,PH00578,2026-07-30 08:09:00,485,sms,LOC0158
CDR002486,PH00264,PH00016,2026-01-28 15:02:00,890,app_message,LOC0095
CDR002487,PH00688,PH00585,2026-04-10 09:08:00,435,call,LOC0111
CDR002488,PH00175,PH00616,2026-02-20 00:36:00,1924,app_message,LOC0147
CDR002489,PH00666,PH01147,2026-06-08 21:53:00,929,sms,LOC0040
CDR002490,PH00632,PH00384,2026-03-25 07:29:00,2234,call,LOC0153
CDR002491,PH00459,PH00204,2026-05-29 17:22:00,1936,sms,LOC0056
CDR002492,PH01087,PH00557,2026-01-03 10:29:00,980,call,LOC0057
CDR002493,PH00349,PH00019,2026-08-08 12:11:00,2153,app_message,LOC0175
CDR002494,PH01002,PH00164,2026-05-08 04:49:00,966,call,LOC0061
CDR002495,PH00987,PH00453,2026-01-21 01:04:00,1639,sms,LOC0015
CDR002496,PH00520,PH00799,2026-06-20 00:51:00,60,call,LOC0136
CDR002497,PH00355,PH00615,2026-01-19 21:47:00,982,app_message,LOC0113
CDR002498,PH00729,PH01078,2026-03-08 10:36:00,305,call,LOC0035
CDR002499,PH00463,PH01063,2026-07-26 07:27:00,883,sms,LOC0166
CDR002500,PH00276,PH00545,2026-04-23 05:01:00,2125,app_message,LOC0096
CDR002501,PH00173,PH01131,2026-02-06 00:10:00,485,app_message,LOC0171
CDR002502,PH00761,PH00811,2026-06-13 20:08:00,410,call,LOC0111
CDR002503,PH01070,PH00181,2026-02-06 12:06:00,858,app_message,LOC0027
CDR002504,PH00107,PH00511,2026-01-10 08:49:00,1670,app_message,LOC0116
CDR002505,PH00594,PH00668,2026-06-04 15:37:00,693,call,LOC0133
CDR002506,PH00483,PH00659,2026-06-25 05:39:00,1631,app_message,LOC0044
CDR002507,PH00386,PH00298,2026-02-27 23:23:00,1996,call,LOC0178
CDR002508,PH00359,PH00294,2026-05-14 04:05:00,608,sms,LOC0051
CDR002509,PH00220,PH00894,2026-03-16 00:13:00,1331,call,LOC0107
CDR002510,PH01038,PH00411,2026-02-20 02:38:00,301,sms,LOC0160
CDR002511,PH00158,PH00257,2026-06-29 04:04:00,51,call,LOC0038
CDR002512,PH00964,PH00206,2026-02-06 23:53:00,541,call,LOC0166
CDR002513,PH00833,PH00651,2026-08-28 16:37:00,833,call,LOC0048
CDR002514,PH00926,PH00847,2026-07-09 01:02:00,263,call,LOC0130
CDR002515,PH01176,PH00095,2026-06-25 04:45:00,459,sms,LOC0084
CDR002516,PH00071,PH00206,2026-02-17 11:01:00,872,call,LOC0050
CDR002517,PH01130,PH00956,2026-06-03 13:51:00,2265,sms,LOC0070
CDR002518,PH00173,PH00145,2026-02-15 18:26:00,485,call,LOC0029
CDR002519,PH00469,PH00982,2026-08-01 15:40:00,531,app_message,LOC0128
CDR002520,PH00129,PH00678,2026-02-04 22:44:00,2238,call,LOC0162
CDR002521,PH00140,PH00014,2026-01-23 17:49:00,1935,call,LOC0058
CDR002522,PH00507,PH01041,2026-04-08 12:32:00,78,app_message,LOC0056
CDR002523,PH00723,PH00251,2026-03-04 06:05:00,2385,sms,LOC0036
CDR002524,PH01020,PH00260,2026-02-18 10:31:00,2069,app_message,LOC0142
CDR002525,PH00286,PH00609,2026-07-15 16:59:00,1774,call,LOC0071
CDR002526,PH00986,PH00189,2026-08-08 21:14:00,1839,app_message,LOC0092
CDR002527,PH00178,PH00789,2026-06-10 23:08:00,1229,app_message,LOC0073
CDR002528,PH00763,PH00452,2026-04-18 07:54:00,321,sms,LOC0099
CDR002529,PH01134,PH00058,2026-04-15 14:23:00,1111,call,LOC0091
CDR002530,PH00949,PH00079,2026-01-04 23:09:00,597,app_message,LOC0178
CDR002531,PH00391,PH00957,2026-01-09 19:32:00,450,app_message,LOC0100
CDR002532,PH00913,PH00453,2026-01-06 20:04:00,457,call,LOC0174
CDR002533,PH00255,PH00890,2026-02-11 22:23:00,99,app_message,LOC0121
CDR002534,PH00718,PH00053,2026-03-26 14:46:00,1957,sms,LOC0053
CDR002535,PH00890,PH00719,2026-08-20 02:13:00,1131,app_message,LOC0032
CDR002536,PH00227,PH00444,2026-01-01 21:35:00,507,call,LOC0024
CDR002537,PH00642,PH00815,2026-06-11 05:47:00,698,sms,LOC0020
CDR002538,PH00752,PH01130,2026-04-28 23:03:00,799,app_message,LOC0037
CDR002539,PH00916,PH00854,2026-03-28 17:11:00,717,call,LOC0004
CDR002540,PH00948,PH00862,2026-07-07 19:11:00,1925,call,LOC0120
CDR002541,PH00408,PH00757,2026-04-18 22:49:00,1955,app_message,LOC0013
CDR002542,PH00495,PH00596,2026-03-14 21:14:00,57,app_message,LOC0064
CDR002543,PH00221,PH00690,2026-05-03 16:28:00,745,app_message,LOC0034
CDR002544,PH00081,PH00188,2026-08-09 14:06:00,1276,app_message,LOC0087
CDR002545,PH00131,PH00316,2026-06-16 12:54:00,1867,app_message,LOC0066
CDR002546,PH00308,PH00015,2026-01-21 10:35:00,1485,sms,LOC0111
CDR002547,PH00376,PH00964,2026-04-22 02:50:00,1762,app_message,LOC0075
CDR002548,PH00368,PH01015,2026-01-24 05:29:00,1798,sms,LOC0069
CDR002549,PH00018,PH01069,2026-05-04 20:24:00,191,app_message,LOC0144
CDR002550,PH00067,PH00254,2026-08-07 04:56:00,1724,app_message,LOC0154
CDR002551,PH00351,PH00175,2026-04-22 23:52:00,25,sms,LOC0109
CDR002552,PH00295,PH00191,2026-04-09 17:42:00,2122,sms,LOC0063
CDR002553,PH00294,PH00162,2026-08-20 07:07:00,916,app_message,LOC0172
CDR002554,PH00796,PH00400,2026-04-05 15:02:00,2067,sms,LOC0158
CDR002555,PH00341,PH00785,2026-04-14 10:43:00,915,app_message,LOC0001
CDR002556,PH00112,PH01123,2026-05-26 14:32:00,155,call,LOC0132
CDR002557,PH00522,PH00485,2026-02-20 15:20:00,888,app_message,LOC0029
CDR002558,PH00258,PH00226,2026-06-19 04:52:00,1550,sms,LOC0138
CDR002559,PH00536,PH01144,2026-01-16 05:28:00,1513,app_message,LOC0038
CDR002560,PH00772,PH00741,2026-07-24 23:01:00,2198,call,LOC0146
CDR002561,PH00621,PH01189,2026-08-25 15:55:00,310,sms,LOC0076
CDR002562,PH00122,PH00039,2026-06-24 19:33:00,1384,app_message,LOC0127
CDR002563,PH00265,PH00018,2026-03-06 23:57:00,1677,sms,LOC0118
CDR002564,PH00988,PH01145,2026-07-26 14:09:00,1671,sms,LOC0157
CDR002565,PH01095,PH00319,2026-03-25 08:59:00,693,call,LOC0066
CDR002566,PH00893,PH00644,2026-05-12 10:12:00,1827,sms,LOC0120
CDR002567,PH00165,PH01084,2026-06-23 10:01:00,1407,app_message,LOC0150
CDR002568,PH00267,PH00937,2026-01-20 09:56:00,1253,call,LOC0029
CDR002569,PH00229,PH00903,2026-07-03 01:04:00,1001,app_message,LOC0146
CDR002570,PH00002,PH00620,2026-07-04 11:01:00,561,app_message,LOC0108
CDR002571,PH01014,PH00707,2026-05-21 11:09:00,922,app_message,LOC0053
CDR002572,PH01153,PH00865,2026-05-03 00:00:00,854,sms,LOC0017
CDR002573,PH00540,PH00928,2026-04-01 04:48:00,437,sms,LOC0126
CDR002574,PH00498,PH00556,2026-01-02 08:41:00,1123,sms,LOC0006
CDR002575,PH00057,PH00051,2026-08-07 18:52:00,59,sms,LOC0005
CDR002576,PH00047,PH00804,2026-08-07 00:20:00,73,call,LOC0088
CDR002577,PH00086,PH01052,2026-07-21 20:05:00,1732,call,LOC0137
CDR002578,PH00298,PH01161,2026-08-27 22:35:00,714,sms,LOC0089
CDR002579,PH00951,PH00081,2026-03-09 01:27:00,41,sms,LOC0155
CDR002580,PH00150,PH00434,2026-01-09 20:31:00,206,call,LOC0129
CDR002581,PH00307,PH00069,2026-07-16 00:32:00,416,sms,LOC0146
CDR002582,PH00079,PH00133,2026-01-08 04:13:00,453,call,LOC0165
CDR002583,PH00169,PH01018,2026-01-12 03:05:00,2074,sms,LOC0021
CDR002584,PH00363,PH00346,2026-01-24 02:08:00,1133,app_message,LOC0105
CDR002585,PH00830,PH00475,2026-03-19 02:13:00,1355,app_message,LOC0126
CDR002586,PH00585,PH00954,2026-04-23 14:53:00,1187,sms,LOC0167
CDR002587,PH01069,PH00756,2026-01-31 16:41:00,201,call,LOC0012
CDR002588,PH00380,PH00825,2026-07-04 09:53:00,837,app_message,LOC0075
CDR002589,PH00415,PH00645,2026-03-03 15:03:00,343,call,LOC0177
CDR002590,PH00736,PH00647,2026-05-09 17:58:00,593,sms,LOC0138
CDR002591,PH00570,PH00301,2026-03-25 15:38:00,311,app_message,LOC0026
CDR002592,PH00792,PH00260,2026-04-13 02:28:00,2310,call,LOC0060
CDR002593,PH00877,PH00363,2026-01-13 08:59:00,129,app_message,LOC0111
CDR002594,PH00233,PH01156,2026-05-02 06:09:00,1601,call,LOC0112
CDR002595,PH00326,PH01106,2026-05-06 07:41:00,1175,app_message,LOC0168
CDR002596,PH00292,PH00749,2026-03-25 22:10:00,2098,call,LOC0054
CDR002597,PH00191,PH00225,2026-01-23 04:18:00,436,sms,LOC0043
CDR002598,PH00525,PH00905,2026-06-15 20:56:00,2066,sms,LOC0077
CDR002599,PH00404,PH01164,2026-04-29 21:44:00,1324,call,LOC0146
CDR002600,PH01003,PH00501,2026-03-05 22:38:00,1295,app_message,LOC0119
CDR002601,PH00634,PH00516,2026-03-23 07:56:00,1341,sms,LOC0101
CDR002602,PH00478,PH00631,2026-07-31 05:57:00,723,sms,LOC0099
CDR002603,PH00490,PH00946,2026-02-23 15:49:00,1445,sms,LOC0020
CDR002604,PH00138,PH00440,2026-07-19 08:13:00,1676,app_message,LOC0124
CDR002605,PH00758,PH00480,2026-01-07 22:33:00,517,app_message,LOC0105
CDR002606,PH00526,PH00609,2026-08-24 03:06:00,323,call,LOC0013
CDR002607,PH00449,PH00003,2026-03-30 05:17:00,1392,sms,LOC0040
CDR002608,PH00577,PH00667,2026-06-28 08:34:00,2329,call,LOC0166
CDR002609,PH00709,PH00021,2026-07-21 03:01:00,715,app_message,LOC0090
CDR002610,PH00560,PH00567,2026-01-04 22:12:00,68,call,LOC0034
CDR002611,PH00761,PH00452,2026-02-05 14:13:00,1683,sms,LOC0022
CDR002612,PH01020,PH00861,2026-02-26 21:52:00,1479,sms,LOC0157
CDR002613,PH00518,PH00243,2026-02-03 02:09:00,45,sms,LOC0030
CDR002614,PH00975,PH00062,2026-04-08 11:36:00,101,call,LOC0050
CDR002615,PH00199,PH01197,2026-03-23 16:14:00,1773,app_message,LOC0093
CDR002616,PH00692,PH00324,2026-06-24 19:10:00,990,app_message,LOC0010
CDR002617,PH00716,PH00008,2026-01-21 16:19:00,1474,call,LOC0048
CDR002618,PH00521,PH01161,2026-07-28 13:59:00,601,app_message,LOC0059
CDR002619,PH00562,PH00499,2026-07-24 21:25:00,866,app_message,LOC0159
CDR002620,PH00345,PH00987,2026-07-05 10:02:00,999,app_message,LOC0154
CDR002621,PH00637,PH00474,2026-04-12 20:59:00,851,call,LOC0151
CDR002622,PH00908,PH00146,2026-08-12 18:29:00,1389,sms,LOC0114
CDR002623,PH01054,PH00804,2026-07-11 03:26:00,338,call,LOC0068
CDR002624,PH00239,PH01071,2026-05-02 22:26:00,2239,call,LOC0148
CDR002625,PH00611,PH00517,2026-03-30 17:17:00,420,app_message,LOC0018
CDR002626,PH00473,PH00240,2026-05-06 07:42:00,969,sms,LOC0055
CDR002627,PH00309,PH00279,2026-08-14 18:45:00,974,sms,LOC0109
CDR002628,PH00371,PH01003,2026-07-11 14:49:00,828,call,LOC0046
CDR002629,PH01165,PH00707,2026-06-10 02:53:00,1823,call,LOC0092
CDR002630,PH00568,PH00472,2026-08-11 20:55:00,499,app_message,LOC0151
CDR002631,PH00896,PH00153,2026-05-27 21:42:00,1422,call,LOC0085
CDR002632,PH00640,PH00556,2026-04-02 17:04:00,956,app_message,LOC0011
CDR002633,PH01052,PH00298,2026-07-17 05:02:00,181,sms,LOC0157
CDR002634,PH00755,PH00164,2026-04-28 05:40:00,725,sms,LOC0022
CDR002635,PH01040,PH01067,2026-01-18 20:26:00,1223,call,LOC0080
CDR002636,PH00826,PH00595,2026-02-02 19:17:00,760,sms,LOC0029
CDR002637,PH00853,PH00608,2026-03-14 12:48:00,147,app_message,LOC0030
CDR002638,PH00932,PH00031,2026-08-20 19:49:00,1996,sms,LOC0129
CDR002639,PH01088,PH00191,2026-04-19 06:25:00,1777,app_message,LOC0102
CDR002640,PH00560,PH01167,2026-07-10 11:42:00,1986,call,LOC0145
CDR002641,PH00236,PH00951,2026-01-05 07:22:00,1187,sms,LOC0152
CDR002642,PH00831,PH00027,2026-07-19 01:23:00,1516,sms,LOC0018
CDR002643,PH01184,PH00189,2026-02-24 18:23:00,2188,app_message,LOC0013
CDR002644,PH00245,PH00624,2026-05-01 21:17:00,2178,sms,LOC0159
CDR002645,PH01105,PH01064,2026-06-14 12:34:00,1716,call,LOC0058
CDR002646,PH00767,PH00711,2026-06-12 06:25:00,1490,sms,LOC0127
CDR002647,PH00758,PH00075,2026-01-17 03:59:00,1395,call,LOC0019
CDR002648,PH00792,PH01024,2026-06-20 08:18:00,170,sms,LOC0163
CDR002649,PH00364,PH00042,2026-03-19 17:07:00,822,app_message,LOC0099
CDR002650,PH00474,PH00427,2026-01-31 10:45:00,1256,app_message,LOC0054
CDR002651,PH00430,PH00708,2026-04-27 12:43:00,1068,sms,LOC0120
CDR002652,PH00232,PH00419,2026-02-21 05:06:00,1449,sms,LOC0049
CDR002653,PH00814,PH00342,2026-03-18 19:05:00,1587,sms,LOC0081
CDR002654,PH00112,PH00578,2026-05-17 09:22:00,1332,call,LOC0027
CDR002655,PH00892,PH00710,2026-07-30 15:38:00,928,app_message,LOC0084
CDR002656,PH00439,PH00909,2026-08-30 03:02:00,22,sms,LOC0120
CDR002657,PH00691,PH00799,2026-03-30 19:35:00,1871,call,LOC0109
CDR002658,PH00441,PH00520,2026-01-18 12:24:00,1325,call,LOC0058
CDR002659,PH00911,PH00773,2026-08-18 22:47:00,1466,call,LOC0118
CDR002660,PH00617,PH00358,2026-06-18 21:58:00,1491,app_message,LOC0158
CDR002661,PH00033,PH01153,2026-07-05 01:39:00,1192,sms,LOC0031
CDR002662,PH00084,PH01082,2026-08-05 17:38:00,1462,app_message,LOC0001
CDR002663,PH01054,PH00174,2026-07-06 22:46:00,2360,app_message,LOC0144
CDR002664,PH01052,PH00514,2026-04-04 00:13:00,1794,app_message,LOC0169
CDR002665,PH00921,PH00771,2026-07-31 17:03:00,1501,call,LOC0017
CDR002666,PH00387,PH00098,2026-05-30 03:34:00,600,call,LOC0035
CDR002667,PH00818,PH00171,2026-04-27 15:26:00,708,sms,LOC0060
CDR002668,PH00631,PH00110,2026-03-09 18:23:00,1302,call,LOC0120
CDR002669,PH00747,PH00885,2026-08-02 07:23:00,19,call,LOC0032
CDR002670,PH01036,PH00704,2026-01-29 02:42:00,363,app_message,LOC0040
CDR002671,PH00763,PH00492,2026-07-21 11:46:00,836,app_message,LOC0123
CDR002672,PH00294,PH00804,2026-07-13 07:30:00,1279,app_message,LOC0164
CDR002673,PH00095,PH00526,2026-08-18 04:31:00,2032,call,LOC0157
CDR002674,PH00886,PH00220,2026-03-07 03:06:00,1117,sms,LOC0052
CDR002675,PH00300,PH00766,2026-03-13 19:58:00,1046,app_message,LOC0148
CDR002676,PH00154,PH00798,2026-01-06 05:56:00,1844,app_message,LOC0008
CDR002677,PH00492,PH00691,2026-01-13 19:15:00,1135,call,LOC0091
CDR002678,PH00860,PH01001,2026-07-30 10:28:00,2138,call,LOC0092
CDR002679,PH00206,PH00539,2026-03-14 23:07:00,472,sms,LOC0175
CDR002680,PH00882,PH01167,2026-05-27 15:11:00,1398,app_message,LOC0148
CDR002681,PH00810,PH00624,2026-02-27 02:27:00,780,app_message,LOC0025
CDR002682,PH00399,PH00348,2026-05-03 02:49:00,1409,app_message,LOC0039
CDR002683,PH01013,PH00204,2026-05-12 16:29:00,1021,call,LOC0180
CDR002684,PH00712,PH00327,2026-01-01 06:30:00,1227,sms,LOC0039
CDR002685,PH00578,PH01129,2026-06-21 19:43:00,2258,sms,LOC0106
CDR002686,PH00562,PH00164,2026-05-08 15:40:00,1866,call,LOC0080
CDR002687,PH01035,PH00225,2026-04-04 22:08:00,157,sms,LOC0128
CDR002688,PH00292,PH00759,2026-07-23 05:46:00,911,call,LOC0016
CDR002689,PH00707,PH01157,2026-02-12 17:32:00,2116,call,LOC0074
CDR002690,PH01182,PH00161,2026-05-07 05:22:00,1615,call,LOC0147
CDR002691,PH01070,PH00850,2026-08-07 22:46:00,1120,sms,LOC0153
CDR002692,PH00745,PH00214,2026-06-24 16:18:00,29,app_message,LOC0087
CDR002693,PH00396,PH00425,2026-02-05 03:09:00,1249,app_message,LOC0133
CDR002694,PH00981,PH00290,2026-02-19 22:22:00,1634,call,LOC0073
CDR002695,PH00893,PH00571,2026-06-07 12:37:00,256,sms,LOC0043
CDR002696,PH00414,PH01082,2026-01-15 10:20:00,220,app_message,LOC0142
CDR002697,PH00260,PH00340,2026-02-18 15:58:00,557,app_message,LOC0117
CDR002698,PH00827,PH00541,2026-06-19 22:18:00,147,call,LOC0074
CDR002699,PH00381,PH00872,2026-06-11 01:21:00,2025,sms,LOC0031
CDR002700,PH01010,PH00304,2026-04-16 08:37:00,1877,call,LOC0059
CDR002701,PH00945,PH00424,2026-01-17 18:09:00,2165,call,LOC0062
CDR002702,PH00347,PH00426,2026-04-04 12:50:00,153,call,LOC0034
CDR002703,PH00256,PH01151,2026-03-15 10:55:00,362,call,LOC0014
CDR002704,PH00327,PH00125,2026-03-24 21:13:00,1830,sms,LOC0038
CDR002705,PH00093,PH00808,2026-03-10 17:26:00,2114,sms,LOC0071
CDR002706,PH00288,PH01024,2026-02-01 22:47:00,1080,app_message,LOC0055
CDR002707,PH00727,PH00957,2026-01-10 14:45:00,2202,app_message,LOC0018
CDR002708,PH00577,PH01095,2026-01-21 18:54:00,706,call,LOC0020
CDR002709,PH00767,PH00938,2026-01-23 14:22:00,1071,app_message,LOC0040
CDR002710,PH00918,PH00160,2026-01-05 09:52:00,1938,app_message,LOC0012
CDR002711,PH01175,PH01040,2026-02-01 22:41:00,765,call,LOC0111
CDR002712,PH00664,PH01041,2026-04-17 01:56:00,1016,call,LOC0127
CDR002713,PH00933,PH00599,2026-08-21 17:26:00,673,sms,LOC0072
CDR002714,PH00480,PH01160,2026-07-19 23:22:00,1073,sms,LOC0177
CDR002715,PH00958,PH00960,2026-01-28 12:48:00,169,call,LOC0147
CDR002716,PH00785,PH00948,2026-05-04 05:41:00,1776,call,LOC0017
CDR002717,PH00887,PH00372,2026-02-02 11:51:00,2258,call,LOC0074
CDR002718,PH00615,PH00469,2026-06-29 21:29:00,1382,sms,LOC0169
CDR002719,PH00974,PH00265,2026-01-15 20:50:00,428,call,LOC0093
CDR002720,PH00823,PH00448,2026-03-23 11:21:00,1616,app_message,LOC0170
CDR002721,PH01095,PH00134,2026-04-07 01:18:00,654,app_message,LOC0007
CDR002722,PH00060,PH00952,2026-07-29 06:24:00,1574,sms,LOC0180
CDR002723,PH00976,PH00524,2026-03-22 06:27:00,895,app_message,LOC0123
CDR002724,PH00854,PH00976,2026-04-16 04:19:00,1748,app_message,LOC0122
CDR002725,PH01174,PH00848,2026-03-12 04:01:00,73,app_message,LOC0096
CDR002726,PH00850,PH01145,2026-06-19 14:38:00,1370,app_message,LOC0139
CDR002727,PH01056,PH00960,2026-01-01 08:59:00,751,app_message,LOC0019
CDR002728,PH00411,PH01124,2026-01-24 15:38:00,997,call,LOC0135
CDR002729,PH00533,PH00939,2026-06-16 15:02:00,2336,app_message,LOC0054
CDR002730,PH00543,PH01164,2026-04-11 02:46:00,1604,app_message,LOC0159
CDR002731,PH01142,PH00553,2026-04-28 00:01:00,1365,call,LOC0042
CDR002732,PH00862,PH00801,2026-08-12 05:50:00,655,sms,LOC0143
CDR002733,PH00503,PH00953,2026-04-19 19:02:00,927,sms,LOC0037
CDR002734,PH00005,PH00664,2026-01-21 05:20:00,1972,sms,LOC0069
CDR002735,PH00518,PH01040,2026-02-19 13:38:00,895,app_message,LOC0006
CDR002736,PH00144,PH00903,2026-02-09 15:43:00,721,sms,LOC0039
