geo_event_id,person_id,location_id,timestamp,event_type,source_confidence
GEO001596,P00558,LOC0003,2026-02-09 11:11:00,seen,0.73
GEO001597,P00898,LOC0176,2026-04-17 08:12:00,stayed,0.93
GEO001598,P00202,LOC0078,2026-08-15 16:45:00,seen,0.85
GEO001599,P00550,LOC0021,2026-07-18 11:19:00,entered,0.86
GEO001600,P00371,LOC0174,2026-04-12 03:09:00,stayed,0.9
GEO001601,P00925,LOC0025,2026-07-23 13:29:00,exited,0.82
GEO001602,P00182,LOC0004,2026-07-14 14:08:00,seen,0.73
GEO001603,P00818,LOC0088,2026-02-21 00:00:00,exited,0.82
GEO001604,P00424,LOC0153,2026-08-20 04:31:00,stayed,0.96
GEO001605,P00586,LOC0162,2026-05-13 00:23:00,entered,0.86
GEO001606,P00039,LOC0039,2026-06-20 14:58:00,stayed,0.73
GEO001607,P00138,LOC0020,2026-06-01 14:59:00,exited,0.66
GEO001608,P00772,LOC0128,2026-03-27 21:51:00,seen,0.74
GEO001609,P00473,LOC0060,2026-07-09 15:44:00,exited,0.94
GEO001610,P00735,LOC0118,2026-07-18 19:56:00,seen,0.7
GEO001611,P00088,LOC0129,2026-07-20 02:41:00,stayed,0.83
GEO001612,P00970,LOC0160,2026-07-28 14:23:00,exited,0.85
GEO001613,P00258,LOC0069,2026-07-16 01:16:00,entered,0.75
GEO001614,P00010,LOC0085,2026-05-10 06:36:00,entered,0.73
GEO001615,P00171,LOC0177,2026-03-04 04:36:00,stayed,0.95
GEO001616,P00605,LOC0180,2026-02-03 22:53:00,exited,0.88
GEO001617,P00011,LOC0017,2026-04-28 00:08:00,stayed,0.67
GEO001618,P00246,LOC0133,2026-05-21 14:28:00,exited,0.92
GEO001619,P00832,LOC0099,2026-03-09 01:04:00,entered,0.98
GEO001620,P00276,LOC0136,2026-05-12 16:52:00,entered,0.95
GEO001621,P00341,LOC0055,2026-03-31 05:46:00,stayed,0.72
GEO001622,P00554,LOC0020,2026-02-08 12:02:00,stayed,0.96
GEO001623,P00090,LOC0147,2026-06-09 12:48:00,stayed,0.98
GEO001624,P00149,LOC0147,2026-06-14 22:36:00,stayed,0.67
GEO001625,P00913,LOC0130,2026-01-12 23:40:00,exited,0.79
GEO001626,P00506,LOC0039,2026-01-28 16:37:00,stayed,0.96
GEO001627,P00036,LOC0126,2026-07-23 17:19:00,exited,0.73
GEO001628,P00951,LOC0046,2026-08-28 22:50:00,entered,0.73
GEO001629,P00572,LOC0152,2026-01-21 09:13:00,seen,0.91
GEO001630,P00990,LOC0029,2026-04-24 03:12:00,entered,0.9
GEO001631,P00561,LOC0078,2026-08-25 16:22:00,exited,0.81
GEO001632,P00521,LOC0024,2026-07-10 21:58:00,stayed,0.7
GEO001633,P00651,LOC0121,2026-07-06 09:48:00,stayed,0.73
GEO001634,P00919,LOC0134,2026-01-10 07:30:00,exited,0.97
GEO001635,P00822,LOC0134,2026-04-17 06:58:00,seen,0.98
GEO001636,P00543,LOC0134,2026-03-10 10:36:00,entered,0.77
GEO001637,P00278,LOC0021,2026-08-02 08:14:00,entered,0.94
GEO001638,P00482,LOC0170,2026-07-31 08:10:00,exited,0.94
GEO001639,P00578,LOC0017,2026-01-19 14:31:00,seen,0.76
GEO001640,P00512,LOC0072,2026-03-22 09:14:00,seen,0.92
GEO001641,P00047,LOC0072,2026-04-10 00:42:00,entered,0.74
GEO001642,P00160,LOC0140,2026-03-28 16:07:00,exited,0.81
GEO001643,P00278,LOC0115,2026-05-12 14:30:00,exited,0.93
GEO001644,P00425,LOC0135,2026-03-03 19:36:00,exited,0.91
GEO001645,P00422,LOC0049,2026-03-28 15:22:00,entered,0.66
GEO001646,P00198,LOC0071,2026-04-20 10:35:00,entered,0.69
GEO001647,P00467,LOC0174,2026-08-18 19:42:00,seen,0.67
GEO001648,P00276,LOC0053,2026-08-21 13:44:00,stayed,0.91
GEO001649,P00219,LOC0155,2026-04-07 16:02:00,exited,0.96
GEO001650,P00350,LOC0107,2026-05-09 20:32:00,seen,0.67
GEO001651,P00988,LOC0060,2026-02-24 02:40:00,entered,0.79
GEO001652,P00411,LOC0082,2026-02-13 07:53:00,entered,0.68
GEO001653,P00178,LOC0069,2026-07-21 07:34:00,entered,0.9
GEO001654,P00830,LOC0068,2026-04-27 02:21:00,stayed,0.9
GEO001655,P00918,LOC0013,2026-07-21 15:50:00,entered,0.85
GEO001656,P00123,LOC0003,2026-07-19 07:04:00,stayed,0.66
GEO001657,P00608,LOC0089,2026-07-07 02:50:00,entered,0.96
GEO001658,P00574,LOC0061,2026-05-10 09:45:00,entered,0.98
GEO001659,P00793,LOC0020,2026-04-15 15:05:00,exited,0.74
GEO001660,P00241,LOC0030,2026-04-01 12:32:00,entered,0.71
GEO001661,P00790,LOC0064,2026-03-14 11:48:00,exited,0.66
GEO001662,P00635,LOC0170,2026-07-28 08:27:00,entered,0.85
GEO001663,P00039,LOC0173,2026-02-13 14:48:00,seen,0.76
GEO001664,P00849,LOC0071,2026-08-11 21:24:00,entered,0.69
GEO001665,P00464,LOC0175,2026-02-26 08:13:00,entered,0.92
GEO001666,P00260,LOC0107,2026-04-11 06:18:00,entered,0.92
GEO001667,P00474,LOC0173,2026-08-29 11:08:00,seen,0.95
GEO001668,P00965,LOC0097,2026-04-12 19:52:00,exited,0.94
GEO001669,P00089,LOC0015,2026-03-21 06:00:00,entered,0.8
GEO001670,P00784,LOC0094,2026-08-28 09:03:00,seen,0.98
GEO001671,P00141,LOC0043,2026-03-16 19:55:00,entered,0.68
GEO001672,P00021,LOC0172,2026-02-03 03:45:00,stayed,0.97
GEO001673,P00550,LOC0110,2026-02-26 06:12:00,exited,0.68
GEO001674,P00675,LOC0116,2026-05-12 16:31:00,stayed,0.77
GEO001675,P00599,LOC0158,2026-07-26 14:43:00,exited,0.92
GEO001676,P00893,LOC0035,2026-06-22 05:33:00,seen,0.75
GEO001677,P00750,LOC0001,2026-02-25 04:15:00,entered,0.98
GEO001678,P00747,LOC0121,2026-01-01 18:22:00,entered,0.82
GEO001679,P00652,LOC0041,2026-04-24 13:39:00,seen,0.79
GEO001680,P00139,LOC0173,2026-05-20 16:16:00,stayed,0.97
GEO001681,P00389,LOC0043,2026-08-09 16:38:00,entered,0.8
GEO001682,P00795,LOC0113,2026-05-20 11:38:00,exited,0.98
GEO001683,P00550,LOC0040,2026-08-11 17:15:00,stayed,0.71
GEO001684,P00178,LOC0153,2026-08-01 01:34:00,exited,0.82
GEO001685,P00454,LOC0034,2026-02-02 12:25:00,stayed,0.77
GEO001686,P00300,LOC0158,2026-02-02 13:56:00,exited,0.9
GEO001687,P00810,LOC0098,2026-02-19 17:29:00,seen,0.93
GEO001688,P00271,LOC0143,2026-06-09 08:39:00,seen,0.93
GEO001689,P00028,LOC0111,2026-07-08 01:28:00,seen,0.9
GEO001690,P00213,LOC0116,2026-07-16 13:57:00,entered,0.88
GEO001691,P00894,LOC0143,2026-08-31 13:18:00,entered,0.98
GEO001692,P00078,LOC0150,2026-05-16 23:15:00,stayed,0.89
GEO001693,P00789,LOC0066,2026-04-08 17:36:00,entered,0.8
GEO001694,P00074,LOC0121,2026-02-14 14:29:00,exited,0.81
GEO001695,P00237,LOC0033,2026-04-24 03:01:00,stayed,0.91
GEO001696,P00731,LOC0155,2026-05-07 13:37:00,stayed,0.79
GEO001697,P00634,LOC0110,2026-08-27 20:02:00,exited,0.81
GEO001698,P00092,LOC0080,2026-02-28 21:25:00,seen,0.66
GEO001699,P00280,LOC0087,2026-02-16 01:25:00,seen,0.96
GEO001700,P00540,LOC0090,2026-04-03 15:25:00,seen,0.66
GEO001701,P00275,LOC0083,2026-06-01 18:54:00,seen,0.76
GEO001702,P00488,LOC0095,2026-03-19 10:00:00,exited,0.89
GEO001703,P00894,LOC0179,2026-08-28 04:28:00,seen,0.85
GEO001704,P00921,LOC0076,2026-07-19 18:35:00,exited,0.88
GEO001705,P00787,LOC0111,2026-04-13 06:03:00,stayed,0.96
GEO001706,P00463,LOC0044,2026-01-05 00:26:00,entered,0.85
GEO001707,P00706,LOC0095,2026-07-23 22:18:00,stayed,0.83
GEO001708,P00738,LOC0101,2026-08-08 03:54:00,stayed,0.73
GEO001709,P00402,LOC0035,2026-08-10 17:16:00,stayed,0.66
GEO001710,P00063,LOC0014,2026-03-27 05:53:00,seen,0.76
GEO001711,P00637,LOC0047,2026-05-20 08:01:00,exited,0.66
GEO001712,P00800,LOC0151,2026-01-16 11:49:00,entered,0.91
GEO001713,P00999,LOC0111,2026-02-05 07:49:00,entered,0.79
GEO001714,P00717,LOC0021,2026-08-21 09:24:00,entered,0.94
GEO001715,P00439,LOC0040,2026-05-29 21:02:00,exited,0.82
GEO001716,P00705,LOC0153,2026-07-17 23:17:00,entered,0.68
GEO001717,P00726,LOC0063,2026-01-25 23:44:00,seen,0.79
GEO001718,P00757,LOC0036,2026-06-20 19:27:00,entered,0.83
GEO001719,P00708,LOC0166,2026-05-25 06:46:00,seen,0.77
GEO001720,P00653,LOC0131,2026-07-30 17:39:00,stayed,0.72
GEO001721,P00032,LOC0146,2026-01-17 07:53:00,stayed,0.66
GEO001722,P00502,LOC0044,2026-04-21 15:40:00,seen,0.87
GEO001723,P00398,LOC0160,2026-04-19 22:28:00,exited,0.66
GEO001724,P00783,LOC0157,2026-03-03 16:36:00,seen,0.88
GEO001725,P00470,LOC0140,2026-03-02 18:15:00,entered,0.68
GEO001726,P00034,LOC0106,2026-07-04 18:02:00,seen,0.92
GEO001727,P00737,LOC0034,2026-04-30 21:34:00,exited,0.95
GEO001728,P00120,LOC0171,2026-05-14 07:20:00,seen,0.96
GEO001729,P00280,LOC0121,2026-04-17 03:40:00,entered,0.85
GEO001730,P00689,LOC0034,2026-01-19 07:41:00,seen,0.74
GEO001731,P00039,LOC0021,2026-05-11 15:17:00,stayed,0.81
GEO001732,P00746,LOC0056,2026-01-20 04:27:00,exited,0.76
GEO001733,P00428,LOC0123,2026-05-01 01:55:00,entered,0.97
GEO001734,P00362,LOC0074,2026-04-29 03:20:00,exited,0.69
GEO001735,P00165,LOC0023,2026-05-19 03:29:00,stayed,0.7
GEO001736,P00958,LOC0136,2026-05-23 06:55:00,entered,0.93
GEO001737,P00118,LOC0152,2026-03-02 03:49:00,seen,0.78
GEO001738,P00953,LOC0119,2026-02-25 22:50:00,entered,0.78
GEO001739,P00773,LOC0139,2026-07-19 22:11:00,stayed,0.97
GEO001740,P00533,LOC0025,2026-01-15 03:03:00,stayed,0.83
GEO001741,P00073,LOC0078,2026-07-27 10:00:00,seen,0.69
GEO001742,P00611,LOC0123,2026-07-16 17:47:00,stayed,0.95
GEO001743,P00988,LOC0092,2026-07-05 05:49:00,stayed,0.68
GEO001744,P00905,LOC0013,2026-02-19 12:47:00,stayed,0.65
GEO001745,P00008,LOC0107,2026-04-16 07:39:00,seen,0.89
GEO001746,P00642,LOC0125,2026-07-16 07:14:00,stayed,0.89
GEO001747,P00656,LOC0056,2026-06-27 03:26:00,stayed,0.84
GEO001748,P00770,LOC0076,2026-05-25 10:51:00,seen,0.74
GEO001749,P00020,LOC0118,2026-08-15 05:35:00,exited,0.95
GEO001750,P00458,LOC0125,2026-05-25 18:35:00,seen,0.83
GEO001751,P00599,LOC0030,2026-04-24 10:11:00,stayed,0.82
GEO001752,P00463,LOC0087,2026-04-26 14:33:00,seen,0.75
GEO001753,P00875,LOC0056,2026-07-12 00:13:00,stayed,0.97
GEO001754,P00844,LOC0154,2026-07-28 14:37:00,stayed,0.78
GEO001755,P00763,LOC0123,2026-02-09 23:16:00,stayed,0.86
GEO001756,P00728,LOC0136,2026-04-11 17:23:00,exited,0.76
GEO001757,P00239,LOC0007,2026-03-21 05:16:00,exited,0.73
GEO001758,P00608,LOC0131,2026-03-25 05:35:00,seen,0.9
GEO001759,P00443,LOC0166,2026-05-03 19:42:00,entered,0.74
GEO001760,P00462,LOC0076,2026-06-07 17:09:00,entered,0.86
GEO001761,P00214,LOC0113,2026-01-25 09:08:00,exited,0.98
GEO001762,P00746,LOC0018,2026-07-26 21:13:00,entered,0.71
GEO001763,P00017,LOC0120,2026-08-19 16:27:00,seen,0.97
GEO001764,P00584,LOC0011,2026-06-11 20:10:00,seen,0.94
GEO001765,P00225,LOC0115,2026-08-06 14:03:00,entered,0.91
GEO001766,P00812,LOC0070,2026-05-20 23:15:00,seen,0.9
GEO001767,P00169,LOC0004,2026-02-18 00:20:00,stayed,0.7
GEO001768,P00638,LOC0061,2026-01-05 23:14:00,exited,0.89
GEO001769,P00807,LOC0038,2026-04-14 02:21:00,entered,0.71
GEO001770,P00102,LOC0024,2026-06-26 20:19:00,seen,0.84
GEO001771,P00635,LOC0174,2026-08-03 05:16:00,seen,0.77
GEO001772,P00781,LOC0086,2026-01-01 17:09:00,stayed,0.72
GEO001773,P00046,LOC0161,2026-07-29 23:58:00,seen,0.97
GEO001774,P00388,LOC0131,2026-04-22 00:37:00,exited,0.84
GEO001775,P00170,LOC0142,2026-07-21 16:17:00,entered,0.86
GEO001776,P00522,LOC0110,2026-04-01 00:21:00,stayed,0.92
GEO001777,P00242,LOC0141,2026-02-15 10:34:00,exited,0.83
GEO001778,P00395,LOC0091,2026-03-08 19:35:00,stayed,0.92
GEO001779,P00250,LOC0132,2026-06-24 18:11:00,exited,0.96
GEO001780,P00794,LOC0173,2026-02-04 03:09:00,stayed,0.9
GEO001781,P00607,LOC0144,2026-02-03 06:46:00,seen,0.78
GEO001782,P00789,LOC0161,2026-05-28 14:19:00,exited,0.83
GEO001783,P00878,LOC0161,2026-01-31 08:39:00,stayed,0.93
GEO001784,P00001,LOC0130,2026-07-11 00:36:00,stayed,0.97
GEO001785,P00763,LOC0170,2026-03-14 07:53:00,seen,0.73
GEO001786,P00117,LOC0053,2026-01-21 00:20:00,exited,0.66
GEO001787,P00030,LOC0156,2026-08-24 08:16:00,seen,0.81
GEO001788,P00864,LOC0097,2026-04-14 19:50:00,exited,0.97
GEO001789,P00057,LOC0005,2026-06-28 04:51:00,entered,0.73
GEO001790,P00851,LOC0061,2026-03-21 12:28:00,seen,0.91
GEO001791,P00635,LOC0043,2026-07-22 04:27:00,seen,0.92
GEO001792,P00457,LOC0116,2026-04-07 06:24:00,seen,0.84
GEO001793,P00728,LOC0004,2026-04-14 17:50:00,exited,0.68
GEO001794,P00405,LOC0171,2026-08-19 06:43:00,seen,0.88
GEO001795,P00499,LOC0129,2026-05-14 19:55:00,exited,0.8
GEO001796,P00107,LOC0048,2026-05-04 01:49:00,entered,0.69
GEO001797,P00744,LOC0127,2026-05-22 20:49:00,entered,0.71
GEO001798,P00700,LOC0176,2026-01-20 13:08:00,stayed,0.91
GEO001799,P00623,LOC0110,2026-08-02 11:10:00,entered,0.96
GEO001800,P00446,LOC0092,2026-08-08 14:37:00,seen,0.92
GEO001801,P00355,LOC0129,2026-02-12 02:19:00,entered,0.93
GEO001802,P00339,LOC0014,2026-07-04 22:55:00,seen,0.86
GEO001803,P00646,LOC0071,2026-02-25 10:46:00,stayed,0.72
GEO001804,P00407,LOC0095,2026-04-16 15:43:00,seen,0.75
GEO001805,P00308,LOC0071,2026-03-07 20:58:00,seen,0.78
GEO001806,P00742,LOC0056,2026-05-28 18:53:00,seen,0.86
GEO001807,P00731,LOC0171,2026-04-09 20:08:00,seen,0.92
GEO001808,P00772,LOC0090,2026-03-26 10:14:00,exited,0.78
GEO001809,P00077,LOC0040,2026-06-08 21:36:00,exited,0.86
GEO001810,P00382,LOC0133,2026-05-13 19:18:00,seen,0.65
GEO001811,P00827,LOC0146,2026-02-28 15:02:00,exited,0.87
GEO001812,P00120,LOC0109,2026-02-24 14:21:00,entered,0.98
GEO001813,P00012,LOC0022,2026-04-14 12:47:00,entered,0.9
GEO001814,P00978,LOC0177,2026-07-25 16:26:00,entered,0.85
GEO001815,P00122,LOC0022,2026-01-13 12:16:00,exited,0.93
GEO001816,P00303,LOC0013,2026-03-22 05:05:00,exited,0.74
GEO001817,P00865,LOC0139,2026-03-29 22:40:00,exited,0.97
GEO001818,P00072,LOC0012,2026-06-13 02:40:00,seen,0.88
GEO001819,P00182,LOC0020,2026-07-18 05:28:00,stayed,0.97
GEO001820,P00831,LOC0145,2026-07-08 08:05:00,seen,0.69
GEO001821,P00184,LOC0113,2026-03-16 23:20:00,seen,0.94
GEO001822,P00806,LOC0104,2026-08-06 01:08:00,entered,0.67
GEO001823,P00410,LOC0097,2026-04-30 10:27:00,seen,0.96
GEO001824,P00774,LOC0014,2026-07-31 03:03:00,seen,0.88
GEO001825,P00300,LOC0101,2026-06-11 02:13:00,exited,0.98
GEO001826,P00713,LOC0175,2026-04-14 20:55:00,exited,0.81
GEO001827,P00353,LOC0034,2026-08-20 16:59:00,entered,0.78
GEO001828,P00150,LOC0178,2026-03-23 08:28:00,exited,0.67
GEO001829,P00734,LOC0162,2026-07-11 23:57:00,exited,0.92
GEO001830,P00232,LOC0053,2026-02-18 21:44:00,exited,0.77
GEO001831,P00461,LOC0049,2026-07-04 21:58:00,exited,0.81
GEO001832,P00307,LOC0175,2026-02-25 01:01:00,exited,0.92
GEO001833,P00987,LOC0072,2026-07-22 02:30:00,entered,0.98
GEO001834,P00528,LOC0003,2026-05-06 08:30:00,entered,0.97
GEO001835,P00106,LOC0114,2026-03-08 00:56:00,exited,0.94
GEO001836,P00994,LOC0157,2026-02-22 18:45:00,exited,0.66
GEO001837,P00665,LOC0158,2026-01-18 16:01:00,entered,0.91
GEO001838,P00098,LOC0024,2026-07-23 14:02:00,stayed,0.77
GEO001839,P00805,LOC0013,2026-03-29 23:29:00,entered,0.87
GEO001840,P00062,LOC0169,2026-06-18 22:55:00,stayed,0.66
GEO001841,P00884,LOC0093,2026-06-18 17:29:00,stayed,0.76
GEO001842,P00440,LOC0026,2026-04-29 17:41:00,seen,0.9
GEO001843,P00193,LOC0098,2026-06-15 08:54:00,exited,0.93
GEO001844,P00308,LOC0002,2026-02-12 18:23:00,exited,0.7
GEO001845,P00320,LOC0153,2026-03-02 19:56:00,seen,0.78
GEO001846,P00098,LOC0111,2026-05-20 09:34:00,seen,0.98
GEO001847,P00932,LOC0067,2026-03-15 05:00:00,exited,0.84
GEO001848,P00437,LOC0128,2026-07-04 08:53:00,entered,0.66
GEO001849,P00012,LOC0032,2026-03-25 11:29:00,seen,0.9
GEO001850,P00691,LOC0114,2026-05-20 09:02:00,exited,0.86
GEO001851,P00276,LOC0046,2026-01-03 15:37:00,exited,0.98
GEO001852,P00362,LOC0151,2026-07-21 14:12:00,stayed,0.71
GEO001853,P00185,LOC0081,2026-06-14 00:40:00,stayed,0.93
GEO001854,P00698,LOC0079,2026-03-15 18:16:00,seen,0.75
GEO001855,P00445,LOC0154,2026-04-19 13:33:00,entered,0.74
GEO001856,P00725,LOC0041,2026-03-05 15:44:00,entered,0.93
GEO001857,P00935,LOC0106,2026-01-16 20:55:00,stayed,0.74
GEO001858,P00233,LOC0038,2026-04-18 16:05:00,seen,0.68
GEO001859,P00661,LOC0175,2026-06-16 06:23:00,entered,0.94
GEO001860,P00200,LOC0040,2026-01-13 04:18:00,seen,0.95
GEO001861,P01000,LOC0022,2026-07-27 10:12:00,seen,0.98
GEO001862,P00004,LOC0175,2026-03-26 08:52:00,seen,0.77
GEO001863,P00523,LOC0083,2026-01-24 09:22:00,seen,0.84
GEO001864,P00800,LOC0137,2026-03-19 13:10:00,exited,0.78
GEO001865,P00717,LOC0131,2026-03-20 16:56:00,exited,0.76
GEO001866,P00428,LOC0037,2026-07-13 23:44:00,stayed,0.98
GEO001867,P00264,LOC0035,2026-08-04 07:14:00,exited,0.86
GEO001868,P00816,LOC0155,2026-03-15 12:12:00,entered,0.84
GEO001869,P00339,LOC0096,2026-04-03 06:59:00,seen,0.85
GEO001870,P00869,LOC0115,2026-01-01 15:30:00,stayed,0.71
GEO001871,P00504,LOC0034,2026-02-27 20:53:00,stayed,0.9
GEO001872,P00256,LOC0159,2026-07-14 20:28:00,stayed,0.86
GEO001873,P00151,LOC0027,2026-04-17 03:55:00,exited,0.87
GEO001874,P00773,LOC0029,2026-05-10 17:47:00,exited,0.78
GEO001875,P00150,LOC0153,2026-02-23 09:32:00,exited,0.7
GEO001876,P00301,LOC0018,2026-08-19 10:30:00,stayed,0.78
GEO001877,P00169,LOC0115,2026-07-12 14:52:00,stayed,0.74
GEO001878,P00229,LOC0112,2026-07-01 10:33:00,seen,0.8
GEO001879,P00034,LOC0139,2026-07-01 04:40:00,stayed,0.89
GEO001880,P00749,LOC0035,2026-06-29 19:27:00,stayed,0.8
GEO001881,P00615,LOC0092,2026-06-22 14:55:00,exited,0.97
GEO001882,P00697,LOC0054,2026-02-15 08:57:00,seen,0.94
GEO001883,P00937,LOC0062,2026-02-22 09:57:00,seen,0.94
GEO001884,P00601,LOC0005,2026-08-26 18:09:00,stayed,0.79
GEO001885,P00517,LOC0064,2026-05-05 02:56:00,entered,0.99
GEO001886,P00332,LOC0057,2026-07-19 16:10:00,seen,0.75
GEO001887,P00045,LOC0136,2026-07-30 08:13:00,seen,0.87
GEO001888,P00601,LOC0001,2026-06-22 05:55:00,exited,0.96
GEO001889,P00135,LOC0059,2026-05-21 13:58:00,entered,0.78
GEO001890,P00929,LOC0115,2026-04-03 21:49:00,seen,0.87
GEO001891,P00028,LOC0141,2026-08-21 13:13:00,seen,0.73
GEO001892,P00071,LOC0116,2026-04-29 19:31:00,exited,0.66
GEO001893,P00433,LOC0041,2026-04-28 13:41:00,exited,0.66
GEO001894,P00239,LOC0086,2026-06-29 21:48:00,stayed,0.81
GEO001895,P00250,LOC0111,2026-07-04 01:35:00,entered,0.67
GEO001896,P00680,LOC0127,2026-03-29 21:03:00,entered,0.93
GEO001897,P00459,LOC0126,2026-02-26 18:26:00,stayed,0.83
GEO001898,P00180,LOC0137,2026-06-09 01:09:00,seen,0.7
GEO001899,P00429,LOC0124,2026-07-22 11:57:00,entered,0.67
GEO001900,P00555,LOC0154,2026-03-08 13:39:00,seen,0.9
GEO001901,P00127,LOC0020,2026-08-19 03:22:00,seen,0.68
GEO001902,P00824,LOC0023,2026-08-26 06:33:00,exited,0.7
GEO001903,P00628,LOC0058,2026-03-13 10:42:00,exited,0.69
GEO001904,P00960,LOC0095,2026-04-01 02:29:00,exited,0.96
GEO001905,P00015,LOC0019,2026-08-17 22:27:00,entered,0.8
GEO001906,P00569,LOC0099,2026-02-10 16:40:00,seen,0.66
GEO001907,P00333,LOC0017,2026-06-04 12:47:00,stayed,0.97
GEO001908,P00332,LOC0119,2026-02-18 10:57:00,seen,0.95
GEO001909,P00237,LOC0174,2026-07-11 00:49:00,exited,0.77
GEO001910,P00743,LOC0153,2026-02-20 13:29:00,entered,0.69
GEO001911,P00960,LOC0172,2026-04-09 22:07:00,stayed,0.94
GEO001912,P00260,LOC0090,2026-02-19 11:24:00,entered,0.69
GEO001913,P00531,LOC0152,2026-06-18 11:46:00,seen,0.86
GEO001914,P00745,LOC0027,2026-01-11 02:21:00,entered,0.67
GEO001915,P00388,LOC0114,2026-06-26 03:32:00,stayed,0.92
GEO001916,P00601,LOC0030,2026-03-17 13:43:00,exited,0.84
GEO001917,P00135,LOC0102,2026-06-22 03:19:00,exited,0.77
GEO001918,P00159,LOC0177,2026-07-07 06:04:00,entered,0.75
GEO001919,P00227,LOC0162,2026-01-08 07:05:00,stayed,0.76
GEO001920,P00275,LOC0103,2026-07-08 00:47:00,entered,0.8
GEO001921,P00496,LOC0032,2026-05-15 19:32:00,entered,0.71
GEO001922,P00311,LOC0033,2026-07-21 00:33:00,exited,0.93
GEO001923,P00647,LOC0151,2026-02-23 12:07:00,exited,0.77
GEO001924,P00429,LOC0114,2026-03-12 20:15:00,entered,0.96
GEO001925,P00695,LOC0136,2026-08-17 23:57:00,entered,0.91
GEO001926,P00404,LOC0115,2026-06-10 12:31:00,entered,0.74
GEO001927,P00498,LOC0075,2026-05-14 17:58:00,stayed,0.79
GEO001928,P00762,LOC0155,2026-08-24 03:19:00,stayed,0.91
GEO001929,P00421,LOC0034,2026-01-05 08:38:00,stayed,0.91
GEO001930,P00247,LOC0123,2026-05-05 19:24:00,exited,0.83
GEO001931,P00180,LOC0037,2026-05-30 19:54:00,exited,0.8
GEO001932,P00143,LOC0007,2026-01-12 03:02:00,stayed,0.81
GEO001933,P00582,LOC0012,2026-01-17 04:30:00,seen,0.67
GEO001934,P00211,LOC0009,2026-05-08 02:54:00,seen,0.78
GEO001935,P00899,LOC0061,2026-03-28 06:16:00,stayed,0.96
GEO001936,P00308,LOC0172,2026-02-02 20:17:00,stayed,0.8
GEO001937,P00282,LOC0124,2026-01-23 01:45:00,seen,0.88
GEO001938,P00096,LOC0028,2026-01-16 04:18:00,entered,0.9
GEO001939,P00165,LOC0038,2026-06-01 22:43:00,entered,0.71
GEO001940,P00976,LOC0098,2026-03-10 12:36:00,stayed,0.85
GEO001941,P00424,LOC0152,2026-08-10 19:35:00,exited,0.8
GEO001942,P00794,LOC0042,2026-01-02 06:41:00,seen,0.87
GEO001943,P00956,LOC0162,2026-05-18 16:48:00,stayed,0.66
GEO001944,P00099,LOC0055,2026-03-03 09:01:00,exited,0.86
GEO001945,P00472,LOC0153,2026-01-08 03:05:00,seen,0.85
GEO001946,P00853,LOC0176,2026-07-28 08:46:00,exited,0.95
GEO001947,P00545,LOC0062,2026-03-28 11:33:00,stayed,0.75
GEO001948,P00379,LOC0095,2026-02-17 15:00:00,stayed,0.67
GEO001949,P00029,LOC0168,2026-04-18 06:28:00,seen,0.81
GEO001950,P00893,LOC0049,2026-03-21 00:54:00,entered,0.82
GEO001951,P00787,LOC0166,2026-05-12 04:02:00,seen,0.83
GEO001952,P00555,LOC0066,2026-06-30 02:16:00,seen,0.73
GEO001953,P00657,LOC0130,2026-08-13 05:29:00,entered,0.81
GEO001954,P00537,LOC0027,2026-02-27 02:50:00,exited,0.96
GEO001955,P00509,LOC0113,2026-07-01 12:27:00,stayed,0.67
GEO001956,P00538,LOC0082,2026-04-16 06:49:00,entered,0.7
GEO001957,P00893,LOC0159,2026-07-18 15:08:00,entered,0.86
GEO001958,P00522,LOC0156,2026-03-17 21:37:00,seen,0.89
GEO001959,P00117,LOC0167,2026-04-14 14:51:00,exited,0.78
GEO001960,P00785,LOC0017,2026-03-24 09:15:00,exited,0.97
GEO001961,P00199,LOC0053,2026-08-19 14:10:00,stayed,0.89
GEO001962,P00376,LOC0028,2026-01-20 16:07:00,seen,0.67
GEO001963,P00656,LOC0003,2026-06-02 17:51:00,exited,0.69
GEO001964,P00325,LOC0160,2026-06-05 14:53:00,entered,0.97
GEO001965,P00401,LOC0087,2026-06-03 08:52:00,stayed,0.7
GEO001966,P00378,LOC0010,2026-03-08 04:35:00,exited,0.91
GEO001967,P00885,LOC0028,2026-03-12 20:45:00,exited,0.9
GEO001968,P00600,LOC0058,2026-01-10 18:55:00,entered,0.65
GEO001969,P00122,LOC0087,2026-03-06 07:33:00,seen,0.81
GEO001970,P00378,LOC0076,2026-06-06 19:19:00,stayed,0.93
GEO001971,P00177,LOC0010,2026-04-11 22:28:00,seen,0.92
GEO001972,P00290,LOC0021,2026-04-18 01:38:00,stayed,0.89
GEO001973,P00811,LOC0033,2026-01-26 01:21:00,exited,0.72
GEO001974,P00396,LOC0129,2026-04-09 11:10:00,stayed,0.8
GEO001975,P00058,LOC0143,2026-01-01 09:06:00,entered,0.84
GEO001976,P00327,LOC0117,2026-02-02 18:19:00,exited,0.87
GEO001977,P00742,LOC0002,2026-06-27 04:59:00,entered,0.8
GEO001978,P00134,LOC0031,2026-02-15 16:33:00,entered,0.82
GEO001979,P00816,LOC0089,2026-02-12 17:03:00,stayed,0.79
GEO001980,P00560,LOC0121,2026-06-29 14:17:00,stayed,0.66
