person_id,name_token,occupation,home_location_id
P00670,PERSON_00670,other,LOC0035
P00671,PERSON_00671,business,LOC0100
P00672,PERSON_00672,student,LOC0159
P00673,PERSON_00673,student,LOC0094
P00674,PERSON_00674,engineer,LOC0086
P00675,PERSON_00675,trader,LOC0094
P00676,PERSON_00676,other,LOC0162
P00677,PERSON_00677,other,LOC0022
P00678,PERSON_00678,engineer,LOC0024
P00679,PERSON_00679,clerk,LOC0025
P00680,PERSON_00680,business,LOC0138
P00681,PERSON_00681,engineer,LOC0162
P00682,PERSON_00682,worker,LOC0156
P00683,PERSON_00683,clerk,LOC0032
P00684,PERSON_00684,other,LOC0090
P00685,PERSON_00685,trader,LOC0143
P00686,PERSON_00686,business,LOC0118
P00687,PERSON_00687,engineer,LOC0034
P00688,PERSON_00688,student,LOC0127
P00689,PERSON_00689,driver,LOC0174
P00690,PERSON_00690,trader,LOC0103
P00691,PERSON_00691,worker,LOC0098
P00692,PERSON_00692,trader,LOC0153
P00693,PERSON_00693,driver,LOC0068
P00694,PERSON_00694,other,LOC0078
P00695,PERSON_00695,clerk,LOC0155
P00696,PERSON_00696,worker,LOC0106
P00697,PERSON_00697,clerk,LOC0149
P00698,PERSON_00698,other,LOC0160
P00699,PERSON_00699,worker,LOC0179
P00700,PERSON_00700,student,LOC0116
P00701,PERSON_00701,business,LOC0037
P00702,PERSON_00702,student,LOC0031
P00703,PERSON_00703,trader,LOC0012
P00704,PERSON_00704,worker,LOC0157
P00705,PERSON_00705,worker,LOC0033
P00706,PERSON_00706,student,LOC0055
P00707,PERSON_00707,worker,LOC0045
P00708,PERSON_00708,trader,LOC0024
P00709,PERSON_00709,worker,LOC0179
P00710,PERSON_00710,other,LOC0102
P00711,PERSON_00711,driver,LOC0123
P00712,PERSON_00712,worker,LOC0155
P00713,PERSON_00713,clerk,LOC0129
P00714,PERSON_00714,driver,LOC0081
P00715,PERSON_00715,student,LOC0149
P00716,PERSON_00716,trader,LOC0111
P00717,PERSON_00717,worker,LOC0035
P00718,PERSON_00718,other,LOC0148
P00719,PERSON_00719,worker,LOC0063
P00720,PERSON_00720,driver,LOC0090
P00721,PERSON_00721,business,LOC0093
P00722,PERSON_00722,worker,LOC0082
P00723,PERSON_00723,driver,LOC0098
P00724,PERSON_00724,student,LOC0150
P00725,PERSON_00725,clerk,LOC0045
P00726,PERSON_00726,trader,LOC0124
P00727,PERSON_00727,clerk,LOC0147
P00728,PERSON_00728,trader,LOC0049
P00729,PERSON_00729,student,LOC0045
P00730,PERSON_00730,engineer,LOC0057
P00731,PERSON_00731,clerk,LOC0108
P00732,PERSON_00732,clerk,LOC0087
P00733,PERSON_00733,student,LOC0067
P00734,PERSON_00734,trader,LOC0096
P00735,PERSON_00735,student,LOC0080
P00736,PERSON_00736,student,LOC0137
P00737,PERSON_00737,business,LOC0086
P00738,PERSON_00738,worker,LOC0169
P00739,PERSON_00739,trader,LOC0071
P00740,PERSON_00740,other,LOC0137
P00741,PERSON_00741,other,LOC0123
P00742,PERSON_00742,business,LOC0105
P00743,PERSON_00743,business,LOC0093
P00744,PERSON_00744,worker,LOC0049
P00745,PERSON_00745,worker,LOC0024
P00746,PERSON_00746,engineer,LOC0174
P00747,PERSON_00747,other,LOC0144
P00748,PERSON_00748,engineer,LOC0146
P00749,PERSON_00749,engineer,LOC0074
P00750,PERSON_00750,worker,LOC0083
P00751,PERSON_00751,other,LOC0148
P00752,PERSON_00752,worker,LOC0002
P00753,PERSON_00753,student,LOC0127
P00754,PERSON_00754,other,LOC0019
P00755,PERSON_00755,clerk,LOC0042
P00756,PERSON_00756,student,LOC0027
P00757,PERSON_00757,trader,LOC0084
P00758,PERSON_00758,worker,LOC0092
P00759,PERSON_00759,clerk,LOC0141
P00760,PERSON_00760,other,LOC0117
P00761,PERSON_00761,business,LOC0082
P00762,PERSON_00762,worker,LOC0062
P00763,PERSON_00763,student,LOC0150
P00764,PERSON_00764,student,LOC0140
P00765,PERSON_00765,engineer,LOC0120
P00766,PERSON_00766,driver,LOC0076
P00767,PERSON_00767,driver,LOC0130
P00768,PERSON_00768,other,LOC0035
P00769,PERSON_00769,engineer,LOC0175
P00770,PERSON_00770,student,LOC0104
P00771,PERSON_00771,engineer,LOC0176
P00772,PERSON_00772,worker,LOC0174
P00773,PERSON_00773,trader,LOC0149
P00774,PERSON_00774,clerk,LOC0103
P00775,PERSON_00775,driver,LOC0157
P00776,PERSON_00776,clerk,LOC0086
P00777,PERSON_00777,business,LOC0054
P00778,PERSON_00778,other,LOC0140
P00779,PERSON_00779,driver,LOC0078
P00780,PERSON_00780,clerk,LOC0030
P00781,PERSON_00781,clerk,LOC0038
P00782,PERSON_00782,worker,LOC0169
P00783,PERSON_00783,engineer,LOC0158
P00784,PERSON_00784,engineer,LOC0034
P00785,PERSON_00785,business,LOC0064
P00786,PERSON_00786,driver,LOC0035
P00787,PERSON_00787,worker,LOC0014
P00788,PERSON_00788,engineer,LOC0049
P00789,PERSON_00789,other,LOC0080
P00790,PERSON_00790,driver,LOC0167
P00791,PERSON_00791,trader,LOC0014
P00792,PERSON_00792,business,LOC0014
P00793,PERSON_00793,worker,LOC0084
P00794,PERSON_00794,business,LOC0053
P00795,PERSON_00795,engineer,LOC0108
P00796,PERSON_00796,engineer,LOC0071
P00797,PERSON_00797,clerk,LOC0097
P00798,PERSON_00798,clerk,LOC0019
P00799,PERSON_00799,student,LOC0123
P00800,PERSON_00800,other,LOC0166
P00801,PERSON_00801,engineer,LOC0102
P00802,PERSON_00802,engineer,LOC0115
P00803,PERSON_00803,business,LOC0121
P00804,PERSON_00804,student,LOC0051
P00805,PERSON_00805,business,LOC0175
P00806,PERSON_00806,worker,LOC0059
P00807,PERSON_00807,engineer,LOC0173
P00808,PERSON_00808,clerk,LOC0050
P00809,PERSON_00809,business,LOC0013
P00810,PERSON_00810,other,LOC0097
P00811,PERSON_00811,engineer,LOC0150
P00812,PERSON_00812,driver,LOC0071
P00813,PERSON_00813,clerk,LOC0105
P00814,PERSON_00814,worker,LOC0017
P00815,PERSON_00815,other,LOC0007
P00816,PERSON_00816,trader,LOC0143
P00817,PERSON_00817,worker,LOC0073
P00818,PERSON_00818,worker,LOC0149
P00819,PERSON_00819,trader,LOC0140
P00820,PERSON_00820,trader,LOC0161
P00821,PERSON_00821,student,LOC0137
P00822,PERSON_00822,worker,LOC0102
P00823,PERSON_00823,business,LOC0165
P00824,PERSON_00824,driver,LOC0101
P00825,PERSON_00825,student,LOC0025
P00826,PERSON_00826,clerk,LOC0051
P00827,PERSON_00827,engineer,LOC0156
P00828,PERSON_00828,student,LOC0125
P00829,PERSON_00829,student,LOC0131
P00830,PERSON_00830,other,LOC0021
P00831,PERSON_00831,driver,LOC0165
P00832,PERSON_00832,student,LOC0063
P00833,PERSON_00833,student,LOC0013
P00834,PERSON_00834,worker,LOC0092
P00835,PERSON_00835,trader,LOC0073
P00836,PERSON_00836,worker,LOC0114
P00837,PERSON_00837,business,LOC0138
P00838,PERSON_00838,worker,LOC0005
P00839,PERSON_00839,other,LOC0008
P00840,PERSON_00840,clerk,LOC0017
P00841,PERSON_00841,other,LOC0114
P00842,PERSON_00842,student,LOC0027
P00843,PERSON_00843,driver,LOC0039
P00844,PERSON_00844,business,LOC0089
P00845,PERSON_00845,driver,LOC0095
P00846,PERSON_00846,engineer,LOC0127
P00847,PERSON_00847,student,LOC0153
P00848,PERSON_00848,student,LOC0029
P00849,PERSON_00849,business,LOC0101
P00850,PERSON_00850,other,LOC0143
P00851,PERSON_00851,engineer,LOC0024
P00852,PERSON_00852,trader,LOC0045
P00853,PERSON_00853,trader,LOC0107
P00854,PERSON_00854,clerk,LOC0160
P00855,PERSON_00855,other,LOC0098
P00856,PERSON_00856,driver,LOC0158
P00857,PERSON_00857,trader,LOC0172
P00858,PERSON_00858,engineer,LOC0005
P00859,PERSON_00859,clerk,LOC0100
P00860,PERSON_00860,clerk,LOC0101
P00861,PERSON_00861,business,LOC0076
P00862,PERSON_00862,driver,LOC0160
P00863,PERSON_00863,clerk,LOC0107
P00864,PERSON_00864,driver,LOC0146
P00865,PERSON_00865,clerk,LOC0077
P00866,PERSON_00866,trader,LOC0020
P00867,PERSON_00867,engineer,LOC0081
P00868,PERSON_00868,clerk,LOC0073
P00869,PERSON_00869,engineer,LOC0042
P00870,PERSON_00870,other,LOC0047
P00871,PERSON_00871,clerk,LOC0012
P00872,PERSON_00872,worker,LOC0117
P00873,PERSON_00873,business,LOC0019
P00874,PERSON_00874,other,LOC0068
P00875,PERSON_00875,clerk,LOC0166
P00876,PERSON_00876,trader,LOC0136
P00877,PERSON_00877,clerk,LOC0005
P00878,PERSON_00878,engineer,LOC0011
P00879,PERSON_00879,student,LOC0082
P00880,PERSON_00880,clerk,LOC0118
P00881,PERSON_00881,business,LOC0114
P00882,PERSON_00882,worker,LOC0035
P00883,PERSON_00883,student,LOC0114
P00884,PERSON_00884,driver,LOC0099
P00885,PERSON_00885,trader,LOC0145
P00886,PERSON_00886,trader,LOC0013
P00887,PERSON_00887,engineer,LOC0012
P00888,PERSON_00888,engineer,LOC0010
P00889,PERSON_00889,business,LOC0059
P00890,PERSON_00890,clerk,LOC0023
P00891,PERSON_00891,worker,LOC0020
P00892,PERSON_00892,clerk,LOC0034
P00893,PERSON_00893,driver,LOC0062
P00894,PERSON_00894,business,LOC0118
P00895,PERSON_00895,driver,LOC0106
P00896,PERSON_00896,student,LOC0173
P00897,PERSON_00897,student,LOC0148
P00898,PERSON_00898,business,LOC0067
P00899,PERSON_00899,worker,LOC0117
P00900,PERSON_00900,trader,LOC0059
P00901,PERSON_00901,other,LOC0058
P00902,PERSON_00902,driver,LOC0069
P00903,PERSON_00903,trader,LOC0110
P00904,PERSON_00904,other,LOC0032
P00905,PERSON_00905,trader,LOC0058
P00906,PERSON_00906,worker,LOC0043
P00907,PERSON_00907,driver,LOC0008
P00908,PERSON_00908,clerk,LOC0030
P00909,PERSON_00909,clerk,LOC0036
P00910,PERSON_00910,business,LOC0061
P00911,PERSON_00911,trader,LOC0169
P00912,PERSON_00912,worker,LOC0007
P00913,PERSON_00913,trader,LOC0091
P00914,PERSON_00914,student,LOC0150
P00915,PERSON_00915,driver,LOC0109
P00916,PERSON_00916,driver,LOC0160
P00917,PERSON_00917,trader,LOC0046
P00918,PERSON_00918,student,LOC0048
P00919,PERSON_00919,business,LOC0173
P00920,PERSON_00920,driver,LOC0014
P00921,PERSON_00921,worker,LOC0039
P00922,PERSON_00922,worker,LOC0006
P00923,PERSON_00923,student,LOC0007
P00924,PERSON_00924,worker,LOC0063
P00925,PERSON_00925,business,LOC0158
P00926,PERSON_00926,trader,LOC0138
P00927,PERSON_00927,engineer,LOC0049
P00928,PERSON_00928,driver,LOC0091
P00929,PERSON_00929,student,LOC0093
P00930,PERSON_00930,clerk,LOC0131
P00931,PERSON_00931,student,LOC0176
P00932,PERSON_00932,driver,LOC0089
P00933,PERSON_00933,business,LOC0078
P00934,PERSON_00934,clerk,LOC0129
P00935,PERSON_00935,engineer,LOC0060
P00936,PERSON_00936,trader,LOC0058
P00937,PERSON_00937,worker,LOC0096
P00938,PERSON_00938,clerk,LOC0038
P00939,PERSON_00939,driver,LOC0010
P00940,PERSON_00940,student,LOC0168
P00941,PERSON_00941,student,LOC0154
P00942,PERSON_00942,other,LOC0007
P00943,PERSON_00943,driver,LOC0079
P00944,PERSON_00944,worker,LOC0084
P00945,PERSON_00945,business,LOC0109
P00946,PERSON_00946,driver,LOC0151
P00947,PERSON_00947,driver,LOC0153
P00948,PERSON_00948,clerk,LOC0008
P00949,PERSON_00949,business,LOC0007
P00950,PERSON_00950,clerk,LOC0099
P00951,PERSON_00951,worker,LOC0010
P00952,PERSON_00952,driver,LOC0018
P00953,PERSON_00953,clerk,LOC0019
P00954,PERSON_00954,business,LOC0043
P00955,PERSON_00955,student,LOC0049
P00956,PERSON_00956,trader,LOC0135
P00957,PERSON_00957,clerk,LOC0111
P00958,PERSON_00958,driver,LOC0013
P00959,PERSON_00959,trader,LOC0009
P00960,PERSON_00960,other,LOC0073
P00961,PERSON_00961,business,LOC0084
P00962,PERSON_00962,driver,LOC0046
P00963,PERSON_00963,worker,LOC0083
P00964,PERSON_00964,other,LOC0107
P00965,PERSON_00965,business,LOC0120
P00966,PERSON_00966,business,LOC0107
P00967,PERSON_00967,driver,LOC0065
P00968,PERSON_00968,student,LOC0136
P00969,PERSON_00969,student,LOC0130
P00970,PERSON_00970,trader,LOC0133
P00971,PERSON_00971,engineer,LOC0070
P00972,PERSON_00972,engineer,LOC0018
P00973,PERSON_00973,driver,LOC0160
P00974,PERSON_00974,student,LOC0129
P00975,PERSON_00975,worker,LOC0037
P00976,PERSON_00976,business,LOC0036
P00977,PERSON_00977,worker,LOC0158
P00978,PERSON_00978,other,LOC0166
P00979,PERSON_00979,worker,LOC0155
P00980,PERSON_00980,clerk,LOC0073
P00981,PERSON_00981,engineer,LOC0037
P00982,PERSON_00982,business,LOC0112
P00983,PERSON_00983,other,LOC0003
P00984,PERSON_00984,worker,LOC0166
P00985,PERSON_00985,engineer,LOC0104
P00986,PERSON_00986,other,LOC0082
P00987,PERSON_00987,engineer,LOC0023
P00988,PERSON_00988,engineer,LOC0016
P00989,PERSON_00989,clerk,LOC0009
P00990,PERSON_00990,student,LOC0154
P00991,PERSON_00991,clerk,LOC0035
P00992,PERSON_00992,clerk,LOC0166
P00993,PERSON_00993,engineer,LOC0016
P00994,PERSON_00994,trader,LOC0013
P00995,PERSON_00995,clerk,LOC0068
P00996,PERSON_00996,worker,LOC0126
P00997,PERSON_00997,business,LOC0164
P00998,PERSON_00998,business,LOC0053
P00999,PERSON_00999,other,LOC0090
P01000,PERSON_01000,trader,LOC0177
